State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Total Votes 2020,Votes 2020 Donald Trump,Votes 2020  Joe Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,Mean Commute (minutes)
Washington,Franklin,WashingtonFranklin,260,34,14,25.5,17.7,38664,3833,47145,43515,30,90660,31833,17849,13148,60275,1817,25.6,17.6,18,22.1,16.7,3.4,21.5
Washington,Garfield,WashingtonGarfield,228,36,15,27.9,24.5,750,69,1099,1125,45.5,2224,1470,1062,362,51399,4518,33.7,19.9,23.7,9.5,13.2,6.2,20
Washington,Grant,WashingtonGrant,283,39,16,27.2,17.7,43247,4195,48099,46761,32.7,94860,36878,24442,11572,52382,1805,27.8,16,16.6,26.1,13.5,6.2,18.9
Washington,Grays Harbor,WashingtonGrays,218,38,20,34,16.5,25653,3402,36981,34986,43.7,71967,36551,18960,16623,45483,2355,28.5,23.6,22.9,11.5,13.5,6.4,25.8
Washington,Jefferson,WashingtonJefferson,208,33,18,20.7,44.3,11850,1231,15354,15502,57.9,30856,24352,6786,17067,51842,3291,35.4,21.9,22.2,12.8,7.7,8.1,23.5
Washington,King,WashingtonKing,275,62,36,15,52.5,1190168,96440,1082940,1080317,37.1,2163257,1197363,267523,904132,83571,617,51,15,19.9,5.5,8.5,6.5,29.1
Washington,Kitsap,WashingtonKitsap,221,38,18,22.2,33.2,119140,9952,134094,128381,39,262475,156733,61204,89812,68336,1336,38.9,18.8,21.3,10.4,10.5,6.1,30.3
Washington,Kittitas,WashingtonKittitas,459,54,18,24.9,32.3,20087,1998,22555,22270,33.1,44825,25579,13778,11004,53163,1678,33,22.4,21.8,12,10.9,5.1,21.3
Washington,Klickitat,WashingtonKlickitat,669,39,17,24.8,31.5,9002,808,10751,10645,46.6,21396,12720,6866,5608,51258,2597,32.8,17.7,19.9,16.6,12.9,12,24.1
Washington,Lewis,WashingtonLewis,233,34,19,29.1,17.7,31819,3284,38509,38438,43.1,76947,44935,29318,14462,46387,1943,26.4,19.9,23.8,12.3,17.6,5.2,27.1
Washington,Mason,WashingtonMason,324,41,18,31.2,17.6,23009,2508,32413,30214,45.6,62627,36432,18342,16999,53087,2046,28.6,19.9,22.1,17.1,12.2,5.3,32.1
Washington,Okanogan,WashingtonOkanogan,423,71,35,30.3,20,17822,1759,21061,20577,42.9,41638,20561,11544,8621,42598,2416,29.1,19.3,20.6,18.5,12.5,6.3,17.2
Washington,Pend Oreille,WashingtonPend,59,53,35,31,20.8,4428,530,6694,6525,50.6,13219,8422,5655,2578,49184,3109,33.9,18,17,17.3,13.8,7.2,29.2
Washington,Pierce,WashingtonPierce,231,62,40,27.2,27.2,406822,43374,427571,432269,36.1,859840,458080,196592,248142,63881,771,33.9,17.9,24.3,10.4,13.4,4.5,31.2
Washington,Skagit,WashingtonSkagit,52,31,16,26.3,26.2,56374,6124,61376,62531,41.5,123907,67856,30389,35741,59263,1403,31.7,19.3,21.4,13.6,14,5.8,25.4
Washington,Snohomish,WashingtonSnohomish,225,64,30,23.3,32.8,403863,37293,394526,392094,37.8,786620,432301,165128,254917,78020,836,38.9,16.3,22.7,10.5,11.6,5.2,31.8
Washington,Spokane,WashingtonSpokane,479,52,33,23.2,30.8,234789,22519,246906,250969,37.5,497875,291366,147635,134884,52159,791,35.9,18.9,25.8,7.9,11.6,5.2,21.5
Washington,Stevens,WashingtonStevens,536,63,32,34.5,18.7,16799,1746,21944,22270,46.6,44214,21523,14566,6563,47272,2627,29.3,17.6,23.4,15.1,14.7,5.6,27.8
Washington,Thurston,WashingtonThurston,217,44,25,21.3,35.7,132365,11947,134402,140282,39,274684,161987,63087,94076,66113,1328,41.9,16.2,23.9,8,10.1,4.8,25.6
Washington,Walla Walla,WashingtonWalla,819,50,22,19.8,29.8,28096,2069,30830,29406,37.1,60236,23300,12068,10705,52630,2025,36,20.6,21.2,11.7,10.4,5.2,15.6
Washington,Whatcom,WashingtonWhatcom,212,60,29,23.4,34.3,103992,10724,107228,109584,37,216812,137129,50311,83342,56419,1506,35.3,19.8,22.9,9.9,12.1,5.9,21
Washington,Whitman,WashingtonWhitman,212,35,15,15.9,49.8,20683,1301,24749,23844,24.6,48593,19001,8273,10106,41574,2048,48.2,18.8,16.9,7.7,8.4,5.1,15.3
Washington,Yakima,WashingtonYakima,465,76,35,28.1,16.7,118071,12688,124900,124425,32.8,249325,93467,49550,41999,47470,1167,24.6,16.8,19.7,21.9,16.9,3.7,18.9
Wisconsin,Ashland,WisconsinAshland,71,43,32,37,19.8,7035,651,7930,7782,41.8,15712,8757,3841,4801,41505,2162,31.2,23.5,20.4,10,14.9,4.4,16.5
Wisconsin,Brown,WisconsinBrown,119,55,35,29.9,30.3,132013,8441,128824,130962,37.2,259786,144011,75865,65509,56775,1211,34.3,16.1,24.9,8.3,16.4,4,19.1
Wisconsin,Columbia,WisconsinColumbia,115,48,38,33.7,23.3,29438,1843,29047,27907,42.4,56954,33869,16927,16410,63293,1519,32.6,15.7,23,11.6,17.1,4.5,25.7
Wisconsin,Dane,WisconsinDane,112,59,39,17.8,51.4,304154,15279,263322,266521,34.9,529843,344745,78789,260157,67631,931,49.9,15.5,21.1,5.3,8.1,4.8,21
Wisconsin,Dodge,WisconsinDodge,136,56,38,40.9,17,44729,2484,45777,41999,42.5,87776,48436,31355,16356,56038,1504,26.3,16.1,21.1,10.9,25.6,3.9,23.1
Wisconsin,Door,WisconsinDoor,150,51,36,30.3,33.7,13886,1019,13535,13904,52.4,27439,20117,9752,10044,56494,1484,33.1,16.7,21.9,10.9,17.4,6,18.2
Wisconsin,Eau Claire,WisconsinEau,93,54,37,25,32.3,55064,3235,50874,52117,34.4,102991,58275,25341,31620,52178,1737,34.5,18.9,24.8,6.6,15.3,6,18.4
Wisconsin,Fond du Lac,WisconsinFond,115,46,36,36.1,23.1,52828,3286,50302,52013,41.5,102315,57251,35754,20588,57798,1461,30.2,16.6,21.1,11,21.1,4,20.3
Wisconsin,Forest,WisconsinForest,93,47,35,39.2,14.7,3407,483,4541,4477,46.7,9018,5052,3287,1722,43356,2127,27.8,20.1,20.6,13.8,17.7,5.6,20.3
Wisconsin,Grant,WisconsinGrant,82,55,30,35.1,23.8,25875,1436,26920,24908,35.7,51828,25608,14142,10998,50522,1012,30,18.3,22.2,11.9,17.7,5.9,20.3
Wisconsin,Jefferson,WisconsinJefferson,136,51,38,33.4,25.4,42762,2451,42343,42309,40.7,84652,47967,27209,19904,59215,2680,32,18.5,21.8,9.6,18.2,4.2,23.8
Wisconsin,Kenosha,WisconsinKenosha,197,67,40,30.1,26.1,82200,6299,83312,85018,38.2,168330,88691,44972,42191,57269,1659,32.4,18.6,23.4,9,16.5,2.9,25.9
Wisconsin,Kewaunee,WisconsinKewaunee,97,47,34,39.9,19.4,10172,489,10279,10081,44.2,20360,12095,7927,3976,60320,2638,31.2,12.5,20,16,20.4,4.9,23
Wisconsin,La Crosse,WisconsinLa,93,54,37,25.4,34.9,61467,3515,57361,60489,35.8,117850,67884,28684,37846,54127,1324,36.6,19.9,23,6.4,14.1,3.2,18
Wisconsin,Manitowoc,WisconsinManitowoc,136,58,36,38.6,20.2,37911,2508,39451,39956,44.7,79407,44829,27218,16818,51053,1209,28.2,17.1,20.5,9.8,24.5,3.8,18.7
Wisconsin,Marathon,WisconsinMarathon,74,45,31,34.3,25.4,68711,3602,67976,67288,40.6,135264,76751,44624,30808,56509,1350,34.1,14.1,24.4,8.8,18.6,5,19.5
Wisconsin,Milwaukee,WisconsinMilwaukee,169,67,40,28.4,31,425483,37937,461670,492539,34.7,954209,458935,134355,317251,46784,479,36,19.8,22.9,5.9,15.4,3.4,22.4
Wisconsin,Oneida,WisconsinOneida,72,11,0,32,27.2,16508,1292,17724,17621,50.9,35345,24159,13671,10105,52945,1618,31.7,19,24.3,10.9,14,4.8,19.8
Wisconsin,Outagamie,WisconsinOutagamie,126,59,37,31.7,29.7,97137,5649,92241,92513,37.9,184754,108022,58385,47667,61523,1090,34,14.6,24,9,18.4,3.8,19.8
Wisconsin,Ozaukee,WisconsinOzaukee,164,59,35,20,49,45366,2597,43342,44942,43.9,88284,61486,33912,26517,80526,1989,47.5,14.1,21.7,6.3,10.4,5.2,23.8
Wisconsin,Racine,WisconsinRacine,172,67,38,31.6,25.2,90104,7051,96702,98696,40.1,195398,106451,54479,50159,58334,1215,32.4,17.1,23.2,8.5,18.7,3.4,24.2
Wisconsin,Rock,WisconsinRock,105,49,38,36.1,22.1,78908,6027,79654,82115,39.5,161769,85348,37133,46649,53410,1255,30.3,17.3,22.1,9,21.4,3.5,22.8
Wisconsin,Sauk,WisconsinSauk,112,54,36,33.9,24.1,31770,2585,31747,31849,41.2,63596,36203,17493,18108,54447,1543,30.9,19.4,22.3,10.8,16.5,4,21.4
Wisconsin,Sheboygan,WisconsinSheboygan,159,74,39,35.9,25.1,57996,3514,57922,57283,41.3,115205,66003,37609,27101,56114,1555,30,16.3,21,8.1,24.6,3.9,18.2
Wisconsin,Taylor,WisconsinTaylor,78,49,35,43.4,15.1,10372,533,10385,9971,43.4,20356,10685,7656,2693,49821,1797,26.6,12.8,17.4,14.3,28.9,8.9,22.6
Wisconsin,Vilas,WisconsinVilas,84,46,30,30,29.1,9480,741,10931,10662,54.1,21593,15369,9261,5903,42720,1563,29.5,24.5,23.4,13.5,9.1,6.5,19.5
Wisconsin,Walworth,WisconsinWalworth,136,50,39,31.3,28.8,52906,3416,51374,51639,39.7,103013,57588,33844,22783,58401,1447,30.8,19.1,22.9,10,17.2,4.6,24
Wisconsin,Waukesha,WisconsinWaukesha,129,60,39,22.7,44.5,208246,12252,196103,202776,43.2,398879,267957,159633,103867,81140,900,45.6,13,24.3,6.4,10.7,4.4,24
Wyoming,Albany,WyomingAlbany,177,71,46,14.7,51.8,18946,780,19916,18186,27.3,38102,18617,8579,9092,45816,1840,42.1,20.8,19.2,10.1,7.8,4.7,12.7
Wyoming,Big Horn,WyomingBig,126,46,38,29.1,19,5112,269,6033,5868,41.3,11901,5752,4806,788,51716,3372,29.5,18.5,19.2,18.4,14.4,6,18.8
Wyoming,Campbell,WyomingCampbell,124,68,44,35.6,18.9,21822,1617,24559,23149,33.5,47708,19566,16975,1935,80178,3568,26.5,14.2,21.7,22.6,15,3.6,20.7
Wyoming,Carbon,WyomingCarbon,82,25,9,38.2,20.6,7743,368,8332,7145,38,15477,6664,5014,1427,57644,3404,30.7,19.4,16.6,16.6,16.7,4.1,16.3
Wyoming,Converse,WyomingConverse,129,60,42,39,17.3,7677,486,7206,6791,40.1,13997,6970,5917,861,62776,5189,28,16.5,21.2,21.4,12.8,6.2,23.8
Wyoming,Fremont,WyomingFremont,158,58,45,29.7,24.3,18120,1206,20135,19941,38.4,40076,18111,12007,5519,55013,2341,33.5,20.7,19.4,14.8,11.5,6.6,17.9
Wyoming,Johnson,WyomingJohnson,93,50,40,26.8,31.7,3960,232,4477,4038,45.5,8515,4914,3881,897,52415,5267,32.8,18.9,19.4,16.9,12.1,7.7,24.6
Wyoming,Laramie,WyomingLaramie,157,54,39,25.8,28.5,48231,2595,49460,48232,36.9,97692,44982,27891,15217,62879,1820,37.1,16.4,23.3,11.8,11.4,3.8,15.8
Wyoming,Lincoln,WyomingLincoln,71,34,15,31.8,23.7,8907,466,9695,9316,39.3,19011,10468,8643,1509,63756,4307,31.2,16.2,19.5,21,12.1,4.5,26.2
Wyoming,Natrona,WyomingNatrona,124,52,41,30.3,22.8,37529,3181,40816,39794,36.6,80610,35202,25271,8530,59400,2542,31,16.8,24.4,14.2,13.6,3.6,17.2
Wyoming,Park,WyomingPark,113,30,11,25.8,34,14549,831,14276,14845,44.4,29121,16717,12813,3410,60828,3674,33.6,20.7,22.3,13.3,10.1,6.2,17.6
Wyoming,Platte,WyomingPlatte,283,50,19,38.3,20.7,4418,233,4499,4174,47.1,8673,4923,3898,890,47380,4737,29.1,15.4,20.4,21.6,13.6,10.1,16.9
Wyoming,Sheridan,WyomingSheridan,100,47,39,25.6,31,15409,801,14852,15160,42.1,30012,16428,11843,4043,56455,2977,41.1,17.5,20.2,12.1,9.2,5.6,16
Wyoming,Sublette,WyomingSublette,151,61,44,34.6,22.8,3765,294,5367,4584,39.4,9951,4970,3957,882,84911,12431,41.9,14.2,13.1,15.8,14.9,7,20.9
Wyoming,Sweetwater,WyomingSweetwater,1250,76,46,33,22.5,19308,1532,22882,21235,34.6,44117,16603,12229,3823,71083,4336,27.7,16.1,20,20.8,15.4,1.5,20.5
Wyoming,Teton,WyomingTeton,161,54,42,14.9,57,14292,912,11911,11148,39.3,23059,14677,4341,9848,80049,4586,39.4,25.4,17,11.7,6.5,5.7,14.3
Wyoming,Uinta,WyomingUinta,122,51,40,41.5,16,8730,582,10505,10104,35.5,20609,9402,7496,1591,54672,7803,30.4,19.4,18.1,16.1,16.1,2,19.9
Wyoming,Weston,WyomingWeston,119,49,40,37.4,20,3688,148,3768,3332,42.9,7100,3542,3107,360,59605,7853,32,15,15.8,17.9,19.3,6.9,25.7
