State,Area name,First Word of Each County,Abbreviation,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
New Mexico,De Baca ,De,New MexicoDe,36.2,13
New Mexico,Dona Ana ,Dona,New MexicoDona,22.7,27.1
New Mexico,Eddy ,Eddy,New MexicoEddy,36.6,16.2
New Mexico,Grant ,Grant,New MexicoGrant,26.5,28.8
New Mexico,Guadalupe ,Guadalupe,New MexicoGuadalupe,47.5,7.6
New Mexico,Harding ,Harding,New MexicoHarding,26.5,21.7
New Mexico,Hidalgo ,Hidalgo,New MexicoHidalgo,35.1,14.6
New Mexico,Lea ,Lea,New MexicoLea,31.5,13.6
New Mexico,Lincoln ,Lincoln,New MexicoLincoln,29.9,25.8
New Mexico,Los Alamos ,Los,New MexicoLos,8.8,67.4
New Mexico,Luna ,Luna,New MexicoLuna,34.4,12.5
New Mexico,McKinley ,McKinley,New MexicoMcKinley,34.4,11.4
New Mexico,Mora ,Mora,New MexicoMora,34.1,11
New Mexico,Otero ,Otero,New MexicoOtero,27.3,17.5
New Mexico,Quay ,Quay,New MexicoQuay,35.7,17.1
New Mexico,Rio Arriba ,Rio,New MexicoRio,32.2,19.3
New Mexico,Roosevelt ,Roosevelt,New MexicoRoosevelt,28.1,23.9
New Mexico,Sandoval ,Sandoval,New MexicoSandoval,25.5,30.5
New Mexico,San Juan ,San,New MexicoSan,30.5,14.9
New Mexico,San Miguel ,San,New MexicoSan,27.6,21.4
New Mexico,Santa Fe ,Santa,New MexicoSanta,22.3,41
New Mexico,Sierra ,Sierra,New MexicoSierra,28.6,21.1
New Mexico,Socorro ,Socorro,New MexicoSocorro,37.4,22
New Mexico,Taos ,Taos,New MexicoTaos,28.2,28.7
New Mexico,Torrance ,Torrance,New MexicoTorrance,37.7,14.8
New Mexico,Union ,Union,New MexicoUnion,46.8,11.7
New Mexico,Valencia ,Valencia,New MexicoValencia,33,18.5
New York,New York,New,New YorkNew,26,36.6
New York,Albany ,Albany,New YorkAlbany,23,41.8
New York,Allegany ,Allegany,New YorkAllegany,36.7,20.9
New York,Bronx ,Bronx,New YorkBronx,27.9,20.1
New York,Broome ,Broome,New YorkBroome,31.5,28.4
New York,Cattaraugus ,Cattaraugus,New YorkCattaraugus,39.2,19.1
New York,Cayuga ,Cayuga,New YorkCayuga,33.3,22.6
New York,Chautauqua ,Chautauqua,New YorkChautauqua,35.5,22.2
New York,Chemung ,Chemung,New YorkChemung,35.3,23.3
New York,Chenango ,Chenango,New YorkChenango,39,18.7
New York,Clinton ,Clinton,New YorkClinton,37.7,22.9
New York,Columbia ,Columbia,New YorkColumbia,30,32.7
New York,Cortland ,Cortland,New YorkCortland,32.1,28
New York,Delaware ,Delaware,New YorkDelaware,37.6,22.6
New York,Dutchess ,Dutchess,New YorkDutchess,26.8,35
New York,Erie ,Erie,New YorkErie,27.6,34.4
New York,Essex ,Essex,New YorkEssex,34.4,26.8
New York,Franklin ,Franklin,New YorkFranklin,37.7,19.1
New York,Fulton ,Fulton,New YorkFulton,35.7,18.2
New York,Genesee ,Genesee,New YorkGenesee,36,22.3
New York,Greene ,Greene,New YorkGreene,38.7,22.1
New York,Hamilton ,Hamilton,New YorkHamilton,27.2,16.8
New York,Herkimer ,Herkimer,New YorkHerkimer,36.9,21.5
New York,Jefferson ,Jefferson,New YorkJefferson,34.7,22.2
New York,Kings ,Kings,New YorkKings,25.7,37.5
New York,Lewis ,Lewis,New YorkLewis,44.7,18.4
New York,Livingston ,Livingston,New YorkLivingston,31.9,26.5
New York,Madison ,Madison,New YorkMadison,34.8,26.2
New York,Monroe ,Monroe,New YorkMonroe,23.4,38.6
New York,Montgomery ,Montgomery,New YorkMontgomery,35.4,17.8
New York,Nassau ,Nassau,New YorkNassau,22.7,46
New York,New York ,New,New YorkNew,12.4,61.3
New York,Niagara ,Niagara,New YorkNiagara,33.2,24.6
New York,Oneida ,Oneida,New YorkOneida,31.9,25.7
New York,Onondaga ,Onondaga,New YorkOnondaga,25.4,35.9
New York,Ontario ,Ontario,New YorkOntario,26.4,36.3
New York,Orange ,Orange,New YorkOrange,29.3,30.3
New York,Orleans ,Orleans,New YorkOrleans,38.3,16.2
New York,Oswego ,Oswego,New YorkOswego,37.5,19
New York,Otsego ,Otsego,New YorkOtsego,31.3,31.1
New York,Putnam ,Putnam,New YorkPutnam,27.1,39.6
New York,Queens ,Queens,New YorkQueens,27.5,32.2
New York,Rensselaer ,Rensselaer,New YorkRensselaer,29,32
New York,Richmond ,Richmond,New YorkRichmond,30.4,33.9
New York,Rockland ,Rockland,New YorkRockland,22.5,41.1
New York,St. Lawrence ,St.,New YorkSt.,36.8,23.8
New York,Saratoga ,Saratoga,New YorkSaratoga,24.9,41.4
New York,Schenectady ,Schenectady,New YorkSchenectady,29.5,32.1
New York,Schoharie ,Schoharie,New YorkSchoharie,35.7,22.4
New York,Schuyler ,Schuyler,New YorkSchuyler,33.5,23.5
New York,Seneca ,Seneca,New YorkSeneca,35.2,21.1
New York,Steuben ,Steuben,New YorkSteuben,36.7,23.6
New York,Suffolk ,Suffolk,New YorkSuffolk,27.3,36.3
New York,Sullivan ,Sullivan,New YorkSullivan,33.8,24.8
New York,Tioga ,Tioga,New YorkTioga,35.9,26
New York,Tompkins ,Tompkins,New YorkTompkins,19,53.5
New York,Ulster ,Ulster,New YorkUlster,29.7,32.5
New York,Warren ,Warren,New YorkWarren,30.6,31.3
New York,Washington ,Washington,New YorkWashington,38.7,20.5
New York,Wayne ,Wayne,New YorkWayne,33.7,22.6
New York,Westchester ,Westchester,New YorkWestchester,19.2,48.9
New York,Wyoming ,Wyoming,New YorkWyoming,40,17.7
New York,Yates ,Yates,New YorkYates,32.6,25.2
North Carolina,North Carolina,North,North CarolinaNorth,25.7,31.3
North Carolina,Alamance ,Alamance,North CarolinaAlamance,27.7,24.8
North Carolina,Alexander ,Alexander,North CarolinaAlexander,38.7,14.2
North Carolina,Alleghany ,Alleghany,North CarolinaAlleghany,29,17.3
North Carolina,Anson ,Anson,North CarolinaAnson,40.2,11.3
North Carolina,Ashe ,Ashe,North CarolinaAshe,31.8,19.7
North Carolina,Avery ,Avery,North CarolinaAvery,30.2,20.7
North Carolina,Beaufort ,Beaufort,North CarolinaBeaufort,32.5,20.6
North Carolina,Bertie ,Bertie,North CarolinaBertie,38.1,13.6
North Carolina,Bladen ,Bladen,North CarolinaBladen,33.4,15.8
North Carolina,Brunswick ,Brunswick,North CarolinaBrunswick,27.9,29.9
North Carolina,Buncombe ,Buncombe,North CarolinaBuncombe,23.2,40.1
North Carolina,Burke ,Burke,North CarolinaBurke,31.4,16.4
North Carolina,Cabarrus ,Cabarrus,North CarolinaCabarrus,25.2,32.3
North Carolina,Caldwell ,Caldwell,North CarolinaCaldwell,32.5,15.7
North Carolina,Camden ,Camden,North CarolinaCamden,29.4,17.1
North Carolina,Carteret ,Carteret,North CarolinaCarteret,25.6,29.1
North Carolina,Caswell ,Caswell,North CarolinaCaswell,33.6,15.9
North Carolina,Catawba ,Catawba,North CarolinaCatawba,30,22.6
North Carolina,Chatham ,Chatham,North CarolinaChatham,21.2,42.4
North Carolina,Cherokee ,Cherokee,North CarolinaCherokee,33.8,19
North Carolina,Chowan ,Chowan,North CarolinaChowan,33.4,21.7
North Carolina,Clay ,Clay,North CarolinaClay,33.4,23.7
North Carolina,Cleveland ,Cleveland,North CarolinaCleveland,34.4,17.6
North Carolina,Columbus ,Columbus,North CarolinaColumbus,36.3,13.8
North Carolina,Craven ,Craven,North CarolinaCraven,26,25.3
North Carolina,Cumberland ,Cumberland,North CarolinaCumberland,25.9,25.5
North Carolina,Currituck ,Currituck,North CarolinaCurrituck,28.8,23.5
North Carolina,Dare ,Dare,North CarolinaDare,22.8,34.7
North Carolina,Davidson ,Davidson,North CarolinaDavidson,32.8,18.5
North Carolina,Davie ,Davie,North CarolinaDavie,32,24
North Carolina,Duplin ,Duplin,North CarolinaDuplin,31.8,12.1
North Carolina,Durham ,Durham,North CarolinaDurham,17.7,48.2
North Carolina,Edgecombe ,Edgecombe,North CarolinaEdgecombe,37.5,13.6
North Carolina,Forsyth ,Forsyth,North CarolinaForsyth,25.7,34
North Carolina,Franklin ,Franklin,North CarolinaFranklin,29.8,22
North Carolina,Gaston ,Gaston,North CarolinaGaston,30.7,21.2
North Carolina,Gates ,Gates,North CarolinaGates,37.9,14.3
North Carolina,Graham ,Graham,North CarolinaGraham,36.3,12.9
North Carolina,Granville ,Granville,North CarolinaGranville,30.6,22.5
North Carolina,Greene ,Greene,North CarolinaGreene,32.9,11
North Carolina,Guilford ,Guilford,North CarolinaGuilford,23.3,36
North Carolina,Halifax ,Halifax,North CarolinaHalifax,37.2,14.4
North Carolina,Harnett ,Harnett,North CarolinaHarnett,29.9,21.9
North Carolina,Haywood ,Haywood,North CarolinaHaywood,26.4,26
North Carolina,Henderson ,Henderson,North CarolinaHenderson,24.2,31.8
North Carolina,Hertford ,Hertford,North CarolinaHertford,32.7,14.9
North Carolina,Hoke ,Hoke,North CarolinaHoke,28.7,17.7
North Carolina,Hyde ,Hyde,North CarolinaHyde,38.7,9.2
North Carolina,Iredell ,Iredell,North CarolinaIredell,28.3,28.4
North Carolina,Jackson ,Jackson,North CarolinaJackson,26.8,30.4
North Carolina,Johnston ,Johnston,North CarolinaJohnston,27.8,22.9
North Carolina,Jones ,Jones,North CarolinaJones,34.4,12.2
North Carolina,Lee ,Lee,North CarolinaLee,26.8,21.5
North Carolina,Lenoir ,Lenoir,North CarolinaLenoir,31.9,14.9
North Carolina,Lincoln ,Lincoln,North CarolinaLincoln,31.1,23
North Carolina,McDowell ,McDowell,North CarolinaMcDowell,32.4,17.4
North Carolina,Macon ,Macon,North CarolinaMacon,31,23.8
North Carolina,Madison ,Madison,North CarolinaMadison,31.3,28.5
North Carolina,Martin ,Martin,North CarolinaMartin,33.9,16.4
North Carolina,Mecklenburg ,Mecklenburg,North CarolinaMecklenburg,17,45.4
North Carolina,Mitchell ,Mitchell,North CarolinaMitchell,33,20.5
North Carolina,Montgomery ,Montgomery,North CarolinaMontgomery,34.6,15.7
North Carolina,Moore ,Moore,North CarolinaMoore,21.6,37.4
North Carolina,Nash ,Nash,North CarolinaNash,33.7,20.8
North Carolina,New Hanover ,New,North CarolinaNew,21.3,40.6
North Carolina,Northampton ,Northampton,North CarolinaNorthampton,38.5,13.8
North Carolina,Onslow ,Onslow,North CarolinaOnslow,30,22.9
North Carolina,Orange ,Orange,North CarolinaOrange,13.6,59.7
North Carolina,Pamlico ,Pamlico,North CarolinaPamlico,31,18.5
North Carolina,Pasquotank ,Pasquotank,North CarolinaPasquotank,32,22.1
North Carolina,Pender ,Pender,North CarolinaPender,27.6,27.9
North Carolina,Perquimans ,Perquimans,North CarolinaPerquimans,28.7,20.2
North Carolina,Person ,Person,North CarolinaPerson,37.4,15.6
North Carolina,Pitt ,Pitt,North CarolinaPitt,23.8,32.7
North Carolina,Polk ,Polk,North CarolinaPolk,25.1,29.1
North Carolina,Randolph ,Randolph,North CarolinaRandolph,33.5,15.7
North Carolina,Richmond ,Richmond,North CarolinaRichmond,32.2,15.7
North Carolina,Robeson ,Robeson,North CarolinaRobeson,33.4,13.7
North Carolina,Rockingham ,Rockingham,North CarolinaRockingham,34.9,15.1
North Carolina,Rowan ,Rowan,North CarolinaRowan,32.6,18.5
North Carolina,Rutherford ,Rutherford,North CarolinaRutherford,32.5,17.8
North Carolina,Sampson ,Sampson,North CarolinaSampson,34.2,13.7
North Carolina,Scotland ,Scotland,North CarolinaScotland,33.9,15.5
North Carolina,Stanly ,Stanly,North CarolinaStanly,33.3,17.3
North Carolina,Stokes ,Stokes,North CarolinaStokes,40,14.1
North Carolina,Surry ,Surry,North CarolinaSurry,28.9,18
North Carolina,Swain ,Swain,North CarolinaSwain,30.6,18.2
North Carolina,Transylvania ,Transylvania,North CarolinaTransylvania,26.8,32.6
North Carolina,Tyrrell ,Tyrrell,North CarolinaTyrrell,36.5,10.6
North Carolina,Union ,Union,North CarolinaUnion,24.6,35.4
North Carolina,Vance ,Vance,North CarolinaVance,37,14.8
North Carolina,Wake ,Wake,North CarolinaWake,15.1,52.8
North Carolina,Warren ,Warren,North CarolinaWarren,36.7,15.8
North Carolina,Washington ,Washington,North CarolinaWashington,37.4,11.5
North Carolina,Watauga ,Watauga,North CarolinaWatauga,20.7,42.2
North Carolina,Wayne ,Wayne,North CarolinaWayne,30.5,19
North Carolina,Wilkes ,Wilkes,North CarolinaWilkes,31.7,15.8
North Carolina,Wilson ,Wilson,North CarolinaWilson,31.5,19.6
North Carolina,Yadkin ,Yadkin,North CarolinaYadkin,33.8,11.6
North Carolina,Yancey ,Yancey,North CarolinaYancey,33.2,20.3
North Dakota,North Dakota,North,North DakotaNorth,26.4,30
North Dakota,Adams ,Adams,North DakotaAdams,34.3,25.6
North Dakota,Barnes ,Barnes,North DakotaBarnes,31.5,29.4
North Dakota,Benson ,Benson,North DakotaBenson,29.5,16.2
North Dakota,Billings ,Billings,North DakotaBillings,33,26.3
North Dakota,Bottineau ,Bottineau,North DakotaBottineau,27.8,24
North Dakota,Bowman ,Bowman,North DakotaBowman,34.6,24.2
North Dakota,Burke ,Burke,North DakotaBurke,27.8,22.8
North Dakota,Burleigh ,Burleigh,North DakotaBurleigh,22.7,35.8
North Dakota,Cass ,Cass,North DakotaCass,20.1,40.2
North Dakota,Cavalier ,Cavalier,North DakotaCavalier,31.5,19.5
North Dakota,Dickey ,Dickey,North DakotaDickey,27.8,28.8
North Dakota,Divide ,Divide,North DakotaDivide,34,18.5
North Dakota,Dunn ,Dunn,North DakotaDunn,33.7,21.3
North Dakota,Eddy ,Eddy,North DakotaEddy,29.3,26.2
North Dakota,Emmons ,Emmons,North DakotaEmmons,35.2,18.2
North Dakota,Foster ,Foster,North DakotaFoster,26,26.7
North Dakota,Golden Valley ,Golden,North DakotaGolden,25.3,26.9
North Dakota,Grand Forks ,Grand,North DakotaGrand,22.2,35.6
North Dakota,Grant ,Grant,North DakotaGrant,36.1,18.1
North Dakota,Griggs ,Griggs,North DakotaGriggs,33.4,25.8
North Dakota,Hettinger ,Hettinger,North DakotaHettinger,33.8,13
North Dakota,Kidder ,Kidder,North DakotaKidder,33.8,17.7
North Dakota,LaMoure ,LaMoure,North DakotaLaMoure,28.9,24.6
North Dakota,Logan ,Logan,North DakotaLogan,33.2,19.6
North Dakota,McHenry ,McHenry,North DakotaMcHenry,33.6,21.4
North Dakota,McIntosh ,McIntosh,North DakotaMcIntosh,33,15.6
North Dakota,McKenzie ,McKenzie,North DakotaMcKenzie,28.4,25.8
North Dakota,McLean ,McLean,North DakotaMcLean,33.8,20.8
North Dakota,Mercer ,Mercer,North DakotaMercer,27,21.7
North Dakota,Morton ,Morton,North DakotaMorton,29.4,26.9
North Dakota,Mountrail ,Mountrail,North DakotaMountrail,33.9,20.4
North Dakota,Nelson ,Nelson,North DakotaNelson,29.2,25
North Dakota,Oliver ,Oliver,North DakotaOliver,30.8,21.1
North Dakota,Pembina ,Pembina,North DakotaPembina,31.8,20.6
North Dakota,Pierce ,Pierce,North DakotaPierce,35.2,21
North Dakota,Ramsey ,Ramsey,North DakotaRamsey,28.8,26.4
North Dakota,Ransom ,Ransom,North DakotaRansom,35.4,19.1
North Dakota,Renville ,Renville,North DakotaRenville,34.1,20.1
North Dakota,Richland ,Richland,North DakotaRichland,27.1,21.3
North Dakota,Rolette ,Rolette,North DakotaRolette,25.8,19.6
North Dakota,Sargent ,Sargent,North DakotaSargent,36.4,18.5
North Dakota,Sheridan ,Sheridan,North DakotaSheridan,37.5,14.6
North Dakota,Sioux ,Sioux,North DakotaSioux,32.4,15
North Dakota,Slope ,Slope,North DakotaSlope,28.5,25.9
North Dakota,Stark ,Stark,North DakotaStark,32.1,22.4
North Dakota,Steele ,Steele,North DakotaSteele,25.3,30.9
North Dakota,Stutsman ,Stutsman,North DakotaStutsman,33.8,23.7
North Dakota,Towner ,Towner,North DakotaTowner,33.8,17
North Dakota,Traill ,Traill,North DakotaTraill,26,28.9
North Dakota,Walsh ,Walsh,North DakotaWalsh,33,17.2
North Dakota,Ward ,Ward,North DakotaWard,30,29.3
North Dakota,Wells ,Wells,North DakotaWells,32.9,22.2
North Dakota,Williams ,Williams,North DakotaWilliams,27.1,23.6
Ohio,Ohio,Ohio,OhioOhio,33,28.3
Ohio,Adams ,Adams,OhioAdams,44.5,13.2
Ohio,Allen ,Allen,OhioAllen,38.8,18.9
Ohio,Ashland ,Ashland,OhioAshland,41.6,20.9
Ohio,Ashtabula ,Ashtabula,OhioAshtabula,44.6,14.3
Ohio,Athens ,Athens,OhioAthens,35.1,30.2
Ohio,Auglaize ,Auglaize,OhioAuglaize,43.5,18.9
Ohio,Belmont ,Belmont,OhioBelmont,42.4,16.7
Ohio,Brown ,Brown,OhioBrown,45.6,14.9
Ohio,Butler ,Butler,OhioButler,32.9,30.2
Ohio,Carroll ,Carroll,OhioCarroll,49.7,13.3
Ohio,Champaign ,Champaign,OhioChampaign,46.2,16.1
Ohio,Clark ,Clark,OhioClark,37.9,18.7
Ohio,Clermont ,Clermont,OhioClermont,32.4,28.6
Ohio,Clinton ,Clinton,OhioClinton,39.1,18.9
Ohio,Columbiana ,Columbiana,OhioColumbiana,44.7,14.9
Ohio,Coshocton ,Coshocton,OhioCoshocton,47.3,13.2
Ohio,Crawford ,Crawford,OhioCrawford,46.8,14.4
Ohio,Cuyahoga ,Cuyahoga,OhioCuyahoga,27.8,32.5
Ohio,Darke ,Darke,OhioDarke,46.9,15.8
Ohio,Defiance ,Defiance,OhioDefiance,42.1,18
Ohio,Delaware ,Delaware,OhioDelaware,18.3,54.3
Ohio,Erie ,Erie,OhioErie,37.2,23.2
Ohio,Fairfield ,Fairfield,OhioFairfield,34,27.6
Ohio,Fayette ,Fayette,OhioFayette,45.9,16.3
Ohio,Franklin ,Franklin,OhioFranklin,24.6,40
Ohio,Fulton ,Fulton,OhioFulton,41.7,17.6
Ohio,Gallia ,Gallia,OhioGallia,41.2,15.9
Ohio,Geauga ,Geauga,OhioGeauga,25.3,38
Ohio,Greene ,Greene,OhioGreene,24.5,39.2
Ohio,Guernsey ,Guernsey,OhioGuernsey,42.7,14.6
Ohio,Hamilton ,Hamilton,OhioHamilton,26.3,37.9
Ohio,Hancock ,Hancock,OhioHancock,36,27.1
Ohio,Hardin ,Hardin,OhioHardin,48,16.2
Ohio,Harrison ,Harrison,OhioHarrison,47.9,11.6
Ohio,Henry ,Henry,OhioHenry,44.5,17.2
Ohio,Highland ,Highland,OhioHighland,45.4,13.4
Ohio,Hocking ,Hocking,OhioHocking,45.6,14.4
Ohio,Holmes ,Holmes,OhioHolmes,32.9,9.7
Ohio,Huron ,Huron,OhioHuron,46.2,14.4
Ohio,Jackson ,Jackson,OhioJackson,42.1,14.5
Ohio,Jefferson ,Jefferson,OhioJefferson,44.8,15.8
Ohio,Knox ,Knox,OhioKnox,39.8,23
Ohio,Lake ,Lake,OhioLake,31.8,27.4
Ohio,Lawrence ,Lawrence,OhioLawrence,43.9,14.9
Ohio,Licking ,Licking,OhioLicking,34.3,26.1
Ohio,Logan ,Logan,OhioLogan,48.4,16.5
Ohio,Lorain ,Lorain,OhioLorain,31,24.9
Ohio,Lucas ,Lucas,OhioLucas,29.7,26.3
Ohio,Madison ,Madison,OhioMadison,41.6,17.5
Ohio,Mahoning ,Mahoning,OhioMahoning,37.6,24.2
Ohio,Marion ,Marion,OhioMarion,44.5,12.5
Ohio,Medina ,Medina,OhioMedina,31,33.9
Ohio,Meigs ,Meigs,OhioMeigs,41.8,13.1
Ohio,Mercer ,Mercer,OhioMercer,45.3,18.3
Ohio,Miami ,Miami,OhioMiami,36.6,23.3
Ohio,Monroe ,Monroe,OhioMonroe,51.8,12.5
Ohio,Montgomery ,Montgomery,OhioMontgomery,27.8,27.9
Ohio,Morgan ,Morgan,OhioMorgan,43.9,10.2
Ohio,Morrow ,Morrow,OhioMorrow,43.9,13.8
Ohio,Muskingum ,Muskingum,OhioMuskingum,41.6,16.1
Ohio,Noble ,Noble,OhioNoble,47.9,9.9
Ohio,Ottawa ,Ottawa,OhioOttawa,35.2,23.1
Ohio,Paulding ,Paulding,OhioPaulding,47.9,15.6
Ohio,Perry ,Perry,OhioPerry,47.5,12.2
Ohio,Pickaway ,Pickaway,OhioPickaway,42.6,18.4
Ohio,Pike ,Pike,OhioPike,40.2,12.6
Ohio,Portage ,Portage,OhioPortage,36.6,29
Ohio,Preble ,Preble,OhioPreble,43.9,16.3
Ohio,Putnam ,Putnam,OhioPutnam,41.3,20.9
Ohio,Richland ,Richland,OhioRichland,39.4,18.3
Ohio,Ross ,Ross,OhioRoss,43,15.8
Ohio,Sandusky ,Sandusky,OhioSandusky,42.4,16.1
Ohio,Scioto ,Scioto,OhioScioto,41.2,15.7
Ohio,Seneca ,Seneca,OhioSeneca,45.2,16.8
Ohio,Shelby ,Shelby,OhioShelby,41.3,18.7
Ohio,Stark ,Stark,OhioStark,38.2,22.8
Ohio,Summit ,Summit,OhioSummit,30.2,32.5
Ohio,Trumbull ,Trumbull,OhioTrumbull,44.5,18.7
Ohio,Tuscarawas ,Tuscarawas,OhioTuscarawas,44.7,17.4
Ohio,Union ,Union,OhioUnion,32,35.5
Ohio,Van Wert ,Van,OhioVan,44.3,16.6
Ohio,Vinton ,Vinton,OhioVinton,43.7,12.8
Ohio,Warren ,Warren,OhioWarren,25.8,43
Ohio,Washington ,Washington,OhioWashington,40.3,18.8
Ohio,Wayne ,Wayne,OhioWayne,39,22.2
Ohio,Williams ,Williams,OhioWilliams,42.4,15.2
Ohio,Wood ,Wood,OhioWood,30.7,33.5
Ohio,Wyandot ,Wyandot,OhioWyandot,45.7,17.2
Oklahoma,Oklahoma,Oklahoma,OklahomaOklahoma,31.3,25.5
Oklahoma,Adair ,Adair,OklahomaAdair,46.6,11.6
Oklahoma,Alfalfa ,Alfalfa,OklahomaAlfalfa,37.5,21.8
Oklahoma,Atoka ,Atoka,OklahomaAtoka,40.3,15
Oklahoma,Beaver ,Beaver,OklahomaBeaver,34.9,19.9
Oklahoma,Beckham ,Beckham,OklahomaBeckham,36.2,16.8
Oklahoma,Blaine ,Blaine,OklahomaBlaine,35.9,16.5
Oklahoma,Bryan ,Bryan,OklahomaBryan,32.8,21.9
Oklahoma,Caddo ,Caddo,OklahomaCaddo,41.4,15.4
Oklahoma,Canadian ,Canadian,OklahomaCanadian,29.8,27.4
Oklahoma,Carter ,Carter,OklahomaCarter,36.7,20.5
Oklahoma,Cherokee ,Cherokee,OklahomaCherokee,31.3,26.3
Oklahoma,Choctaw ,Choctaw,OklahomaChoctaw,38.3,13.4
Oklahoma,Cimarron ,Cimarron,OklahomaCimarron,36,22.8
Oklahoma,Cleveland ,Cleveland,OklahomaCleveland,24.7,33.4
Oklahoma,Coal ,Coal,OklahomaCoal,41.6,17.3
Oklahoma,Comanche ,Comanche,OklahomaComanche,32.8,22.2
Oklahoma,Cotton ,Cotton,OklahomaCotton,41.8,13.7
Oklahoma,Craig ,Craig,OklahomaCraig,39.5,14.7
Oklahoma,Creek ,Creek,OklahomaCreek,40,17
Oklahoma,Custer ,Custer,OklahomaCuster,31.1,24.8
Oklahoma,Delaware ,Delaware,OklahomaDelaware,35.8,18.1
Oklahoma,Dewey ,Dewey,OklahomaDewey,41.5,24
Oklahoma,Ellis ,Ellis,OklahomaEllis,34.5,20.1
Oklahoma,Garfield ,Garfield,OklahomaGarfield,36.2,22.9
Oklahoma,Garvin ,Garvin,OklahomaGarvin,45,14.7
Oklahoma,Grady ,Grady,OklahomaGrady,40.3,19.9
Oklahoma,Grant ,Grant,OklahomaGrant,36.9,24.6
Oklahoma,Greer ,Greer,OklahomaGreer,36.5,12.3
Oklahoma,Harmon ,Harmon,OklahomaHarmon,25.1,20.7
Oklahoma,Harper ,Harper,OklahomaHarper,33.1,19.3
Oklahoma,Haskell ,Haskell,OklahomaHaskell,37.4,16.2
Oklahoma,Hughes ,Hughes,OklahomaHughes,40.3,12.9
Oklahoma,Jackson ,Jackson,OklahomaJackson,26.9,23.3
Oklahoma,Jefferson ,Jefferson,OklahomaJefferson,41.4,14.7
Oklahoma,Johnston ,Johnston,OklahomaJohnston,34.9,20.1
Oklahoma,Kay ,Kay,OklahomaKay,32.4,18.9
Oklahoma,Kingfisher ,Kingfisher,OklahomaKingfisher,38.3,22.4
Oklahoma,Kiowa ,Kiowa,OklahomaKiowa,37.2,17.2
Oklahoma,Latimer ,Latimer,OklahomaLatimer,36.8,17.2
Oklahoma,Le Flore ,Le,OklahomaLe,41.1,14.6
Oklahoma,Lincoln ,Lincoln,OklahomaLincoln,40.8,15.5
Oklahoma,Logan ,Logan,OklahomaLogan,32.5,27.7
Oklahoma,Love ,Love,OklahomaLove,41.6,13.5
Oklahoma,McClain ,McClain,OklahomaMcClain,32.8,25
Oklahoma,McCurtain ,McCurtain,OklahomaMcCurtain,43,13.4
Oklahoma,McIntosh ,McIntosh,OklahomaMcIntosh,42.7,13.9
Oklahoma,Major ,Major,OklahomaMajor,38.6,20
Oklahoma,Marshall ,Marshall,OklahomaMarshall,35.6,14.8
Oklahoma,Mayes ,Mayes,OklahomaMayes,39.5,14.3
Oklahoma,Murray ,Murray,OklahomaMurray,38,17.4
Oklahoma,Muskogee ,Muskogee,OklahomaMuskogee,34.4,20.4
Oklahoma,Noble ,Noble,OklahomaNoble,41.5,23.2
Oklahoma,Nowata ,Nowata,OklahomaNowata,44,11.5
Oklahoma,Okfuskee ,Okfuskee,OklahomaOkfuskee,39.6,11.6
Oklahoma,Oklahoma ,Oklahoma,OklahomaOklahoma,25.7,32
Oklahoma,Okmulgee ,Okmulgee,OklahomaOkmulgee,36,14.1
Oklahoma,Osage ,Osage,OklahomaOsage,38.1,18
Oklahoma,Ottawa ,Ottawa,OklahomaOttawa,36.3,14.5
Oklahoma,Pawnee ,Pawnee,OklahomaPawnee,44.2,16.6
Oklahoma,Payne ,Payne,OklahomaPayne,27.4,37.4
Oklahoma,Pittsburg ,Pittsburg,OklahomaPittsburg,38.2,16.1
Oklahoma,Pontotoc ,Pontotoc,OklahomaPontotoc,32.9,28.2
Oklahoma,Pottawatomie ,Pottawatomie,OklahomaPottawatomie,36.5,18.3
Oklahoma,Pushmataha ,Pushmataha,OklahomaPushmataha,42.5,14.3
Oklahoma,Roger Mills ,Roger,OklahomaRoger,36.4,16.2
Oklahoma,Rogers ,Rogers,OklahomaRogers,32.1,24.9
Oklahoma,Seminole ,Seminole,OklahomaSeminole,34,14.3
Oklahoma,Sequoyah ,Sequoyah,OklahomaSequoyah,38.6,14.4
Oklahoma,Stephens ,Stephens,OklahomaStephens,42.2,16.9
Oklahoma,Texas ,Texas,OklahomaTexas,25.7,22.1
Oklahoma,Tillman ,Tillman,OklahomaTillman,33.4,17.3
Oklahoma,Tulsa ,Tulsa,OklahomaTulsa,25.4,31.8
Oklahoma,Wagoner ,Wagoner,OklahomaWagoner,32.9,23.2
Oklahoma,Washington ,Washington,OklahomaWashington,34,28.5
Oklahoma,Washita ,Washita,OklahomaWashita,41.5,20.8
Oklahoma,Woods ,Woods,OklahomaWoods,29.9,30.3
Oklahoma,Woodward ,Woodward,OklahomaWoodward,39.9,19.4
Oregon,Oregon,Oregon,OregonOregon,22.7,33.7
Oregon,Baker ,Baker,OregonBaker,31.1,23.7
Oregon,Benton ,Benton,OregonBenton,13.3,54.1
Oregon,Clackamas ,Clackamas,OregonClackamas,21.2,37.4
Oregon,Clatsop ,Clatsop,OregonClatsop,26.7,24.4
Oregon,Columbia ,Columbia,OregonColumbia,33.8,18.5
Oregon,Coos ,Coos,OregonCoos,30.2,17.8
