,State,Area name,First Word of Each County,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
2777,VA,Mecklenburg ,Mecklenburg,31.8,20.2
2778,VA,Middlesex ,Middlesex,32.6,21.5
2779,VA,Montgomery ,Montgomery,23.4,45.5
2780,VA,Nelson ,Nelson,35.2,30.4
2781,VA,New Kent ,New,34.5,26.9
2782,VA,Northampton ,Northampton,35.0,22.6
2783,VA,Northumberland ,Northumberland,32.7,28.9
2784,VA,Nottoway ,Nottoway,37.7,14.8
2785,VA,Orange ,Orange,34.7,25.1
2786,VA,Page ,Page,45.5,13.7
2787,VA,Patrick ,Patrick,34.8,15.2
2788,VA,Pittsylvania ,Pittsylvania,35.0,14.5
2789,VA,Powhatan ,Powhatan,30.0,29.2
2790,VA,Prince Edward ,Prince,34.1,26.8
2791,VA,Prince George ,Prince,33.8,23.6
2792,VA,Prince William ,Prince,20.0,41.1
2793,VA,Pulaski ,Pulaski,33.2,20.0
2794,VA,Rappahannock ,Rappahannock,27.6,35.8
2795,VA,Richmond ,Richmond,35.4,17.7
2796,VA,Roanoke ,Roanoke,25.0,35.6
2797,VA,Rockbridge ,Rockbridge,33.7,26.7
2798,VA,Rockingham ,Rockingham,35.1,26.3
2799,VA,Russell ,Russell,38.0,12.2
2800,VA,Scott ,Scott,38.1,13.3
2801,VA,Shenandoah ,Shenandoah,37.9,20.5
2802,VA,Smyth ,Smyth,37.7,14.6
2803,VA,Southampton ,Southampton,29.8,18.4
2804,VA,Spotsylvania ,Spotsylvania,29.5,31.7
2805,VA,Stafford ,Stafford,22.9,39.9
2806,VA,Surry ,Surry,36.2,20.6
2807,VA,Sussex ,Sussex,42.5,12.7
2808,VA,Tazewell ,Tazewell,36.5,14.9
2809,VA,Warren ,Warren,35.9,21.7
2810,VA,Washington ,Washington,34.3,22.8
2811,VA,Westmoreland ,Westmoreland,33.8,19.2
2812,VA,Wise ,Wise,29.7,15.0
2813,VA,Wythe ,Wythe,37.9,19.0
2814,VA,York ,York,18.9,47.1
2815,VA,Alexandria city,Alexandria,11.6,63.1
2816,VA,Bedford city,Bedford,,
2817,VA,Bristol city,Bristol,29.7,25.4
2818,VA,Buena Vista city,Buena,40.3,15.9
2819,VA,Charlottesville city,Charlottesville,16.5,54.9
2820,VA,Chesapeake city,Chesapeake,24.0,33.2
2821,VA,Clifton Forge city,Clifton,,
2822,VA,Colonial Heights city,Colonial,31.4,25.5
2823,VA,Covington city,Covington,44.4,15.6
2824,VA,Danville city,Danville,31.5,17.6
2825,VA,Emporia city,Emporia,33.8,13.8
2826,VA,Fairfax city,Fairfax,13.4,60.8
2827,VA,Falls Church city,Falls,7.3,77.6
2828,VA,Franklin city,Franklin,29.1,19.1
2829,VA,Fredericksburg city,Fredericksburg,23.7,40.9
2830,VA,Galax city,Galax,30.4,14.8
2831,VA,Hampton city,Hampton,29.1,26.9
2832,VA,Harrisonburg city,Harrisonburg,25.6,36.3
2833,VA,Hopewell city,Hopewell,36.7,14.8
2834,VA,Lexington city,Lexington,21.9,46.7
2835,VA,Lynchburg city,Lynchburg,25.2,35.6
2836,VA,Manassas city,Manassas,25.8,29.6
2837,VA,Manassas Park city,Manassas,26.4,27.9
2838,VA,Martinsville city,Martinsville,28.5,21.0
2839,VA,Newport News city,Newport,28.5,26.3
2840,VA,Norfolk city,Norfolk,25.6,28.8
2841,VA,Norton city,Norton,24.0,22.8
2842,VA,Petersburg city,Petersburg,35.7,19.8
2843,VA,Poquoson city,Poquoson,25.9,42.2
2844,VA,Portsmouth city,Portsmouth,30.1,21.9
2845,VA,Radford city,Radford,23.8,38.0
2846,VA,Richmond city,Richmond,21.8,39.6
2847,VA,Roanoke city,Roanoke,34.1,23.4
2848,VA,Salem city,Salem,29.0,27.9
2849,VA,Staunton city,Staunton,29.8,33.4
2850,VA,Suffolk city,Suffolk,27.1,29.5
2851,VA,Virginia Beach city,Virginia,21.0,36.0
2852,VA,Waynesboro city,Waynesboro,33.4,27.1
2853,VA,Williamsburg city,Williamsburg,18.7,56.8
2854,VA,Winchester city,Winchester,24.6,35.1
2855,WA,Washington,Washington,22.0,36.0
2856,WA,Adams ,Adams,28.7,14.3
2857,WA,Asotin ,Asotin,28.0,21.4
2858,WA,Benton ,Benton,24.5,30.9
2859,WA,Chelan ,Chelan,26.4,25.8
2860,WA,Clallam ,Clallam,26.3,27.4
2861,WA,Clark ,Clark,24.2,30.6
2862,WA,Columbia ,Columbia,21.7,25.6
2863,WA,Cowlitz ,Cowlitz,30.6,17.0
2864,WA,Douglas ,Douglas,29.6,20.5
2865,WA,Ferry ,Ferry,34.9,18.8
2866,WA,Franklin ,Franklin,25.5,17.7
2867,WA,Garfield ,Garfield,27.9,24.5
2868,WA,Grant ,Grant,27.2,17.7
2869,WA,Grays Harbor ,Grays,34.0,16.5
2870,WA,Island ,Island,21.7,33.6
2871,WA,Jefferson ,Jefferson,20.7,44.3
2872,WA,King ,King,15.0,52.5
2873,WA,Kitsap ,Kitsap,22.2,33.2
2874,WA,Kittitas ,Kittitas,24.9,32.3
2875,WA,Klickitat ,Klickitat,24.8,31.5
2876,WA,Lewis ,Lewis,29.1,17.7
2877,WA,Lincoln ,Lincoln,29.3,25.1
2878,WA,Mason ,Mason,31.2,17.6
2879,WA,Okanogan ,Okanogan,30.3,20.0
2880,WA,Pacific ,Pacific,29.9,18.9
2881,WA,Pend Oreille ,Pend,31.0,20.8
2882,WA,Pierce ,Pierce,27.2,27.2
2883,WA,San Juan ,San,16.0,49.8
2884,WA,Skagit ,Skagit,26.3,26.2
2885,WA,Skamania ,Skamania,30.4,24.5
2886,WA,Snohomish ,Snohomish,23.3,32.8
2887,WA,Spokane ,Spokane,23.2,30.8
2888,WA,Stevens ,Stevens,34.5,18.7
2889,WA,Thurston ,Thurston,21.3,35.7
2890,WA,Wahkiakum ,Wahkiakum,30.0,19.4
2891,WA,Walla Walla ,Walla,19.8,29.8
2892,WA,Whatcom ,Whatcom,23.4,34.3
2893,WA,Whitman ,Whitman,15.9,49.8
2894,WA,Yakima ,Yakima,28.1,16.7
2895,WV,West Virginia,West,40.3,20.6
2896,WV,Barbour ,Barbour,47.3,15.6
2897,WV,Berkeley ,Berkeley,37.6,21.2
2898,WV,Boone ,Boone,49.7,9.7
2899,WV,Braxton ,Braxton,46.3,14.9
2900,WV,Brooke ,Brooke,40.9,19.0
2901,WV,Cabell ,Cabell,33.3,26.0
2902,WV,Calhoun ,Calhoun,46.7,12.2
2903,WV,Clay ,Clay,51.8,9.2
2904,WV,Doddridge ,Doddridge,43.7,17.1
2905,WV,Fayette ,Fayette,43.9,14.8
2906,WV,Gilmer ,Gilmer,44.7,17.0
2907,WV,Grant ,Grant,46.1,13.8
2908,WV,Greenbrier ,Greenbrier,37.8,19.9
2909,WV,Hampshire ,Hampshire,46.2,12.4
2910,WV,Hancock ,Hancock,41.9,17.4
2911,WV,Hardy ,Hardy,44.7,14.5
2912,WV,Harrison ,Harrison,38.6,23.3
2913,WV,Jackson ,Jackson,44.1,17.4
2914,WV,Jefferson ,Jefferson,31.0,31.8
2915,WV,Kanawha ,Kanawha,37.1,25.5
2916,WV,Lewis ,Lewis,51.0,14.5
2917,WV,Lincoln ,Lincoln,47.0,9.0
2918,WV,Logan ,Logan,43.9,10.0
2919,WV,McDowell ,McDowell,47.0,5.4
2920,WV,Marion ,Marion,40.7,22.6
2921,WV,Marshall ,Marshall,44.5,18.0
2922,WV,Mason ,Mason,45.5,14.4
2923,WV,Mercer ,Mercer,39.5,19.4
2924,WV,Mineral ,Mineral,49.2,15.5
2925,WV,Mingo ,Mingo,42.6,9.9
2926,WV,Monongalia ,Monongalia,27.2,42.8
2927,WV,Monroe ,Monroe,49.4,15.3
2928,WV,Morgan ,Morgan,40.4,17.0
2929,WV,Nicholas ,Nicholas,48.0,15.6
2930,WV,Ohio ,Ohio,34.2,32.0
2931,WV,Pendleton ,Pendleton,51.3,14.1
2932,WV,Pleasants ,Pleasants,50.7,11.6
2933,WV,Pocahontas ,Pocahontas,47.8,14.8
2934,WV,Preston ,Preston,47.2,16.9
2935,WV,Putnam ,Putnam,36.5,26.1
2936,WV,Raleigh ,Raleigh,40.0,18.4
2937,WV,Randolph ,Randolph,48.5,17.3
2938,WV,Ritchie ,Ritchie,51.0,11.3
2939,WV,Roane ,Roane,43.5,13.1
2940,WV,Summers ,Summers,42.2,14.5
2941,WV,Taylor ,Taylor,47.2,17.3
2942,WV,Tucker ,Tucker,46.8,19.4
2943,WV,Tyler ,Tyler,50.5,14.1
2944,WV,Upshur ,Upshur,49.0,16.9
2945,WV,Wayne ,Wayne,40.6,15.1
2946,WV,Webster ,Webster,49.5,11.4
2947,WV,Wetzel ,Wetzel,50.9,12.0
2948,WV,Wirt ,Wirt,42.0,11.2
2949,WV,Wood ,Wood,34.4,21.9
2950,WV,Wyoming ,Wyoming,48.7,9.3
2951,WI,Wisconsin,Wisconsin,30.6,30.1
2952,WI,Adams ,Adams,42.6,13.9
2953,WI,Ashland ,Ashland,37.0,19.8
2954,WI,Barron ,Barron,36.1,20.6
2955,WI,Bayfield ,Bayfield,29.1,31.1
2956,WI,Brown ,Brown,29.9,30.3
2957,WI,Buffalo ,Buffalo,40.4,19.3
2958,WI,Burnett ,Burnett,36.4,20.8
2959,WI,Calumet ,Calumet,31.4,29.4
2960,WI,Chippewa ,Chippewa,35.4,21.0
2961,WI,Clark ,Clark,39.8,12.6
2962,WI,Columbia ,Columbia,33.7,23.3
2963,WI,Crawford ,Crawford,39.7,18.4
2964,WI,Dane ,Dane,17.8,51.4
2965,WI,Dodge ,Dodge,40.9,17.0
2966,WI,Door ,Door,30.3,33.7
2967,WI,Douglas ,Douglas,31.1,24.1
2968,WI,Dunn ,Dunn,33.3,27.9
2969,WI,Eau Claire ,Eau,25.0,32.3
2970,WI,Florence ,Florence,37.6,19.9
2971,WI,Fond du Lac ,Fond,36.1,23.1
2972,WI,Forest ,Forest,39.2,14.7
2973,WI,Grant ,Grant,35.1,23.8
2974,WI,Green ,Green,35.5,23.6
2975,WI,Green Lake ,Green,38.7,20.2
2976,WI,Iowa ,Iowa,35.3,24.6
2977,WI,Iron ,Iron,33.7,20.0
2978,WI,Jackson ,Jackson,41.6,14.6
2979,WI,Jefferson ,Jefferson,33.4,25.4
2980,WI,Juneau ,Juneau,41.5,13.7
2981,WI,Kenosha ,Kenosha,30.1,26.1
2982,WI,Kewaunee ,Kewaunee,39.9,19.4
2983,WI,La Crosse ,La,25.4,34.9
2984,WI,Lafayette ,Lafayette,40.5,18.8
2985,WI,Langlade ,Langlade,42.3,16.7
2986,WI,Lincoln ,Lincoln,38.1,18.4
2987,WI,Manitowoc ,Manitowoc,38.6,20.2
2988,WI,Marathon ,Marathon,34.3,25.4
2989,WI,Marinette ,Marinette,41.6,15.9
2990,WI,Marquette ,Marquette,40.9,15.1
2991,WI,Menominee ,Menominee,42.6,17.9
2992,WI,Milwaukee ,Milwaukee,28.4,31.0
2993,WI,Monroe ,Monroe,36.8,20.6
2994,WI,Oconto ,Oconto,41.7,16.8
2995,WI,Oneida ,Oneida,32.0,27.2
2996,WI,Outagamie ,Outagamie,31.7,29.7
2997,WI,Ozaukee ,Ozaukee,20.0,49.0
2998,WI,Pepin ,Pepin,38.0,20.6
2999,WI,Pierce ,Pierce,32.1,29.2
3000,WI,Polk ,Polk,37.3,20.9
3001,WI,Portage ,Portage,31.9,32.9
3002,WI,Price ,Price,40.4,16.5
3003,WI,Racine ,Racine,31.6,25.2
3004,WI,Richland ,Richland,40.8,19.0
3005,WI,Rock ,Rock,36.1,22.1
3006,WI,Rusk ,Rusk,41.5,16.6
3007,WI,St. Croix ,St.,24.6,35.4
3008,WI,Sauk ,Sauk,33.9,24.1
3009,WI,Sawyer ,Sawyer,34.0,24.2
3010,WI,Shawano ,Shawano,44.8,15.7
3011,WI,Sheboygan ,Sheboygan,35.9,25.1
3012,WI,Taylor ,Taylor,43.4,15.1
3013,WI,Trempealeau ,Trempealeau,39.0,19.3
3014,WI,Vernon ,Vernon,37.7,22.4
3015,WI,Vilas ,Vilas,30.0,29.1
3016,WI,Walworth ,Walworth,31.3,28.8
3017,WI,Washburn ,Washburn,33.6,23.0
3018,WI,Washington ,Washington,30.3,31.5
3019,WI,Waukesha ,Waukesha,22.7,44.5
3020,WI,Waupaca ,Waupaca,40.8,19.9
3021,WI,Waushara ,Waushara,42.0,16.3
3022,WI,Winnebago ,Winnebago,33.4,28.3
3023,WI,Wood ,Wood,38.0,21.6
3024,WY,Wyoming,Wyoming,29.1,27.4
3025,WY,Albany ,Albany,14.7,51.8
3026,WY,Big Horn ,Big,29.1,19.0
3027,WY,Campbell ,Campbell,35.6,18.9
3028,WY,Carbon ,Carbon,38.2,20.6
3029,WY,Converse ,Converse,39.0,17.3
3030,WY,Crook ,Crook,29.0,22.3
3031,WY,Fremont ,Fremont,29.7,24.3
3032,WY,Goshen ,Goshen,28.2,25.9
3033,WY,Hot Springs ,Hot,29.5,23.7
3034,WY,Johnson ,Johnson,26.8,31.7
3035,WY,Laramie ,Laramie,25.8,28.5
3036,WY,Lincoln ,Lincoln,31.8,23.7
3037,WY,Natrona ,Natrona,30.3,22.8
3038,WY,Niobrara ,Niobrara,34.7,18.0
3039,WY,Park ,Park,25.8,34.0
3040,WY,Platte ,Platte,38.3,20.7
3041,WY,Sheridan ,Sheridan,25.6,31.0
3042,WY,Sublette ,Sublette,34.6,22.8
3043,WY,Sweetwater ,Sweetwater,33.0,22.5
3044,WY,Teton ,Teton,14.9,57.0
3045,WY,Uinta ,Uinta,41.5,16.0
3046,WY,Washakie ,Washakie,29.8,23.4
3047,WY,Weston ,Weston,37.4,20.0
3048,PR,Puerto Rico,Puerto,27.9,25.9
3049,PR,Adjuntas Municipio,Adjuntas,26.1,16.9
3050,PR,Aguada Municipio,Aguada,25.5,20.2
3051,PR,Aguadilla Municipio,Aguadilla,29.4,23.9
3052,PR,Aguas Buenas Municipio,Aguas,29.7,17.8
3053,PR,Aibonito Municipio,Aibonito,34.6,21.8
3054,PR,Añasco Municipio,Añasco,30.0,18.9
3055,PR,Arecibo Municipio,Arecibo,29.7,23.2
3056,PR,Arroyo Municipio,Arroyo,39.9,16.1
3057,PR,Barceloneta Municipio,Barceloneta,30.7,22.1
3058,PR,Barranquitas Municipio,Barranquitas,30.5,19.5
3059,PR,Bayamón Municipio,Bayamón,23.8,28.8
3060,PR,Cabo Rojo Municipio,Cabo,24.9,26.0
3061,PR,Caguas Municipio,Caguas,26.9,31.4
3062,PR,Camuy Municipio,Camuy,24.6,20.8
3063,PR,Canóvanas Municipio,Canóvanas,31.2,23.2
3064,PR,Carolina Municipio,Carolina,26.1,31.8
3065,PR,Cataño Municipio,Cataño,30.0,20.3
3066,PR,Cayey Municipio,Cayey,30.7,24.2
3067,PR,Ceiba Municipio,Ceiba,32.0,18.1
3068,PR,Ciales Municipio,Ciales,29.4,15.8
3069,PR,Cidra Municipio,Cidra,31.0,23.9
3070,PR,Coamo Municipio,Coamo,37.7,21.9
3071,PR,Comerío Municipio,Comerío,29.2,13.3
3072,PR,Corozal Municipio,Corozal,26.2,19.2
3073,PR,Culebra Municipio,Culebra,36.2,15.3
3074,PR,Dorado Municipio,Dorado,29.2,30.1
3075,PR,Fajardo Municipio,Fajardo,34.0,25.3
3076,PR,Florida Municipio,Florida,36.1,13.2
3077,PR,Guánica Municipio,Guánica,37.5,15.5
3078,PR,Guayama Municipio,Guayama,39.0,20.6
3079,PR,Guayanilla Municipio,Guayanilla,30.8,24.7
3080,PR,Guaynabo Municipio,Guaynabo,16.9,45.1
3081,PR,Gurabo Municipio,Gurabo,23.4,33.4
3082,PR,Hatillo Municipio,Hatillo,22.8,24.6
3083,PR,Hormigueros Municipio,Hormigueros,31.9,22.9
3084,PR,Humacao Municipio,Humacao,30.8,23.1
3085,PR,Isabela Municipio,Isabela,29.4,21.9
3086,PR,Jayuya Municipio,Jayuya,38.3,18.2
3087,PR,Juana Díaz Municipio,Juana,33.0,25.0
3088,PR,Juncos Municipio,Juncos,29.2,19.0
3089,PR,Lajas Municipio,Lajas,26.6,15.3
3090,PR,Lares Municipio,Lares,23.9,18.5
3091,PR,Las Marías Municipio,Las,27.3,16.6
3092,PR,Las Piedras Municipio,Las,24.3,22.4
3093,PR,Loíza Municipio,Loíza,39.4,14.7
3094,PR,Luquillo Municipio,Luquillo,32.0,20.4
3095,PR,Manatí Municipio,Manatí,29.3,22.4
3096,PR,Maricao Municipio,Maricao,31.1,8.0
3097,PR,Maunabo Municipio,Maunabo,26.2,16.9
3098,PR,Mayagüez Municipio,Mayagüez,28.0,26.4
3099,PR,Moca Municipio,Moca,31.0,20.0
3100,PR,Morovis Municipio,Morovis,27.6,16.5
3101,PR,Naguabo Municipio,Naguabo,33.4,20.2
3102,PR,Naranjito Municipio,Naranjito,24.6,16.1
3103,PR,Orocovis Municipio,Orocovis,33.4,17.0
3104,PR,Patillas Municipio,Patillas,29.2,15.1
3105,PR,Peñuelas Municipio,Peñuelas,29.9,21.9
3106,PR,Ponce Municipio,Ponce,31.7,27.5
3107,PR,Quebradillas Municipio,Quebradillas,31.7,18.9
3108,PR,Rincón Municipio,Rincón,24.5,23.0
3109,PR,Río Grande Municipio,Río,33.1,22.8
3110,PR,Sabana Grande Municipio,Sabana,33.2,19.4
3111,PR,Salinas Municipio,Salinas,38.4,17.5
3112,PR,San Germán Municipio,San,31.5,24.0
3113,PR,San Juan Municipio,San,21.9,37.3
3114,PR,San Lorenzo Municipio,San,26.0,18.3
3115,PR,San Sebastián Municipio,San,27.1,19.2
3116,PR,Santa Isabel Municipio,Santa,39.8,25.3
3117,PR,Toa Alta Municipio,Toa,24.2,29.3
3118,PR,Toa Baja Municipio,Toa,26.9,26.8
3119,PR,Trujillo Alto Municipio,Trujillo,24.7,36.0
3120,PR,Utuado Municipio,Utuado,28.7,18.7
3121,PR,Vega Alta Municipio,Vega,27.6,22.2
3122,PR,Vega Baja Municipio,Vega,26.2,21.2
3123,PR,Vieques Municipio,Vieques,39.2,18.0
3124,PR,Villalba Municipio,Villalba,38.4,19.9
3125,PR,Yabucoa Municipio,Yabucoa,25.7,18.0
3126,PR,Yauco Municipio,Yauco,33.3,24.6
