County,State,Abbreviation,2019 Population _ Census
Fulton, Illinois, IllinoisFulton,34340
Gallatin, Illinois, IllinoisGallatin,4828
Greene, Illinois, IllinoisGreene,12969
Grundy, Illinois, IllinoisGrundy,51054
Hamilton, Illinois, IllinoisHamilton,8116
Hancock, Illinois, IllinoisHancock,17708
Hardin, Illinois, IllinoisHardin,3821
Henderson, Illinois, IllinoisHenderson,6646
Henry, Illinois, IllinoisHenry,48913
Iroquois, Illinois, IllinoisIroquois,27114
Jackson, Illinois, IllinoisJackson,56750
Jasper, Illinois, IllinoisJasper,9610
Jefferson, Illinois, IllinoisJefferson,37684
Jersey, Illinois, IllinoisJersey,21773
Jo, Illinois, IllinoisJo,21235
Johnson, Illinois, IllinoisJohnson,12417
Kane, Illinois, IllinoisKane,532403
Kankakee, Illinois, IllinoisKankakee,109862
Kendall, Illinois, IllinoisKendall,128990
Knox, Illinois, IllinoisKnox,49699
Lake, Illinois, IllinoisLake,696535
LaSalle, Illinois, IllinoisLaSalle,108669
Lawrence, Illinois, IllinoisLawrence,15678
Lee, Illinois, IllinoisLee,34096
Livingston, Illinois, IllinoisLivingston,35648
Logan, Illinois, IllinoisLogan,28618
McDonough, Illinois, IllinoisMcDonough,29682
McHenry, Illinois, IllinoisMcHenry,307774
McLean, Illinois, IllinoisMcLean,171517
Macon, Illinois, IllinoisMacon,104009
Macoupin, Illinois, IllinoisMacoupin,44926
Madison, Illinois, IllinoisMadison,262966
Marion, Illinois, IllinoisMarion,37205
Marshall, Illinois, IllinoisMarshall,11438
Mason, Illinois, IllinoisMason,13359
Massac, Illinois, IllinoisMassac,13772
Menard, Illinois, IllinoisMenard,12196
Mercer, Illinois, IllinoisMercer,15437
Monroe, Illinois, IllinoisMonroe,34637
Montgomery, Illinois, IllinoisMontgomery,28414
Morgan, Illinois, IllinoisMorgan,33658
Moultrie, Illinois, IllinoisMoultrie,14501
Ogle, Illinois, IllinoisOgle,50643
Peoria, Illinois, IllinoisPeoria,179179
Perry, Illinois, IllinoisPerry,20916
Piatt, Illinois, IllinoisPiatt,16344
Pike, Illinois, IllinoisPike,15561
Pope, Illinois, IllinoisPope,4177
Pulaski, Illinois, IllinoisPulaski,5335
Putnam, Illinois, IllinoisPutnam,5739
Randolph, Illinois, IllinoisRandolph,31782
Richland, Illinois, IllinoisRichland,15513
Rock, Illinois, IllinoisRock,141879
St, Illinois, IllinoisSt,259686
Saline, Illinois, IllinoisSaline,23491
Sangamon, Illinois, IllinoisSangamon,194672
Schuyler, Illinois, IllinoisSchuyler,6768
Scott, Illinois, IllinoisScott,4951
Shelby, Illinois, IllinoisShelby,21634
Stark, Illinois, IllinoisStark,5342
Stephenson, Illinois, IllinoisStephenson,44498
Tazewell, Illinois, IllinoisTazewell,131803
Union, Illinois, IllinoisUnion,16653
Vermilion, Illinois, IllinoisVermilion,75758
Wabash, Illinois, IllinoisWabash,11520
Warren, Illinois, IllinoisWarren,16844
Washington, Illinois, IllinoisWashington,13887
Wayne, Illinois, IllinoisWayne,16215
White, Illinois, IllinoisWhite,13537
Whiteside, Illinois, IllinoisWhiteside,55175
Will, Illinois, IllinoisWill,690743
Williamson, Illinois, IllinoisWilliamson,66597
Winnebago, Illinois, IllinoisWinnebago,282572
Woodford, Illinois, IllinoisWoodford,38459
Adams, Indiana, IndianaAdams,35777
Allen, Indiana, IndianaAllen,379299
Bartholomew, Indiana, IndianaBartholomew,83779
Benton, Indiana, IndianaBenton,8748
Blackford, Indiana, IndianaBlackford,11758
Boone, Indiana, IndianaBoone,67843
Brown, Indiana, IndianaBrown,15092
Carroll, Indiana, IndianaCarroll,20257
Cass, Indiana, IndianaCass,37689
Clark, Indiana, IndianaClark,118302
Clay, Indiana, IndianaClay,26225
Clinton, Indiana, IndianaClinton,32399
Crawford, Indiana, IndianaCrawford,10577
Daviess, Indiana, IndianaDaviess,33351
Dearborn, Indiana, IndianaDearborn,49458
Decatur, Indiana, IndianaDecatur,26559
DeKalb, Indiana, IndianaDeKalb,43475
Delaware, Indiana, IndianaDelaware,114135
Dubois, Indiana, IndianaDubois,42736
Elkhart, Indiana, IndianaElkhart,206341
Fayette, Indiana, IndianaFayette,23102
Floyd, Indiana, IndianaFloyd,78522
Fountain, Indiana, IndianaFountain,16346
Franklin, Indiana, IndianaFranklin,22758
Fulton, Indiana, IndianaFulton,19974
Gibson, Indiana, IndianaGibson,33659
Grant, Indiana, IndianaGrant,65769
Greene, Indiana, IndianaGreene,31922
Hamilton, Indiana, IndianaHamilton,338011
Hancock, Indiana, IndianaHancock,78168
Harrison, Indiana, IndianaHarrison,40515
Hendricks, Indiana, IndianaHendricks,170311
Henry, Indiana, IndianaHenry,47972
Howard, Indiana, IndianaHoward,82544
Huntington, Indiana, IndianaHuntington,36520
Jackson, Indiana, IndianaJackson,44231
Jasper, Indiana, IndianaJasper,33562
Jay, Indiana, IndianaJay,20436
Jefferson, Indiana, IndianaJefferson,32308
Jennings, Indiana, IndianaJennings,27735
Johnson, Indiana, IndianaJohnson,158167
Knox, Indiana, IndianaKnox,36594
Kosciusko, Indiana, IndianaKosciusko,79456
LaGrange, Indiana, IndianaLaGrange,39614
Lake, Indiana, IndianaLake,485493
LaPorte, Indiana, IndianaLaPorte,109888
Lawrence, Indiana, IndianaLawrence,45370
Madison, Indiana, IndianaMadison,129569
Marion, Indiana, IndianaMarion,964582
Marshall, Indiana, IndianaMarshall,46258
Martin, Indiana, IndianaMartin,10255
Miami, Indiana, IndianaMiami,35516
Monroe, Indiana, IndianaMonroe,148431
Montgomery, Indiana, IndianaMontgomery,38338
Morgan, Indiana, IndianaMorgan,70489
Newton, Indiana, IndianaNewton,13984
Noble, Indiana, IndianaNoble,47744
Ohio, Indiana, IndianaOhio,5875
Orange, Indiana, IndianaOrange,19646
Owen, Indiana, IndianaOwen,20799
Parke, Indiana, IndianaParke,16937
Perry, Indiana, IndianaPerry,19169
Pike, Indiana, IndianaPike,12389
Porter, Indiana, IndianaPorter,170389
Posey, Indiana, IndianaPosey,25427
Pulaski, Indiana, IndianaPulaski,12353
Putnam, Indiana, IndianaPutnam,37576
Randolph, Indiana, IndianaRandolph,24665
Ripley, Indiana, IndianaRipley,28324
Rush, Indiana, IndianaRush,16581
St, Indiana, IndianaSt,271826
Scott, Indiana, IndianaScott,23873
Shelby, Indiana, IndianaShelby,44729
Spencer, Indiana, IndianaSpencer,20277
Starke, Indiana, IndianaStarke,22995
Steuben, Indiana, IndianaSteuben,34594
Sullivan, Indiana, IndianaSullivan,20669
Switzerland, Indiana, IndianaSwitzerland,10751
Tippecanoe, Indiana, IndianaTippecanoe,195732
Tipton, Indiana, IndianaTipton,15148
Union, Indiana, IndianaUnion,7054
Vanderburgh, Indiana, IndianaVanderburgh,181451
Vermillion, Indiana, IndianaVermillion,15498
Vigo, Indiana, IndianaVigo,107038
Wabash, Indiana, IndianaWabash,30996
Warren, Indiana, IndianaWarren,8265
Warrick, Indiana, IndianaWarrick,62998
Washington, Indiana, IndianaWashington,28036
Wayne, Indiana, IndianaWayne,65884
Wells, Indiana, IndianaWells,28296
White, Indiana, IndianaWhite,24102
Whitley, Indiana, IndianaWhitley,33964
Adair, Iowa, IowaAdair,7152
Adams, Iowa, IowaAdams,3602
Allamakee, Iowa, IowaAllamakee,13687
Appanoose, Iowa, IowaAppanoose,12426
Audubon, Iowa, IowaAudubon,5496
Benton, Iowa, IowaBenton,25645
Black, Iowa, IowaBlack,131228
Boone, Iowa, IowaBoone,26234
Bremer, Iowa, IowaBremer,25062
Buchanan, Iowa, IowaBuchanan,21175
Buena, Iowa, IowaBuena,19620
Butler, Iowa, IowaButler,14439
Calhoun, Iowa, IowaCalhoun,9668
Carroll, Iowa, IowaCarroll,20165
Cass, Iowa, IowaCass,12836
Cedar, Iowa, IowaCedar,18627
Cerro, Iowa, IowaCerro,42450
Cherokee, Iowa, IowaCherokee,11235
Chickasaw, Iowa, IowaChickasaw,11933
Clarke, Iowa, IowaClarke,9395
Clay, Iowa, IowaClay,16016
Clayton, Iowa, IowaClayton,17549
Clinton, Iowa, IowaClinton,46429
Crawford, Iowa, IowaCrawford,16820
Dallas, Iowa, IowaDallas,93453
Davis, Iowa, IowaDavis,9000
Decatur, Iowa, IowaDecatur,7870
Delaware, Iowa, IowaDelaware,17011
Des, Iowa, IowaDes,38967
Dickinson, Iowa, IowaDickinson,17258
Dubuque, Iowa, IowaDubuque,97311
Emmet, Iowa, IowaEmmet,9208
Fayette, Iowa, IowaFayette,19650
Floyd, Iowa, IowaFloyd,15642
Franklin, Iowa, IowaFranklin,10070
Fremont, Iowa, IowaFremont,6960
Greene, Iowa, IowaGreene,8888
Grundy, Iowa, IowaGrundy,12232
Guthrie, Iowa, IowaGuthrie,10689
Hamilton, Iowa, IowaHamilton,14773
Hancock, Iowa, IowaHancock,10630
Hardin, Iowa, IowaHardin,16846
Harrison, Iowa, IowaHarrison,14049
Henry, Iowa, IowaHenry,19954
Howard, Iowa, IowaHoward,9158
Humboldt, Iowa, IowaHumboldt,9558
Ida, Iowa, IowaIda,6860
Iowa, Iowa, IowaIowa,16184
Jackson, Iowa, IowaJackson,19439
Jasper, Iowa, IowaJasper,37185
Jefferson, Iowa, IowaJefferson,18295
Johnson, Iowa, IowaJohnson,151140
Jones, Iowa, IowaJones,20681
Keokuk, Iowa, IowaKeokuk,10246
Kossuth, Iowa, IowaKossuth,14813
Lee, Iowa, IowaLee,33657
Linn, Iowa, IowaLinn,226706
Louisa, Iowa, IowaLouisa,11035
Lucas, Iowa, IowaLucas,8600
Lyon, Iowa, IowaLyon,11755
Madison, Iowa, IowaMadison,16338
Mahaska, Iowa, IowaMahaska,22095
Marion, Iowa, IowaMarion,33253
Marshall, Iowa, IowaMarshall,39369
Mills, Iowa, IowaMills,15109
Mitchell, Iowa, IowaMitchell,10586
Monona, Iowa, IowaMonona,8615
Monroe, Iowa, IowaMonroe,7707
Montgomery, Iowa, IowaMontgomery,9917
Muscatine, Iowa, IowaMuscatine,42664
O'Brien, Iowa, IowaO'Brien,13753
Osceola, Iowa, IowaOsceola,5958
Page, Iowa, IowaPage,15107
Palo, Iowa, IowaPalo,8886
Plymouth, Iowa, IowaPlymouth,25177
Pocahontas, Iowa, IowaPocahontas,6619
Polk, Iowa, IowaPolk,490161
Pottawattamie, Iowa, IowaPottawattamie,93206
Poweshiek, Iowa, IowaPoweshiek,18504
Ringgold, Iowa, IowaRinggold,4894
Sac, Iowa, IowaSac,9721
Scott, Iowa, IowaScott,172943
Shelby, Iowa, IowaShelby,11454
Sioux, Iowa, IowaSioux,34855
Story, Iowa, IowaStory,97117
Tama, Iowa, IowaTama,16854
Taylor, Iowa, IowaTaylor,6121
Union, Iowa, IowaUnion,12241
Van, Iowa, IowaVan,7044
Wapello, Iowa, IowaWapello,34969
Warren, Iowa, IowaWarren,51466
Washington, Iowa, IowaWashington,21965
Wayne, Iowa, IowaWayne,6441
Webster, Iowa, IowaWebster,35904
Winnebago, Iowa, IowaWinnebago,10354
Winneshiek, Iowa, IowaWinneshiek,19991
Woodbury, Iowa, IowaWoodbury,103107
Worth, Iowa, IowaWorth,7381
Wright, Iowa, IowaWright,12562
Allen, Kansas, KansasAllen,12369
Anderson, Kansas, KansasAnderson,7858
Atchison, Kansas, KansasAtchison,16073
Barber, Kansas, KansasBarber,4427
Barton, Kansas, KansasBarton,25779
Bourbon, Kansas, KansasBourbon,14534
Brown, Kansas, KansasBrown,9564
Butler, Kansas, KansasButler,66911
Chase, Kansas, KansasChase,2648
Chautauqua, Kansas, KansasChautauqua,3250
Cherokee, Kansas, KansasCherokee,19939
Cheyenne, Kansas, KansasCheyenne,2657
Clark, Kansas, KansasClark,1994
Clay, Kansas, KansasClay,8002
Cloud, Kansas, KansasCloud,8786
Coffey, Kansas, KansasCoffey,8179
Comanche, Kansas, KansasComanche,1700
Cowley, Kansas, KansasCowley,34908
Crawford, Kansas, KansasCrawford,38818
Decatur, Kansas, KansasDecatur,2827
Dickinson, Kansas, KansasDickinson,18466
Doniphan, Kansas, KansasDoniphan,7600
Douglas, Kansas, KansasDouglas,122259
Edwards, Kansas, KansasEdwards,2798
Elk, Kansas, KansasElk,2530
Ellis, Kansas, KansasEllis,28553
Ellsworth, Kansas, KansasEllsworth,6102
Finney, Kansas, KansasFinney,36467
Ford, Kansas, KansasFord,33619
Franklin, Kansas, KansasFranklin,25544
Geary, Kansas, KansasGeary,31670
Gove, Kansas, KansasGove,2636
Graham, Kansas, KansasGraham,2482
Grant, Kansas, KansasGrant,7150
Gray, Kansas, KansasGray,5988
Greeley, Kansas, KansasGreeley,1232
Greenwood, Kansas, KansasGreenwood,5982
Hamilton, Kansas, KansasHamilton,2539
Harper, Kansas, KansasHarper,5436
Harvey, Kansas, KansasHarvey,34429
Haskell, Kansas, KansasHaskell,3968
Hodgeman, Kansas, KansasHodgeman,1794
Jackson, Kansas, KansasJackson,13171
Jefferson, Kansas, KansasJefferson,19043
Jewell, Kansas, KansasJewell,2879
Johnson, Kansas, KansasJohnson,602401
Kearny, Kansas, KansasKearny,3838
Kingman, Kansas, KansasKingman,7152
Kiowa, Kansas, KansasKiowa,2475
Labette, Kansas, KansasLabette,19618
Lane, Kansas, KansasLane,1535
Leavenworth, Kansas, KansasLeavenworth,81758
Lincoln, Kansas, KansasLincoln,2962
Linn, Kansas, KansasLinn,9703
Logan, Kansas, KansasLogan,2794
Lyon, Kansas, KansasLyon,33195
McPherson, Kansas, KansasMcPherson,28542
Marion, Kansas, KansasMarion,11884
Marshall, Kansas, KansasMarshall,9707
Meade, Kansas, KansasMeade,4033
Miami, Kansas, KansasMiami,34237
Mitchell, Kansas, KansasMitchell,5979
Montgomery, Kansas, KansasMontgomery,31829
Morris, Kansas, KansasMorris,5620
Morton, Kansas, KansasMorton,2587
Nemaha, Kansas, KansasNemaha,10231
Neosho, Kansas, KansasNeosho,16007
Ness, Kansas, KansasNess,2750
Norton, Kansas, KansasNorton,5361
Osage, Kansas, KansasOsage,15949
Osborne, Kansas, KansasOsborne,3421
Ottawa, Kansas, KansasOttawa,5704
Pawnee, Kansas, KansasPawnee,6414
Phillips, Kansas, KansasPhillips,5234
Pottawatomie, Kansas, KansasPottawatomie,24383
Pratt, Kansas, KansasPratt,9164
Rawlins, Kansas, KansasRawlins,2530
Reno, Kansas, KansasReno,61998
Republic, Kansas, KansasRepublic,4636
Rice, Kansas, KansasRice,9537
Riley, Kansas, KansasRiley,74232
Rooks, Kansas, KansasRooks,4920
Rush, Kansas, KansasRush,3036
Russell, Kansas, KansasRussell,6856
Saline, Kansas, KansasSaline,54224
Scott, Kansas, KansasScott,4823
Sedgwick, Kansas, KansasSedgwick,516042
Seward, Kansas, KansasSeward,21428
Shawnee, Kansas, KansasShawnee,176875
Sheridan, Kansas, KansasSheridan,2521
Sherman, Kansas, KansasSherman,5917
Smith, Kansas, KansasSmith,3583
Stafford, Kansas, KansasStafford,4156
Stanton, Kansas, KansasStanton,2006
Stevens, Kansas, KansasStevens,5485
Sumner, Kansas, KansasSumner,22836
Thomas, Kansas, KansasThomas,7777
Trego, Kansas, KansasTrego,2803
Wabaunsee, Kansas, KansasWabaunsee,6931
Wallace, Kansas, KansasWallace,1518
Washington, Kansas, KansasWashington,5406
Wichita, Kansas, KansasWichita,2119
Wilson, Kansas, KansasWilson,8525
Woodson, Kansas, KansasWoodson,3138
Wyandotte, Kansas, KansasWyandotte,165429
Adair, Kentucky, KentuckyAdair,19202
Allen, Kentucky, KentuckyAllen,21315
Anderson, Kentucky, KentuckyAnderson,22747
Ballard, Kentucky, KentuckyBallard,7888
Barren, Kentucky, KentuckyBarren,44249
Bath, Kentucky, KentuckyBath,12500
Bell, Kentucky, KentuckyBell,26032
Boone, Kentucky, KentuckyBoone,133581
Bourbon, Kentucky, KentuckyBourbon,19788
Boyd, Kentucky, KentuckyBoyd,46718
Boyle, Kentucky, KentuckyBoyle,30060
Bracken, Kentucky, KentuckyBracken,8303
Breathitt, Kentucky, KentuckyBreathitt,12630
Breckinridge, Kentucky, KentuckyBreckinridge,20477
Bullitt, Kentucky, KentuckyBullitt,81676
Butler, Kentucky, KentuckyButler,12879
Caldwell, Kentucky, KentuckyCaldwell,12747
Calloway, Kentucky, KentuckyCalloway,39001
Campbell, Kentucky, KentuckyCampbell,93584
Carlisle, Kentucky, KentuckyCarlisle,4760
Carroll, Kentucky, KentuckyCarroll,10631
Carter, Kentucky, KentuckyCarter,26797
Casey, Kentucky, KentuckyCasey,16159
Christian, Kentucky, KentuckyChristian,70461
Clark, Kentucky, KentuckyClark,36263
Clay, Kentucky, KentuckyClay,19901
Clinton, Kentucky, KentuckyClinton,10218
Crittenden, Kentucky, KentuckyCrittenden,8806
Cumberland, Kentucky, KentuckyCumberland,6614
Daviess, Kentucky, KentuckyDaviess,101511
Edmonson, Kentucky, KentuckyEdmonson,12150
Elliott, Kentucky, KentuckyElliott,7517
Estill, Kentucky, KentuckyEstill,14106
Fayette, Kentucky, KentuckyFayette,323152
Fleming, Kentucky, KentuckyFleming,14581
Floyd, Kentucky, KentuckyFloyd,35589
Franklin, Kentucky, KentuckyFranklin,50991
Fulton, Kentucky, KentuckyFulton,5969
Gallatin, Kentucky, KentuckyGallatin,8869
Garrard, Kentucky, KentuckyGarrard,17666
Grant, Kentucky, KentuckyGrant,25069
Graves, Kentucky, KentuckyGraves,37266
Grayson, Kentucky, KentuckyGrayson,26427
Green, Kentucky, KentuckyGreen,10941
Greenup, Kentucky, KentuckyGreenup,35098
Hancock, Kentucky, KentuckyHancock,8722
Hardin, Kentucky, KentuckyHardin,110958
Harlan, Kentucky, KentuckyHarlan,26010
Harrison, Kentucky, KentuckyHarrison,18886
Hart, Kentucky, KentuckyHart,19035
Henderson, Kentucky, KentuckyHenderson,45210
Henry, Kentucky, KentuckyHenry,16126
Hickman, Kentucky, KentuckyHickman,4380
Hopkins, Kentucky, KentuckyHopkins,44686
Jackson, Kentucky, KentuckyJackson,13329
Jefferson, Kentucky, KentuckyJefferson,766757
Jessamine, Kentucky, KentuckyJessamine,54115
Johnson, Kentucky, KentuckyJohnson,22188
Kenton, Kentucky, KentuckyKenton,166998
Knott, Kentucky, KentuckyKnott,14806
Knox, Kentucky, KentuckyKnox,31145
Larue, Kentucky, KentuckyLarue,14398
Laurel, Kentucky, KentuckyLaurel,60813
Lawrence, Kentucky, KentuckyLawrence,15317
Lee, Kentucky, KentuckyLee,7403
Leslie, Kentucky, KentuckyLeslie,9877
Letcher, Kentucky, KentuckyLetcher,21553
Lewis, Kentucky, KentuckyLewis,13275
Lincoln, Kentucky, KentuckyLincoln,24549
Livingston, Kentucky, KentuckyLivingston,9194
Logan, Kentucky, KentuckyLogan,27102
Lyon, Kentucky, KentuckyLyon,8210
McCracken, Kentucky, KentuckyMcCracken,65418
McCreary, Kentucky, KentuckyMcCreary,17231
McLean, Kentucky, KentuckyMcLean,9207
Madison, Kentucky, KentuckyMadison,92987
Magoffin, Kentucky, KentuckyMagoffin,12161
Marion, Kentucky, KentuckyMarion,19273
Marshall, Kentucky, KentuckyMarshall,31100
Martin, Kentucky, KentuckyMartin,11195
Mason, Kentucky, KentuckyMason,17070
Meade, Kentucky, KentuckyMeade,28572
Menifee, Kentucky, KentuckyMenifee,6489
Mercer, Kentucky, KentuckyMercer,21933
Metcalfe, Kentucky, KentuckyMetcalfe,10071
Monroe, Kentucky, KentuckyMonroe,10650
Montgomery, Kentucky, KentuckyMontgomery,28157
Morgan, Kentucky, KentuckyMorgan,13309
Muhlenberg, Kentucky, KentuckyMuhlenberg,30622
Nelson, Kentucky, KentuckyNelson,46233
Nicholas, Kentucky, KentuckyNicholas,7269
Ohio, Kentucky, KentuckyOhio,23994
Oldham, Kentucky, KentuckyOldham,66799
Owen, Kentucky, KentuckyOwen,10901
Owsley, Kentucky, KentuckyOwsley,4415
Pendleton, Kentucky, KentuckyPendleton,14590
Perry, Kentucky, KentuckyPerry,25758
Pike, Kentucky, KentuckyPike,57876
Powell, Kentucky, KentuckyPowell,12359
Pulaski, Kentucky, KentuckyPulaski,64979
Robertson, Kentucky, KentuckyRobertson,2108
Rockcastle, Kentucky, KentuckyRockcastle,16695
Rowan, Kentucky, KentuckyRowan,24460
Russell, Kentucky, KentuckyRussell,17923
Scott, Kentucky, KentuckyScott,57004
Shelby, Kentucky, KentuckyShelby,49024
Simpson, Kentucky, KentuckySimpson,18572
Spencer, Kentucky, KentuckySpencer,19351
Taylor, Kentucky, KentuckyTaylor,25769
Todd, Kentucky, KentuckyTodd,12294
Trigg, Kentucky, KentuckyTrigg,14651
Trimble, Kentucky, KentuckyTrimble,8471
Union, Kentucky, KentuckyUnion,14381
Warren, Kentucky, KentuckyWarren,132896
Washington, Kentucky, KentuckyWashington,12095
Wayne, Kentucky, KentuckyWayne,20333
Webster, Kentucky, KentuckyWebster,12942
Whitley, Kentucky, KentuckyWhitley,36264
Wolfe, Kentucky, KentuckyWolfe,7157
Woodford, Kentucky, KentuckyWoodford,26734
Acadia, Louisiana, LouisianaAcadia,62045
Allen, Louisiana, LouisianaAllen,25627
Ascension, Louisiana, LouisianaAscension,126604
Assumption, Louisiana, LouisianaAssumption,21891
Avoyelles, Louisiana, LouisianaAvoyelles,40144
Beauregard, Louisiana, LouisianaBeauregard,37497
Bienville, Louisiana, LouisianaBienville,13241
Bossier, Louisiana, LouisianaBossier,127039
Caddo, Louisiana, LouisianaCaddo,240204
Calcasieu, Louisiana, LouisianaCalcasieu,203436
Caldwell, Louisiana, LouisianaCaldwell,9918
Cameron, Louisiana, LouisianaCameron,6973
Catahoula, Louisiana, LouisianaCatahoula,9494
Claiborne, Louisiana, LouisianaClaiborne,15670
Concordia, Louisiana, LouisianaConcordia,19259
De, Louisiana, LouisianaDe,27463
East, Louisiana, LouisianaEast,440059
East, Louisiana, LouisianaEast,6861
East, Louisiana, LouisianaEast,19135
Evangeline, Louisiana, LouisianaEvangeline,33395
Franklin, Louisiana, LouisianaFranklin,20015
Grant, Louisiana, LouisianaGrant,22389
Iberia, Louisiana, LouisianaIberia,69830
Iberville, Louisiana, LouisianaIberville,32511
Jackson, Louisiana, LouisianaJackson,15744
Jefferson, Louisiana, LouisianaJefferson,432493
Jefferson, Louisiana, LouisianaJefferson,31368
Lafayette, Louisiana, LouisianaLafayette,244390
Lafourche, Louisiana, LouisianaLafourche,97614
LaSalle, Louisiana, LouisianaLaSalle,14892
Lincoln, Louisiana, LouisianaLincoln,46742
Livingston, Louisiana, LouisianaLivingston,140789
Madison, Louisiana, LouisianaMadison,10951
Morehouse, Louisiana, LouisianaMorehouse,24874
Natchitoches, Louisiana, LouisianaNatchitoches,38158
Orleans, Louisiana, LouisianaOrleans,390144
Ouachita, Louisiana, LouisianaOuachita,153279
Plaquemines, Louisiana, LouisianaPlaquemines,23197
Pointe, Louisiana, LouisianaPointe,21730
Rapides, Louisiana, LouisianaRapides,129648
Red, Louisiana, LouisianaRed,8442
Richland, Louisiana, LouisianaRichland,20122
Sabine, Louisiana, LouisianaSabine,23884
St, Louisiana, LouisianaSt,47244
St, Louisiana, LouisianaSt,53100
St, Louisiana, LouisianaSt,10132
St, Louisiana, LouisianaSt,21096
St, Louisiana, LouisianaSt,42837
St, Louisiana, LouisianaSt,82124
St, Louisiana, LouisianaSt,53431
St, Louisiana, LouisianaSt,49348
St, Louisiana, LouisianaSt,260419
Tangipahoa, Louisiana, LouisianaTangipahoa,134758
Tensas, Louisiana, LouisianaTensas,4334
Terrebonne, Louisiana, LouisianaTerrebonne,110461
Union, Louisiana, LouisianaUnion,22108
Vermilion, Louisiana, LouisianaVermilion,59511
Vernon, Louisiana, LouisianaVernon,47429
Washington, Louisiana, LouisianaWashington,46194
Webster, Louisiana, LouisianaWebster,38340
West, Louisiana, LouisianaWest,26465
West, Louisiana, LouisianaWest,10830
West, Louisiana, LouisianaWest,15568
Winn, Louisiana, LouisianaWinn,13904
Androscoggin, Maine, MaineAndroscoggin,108277
Aroostook, Maine, MaineAroostook,67055
Cumberland, Maine, MaineCumberland,295003
Franklin, Maine, MaineFranklin,30199
Hancock, Maine, MaineHancock,54987
Kennebec, Maine, MaineKennebec,122302
Knox, Maine, MaineKnox,39772
Lincoln, Maine, MaineLincoln,34634
Oxford, Maine, MaineOxford,57975
Penobscot, Maine, MainePenobscot,152148
Piscataquis, Maine, MainePiscataquis,16785
Sagadahoc, Maine, MaineSagadahoc,35856
Somerset, Maine, MaineSomerset,50484
Waldo, Maine, MaineWaldo,39715
Washington, Maine, MaineWashington,31379
York, Maine, MaineYork,207641
Allegany, Maryland, MarylandAllegany,70416
Anne, Maryland, MarylandAnne,579234
Baltimore, Maryland, MarylandBaltimore,827370
Calvert, Maryland, MarylandCalvert,92525
Caroline, Maryland, MarylandCaroline,33406
Carroll, Maryland, MarylandCarroll,168447
Cecil, Maryland, MarylandCecil,102855
Charles, Maryland, MarylandCharles,163257
Dorchester, Maryland, MarylandDorchester,31929
Frederick, Maryland, MarylandFrederick,259547
Garrett, Maryland, MarylandGarrett,29014
Harford, Maryland, MarylandHarford,255441
Howard, Maryland, MarylandHoward,325690
Kent, Maryland, MarylandKent,19422
Montgomery, Maryland, MarylandMontgomery,1050688
Prince, Maryland, MarylandPrince,909327
Queen, Maryland, MarylandQueen,50381
St, Maryland, MarylandSt,113510
Somerset, Maryland, MarylandSomerset,25616
Talbot, Maryland, MarylandTalbot,37181
Washington, Maryland, MarylandWashington,151049
Wicomico, Maryland, MarylandWicomico,103609
Worcester, Maryland, MarylandWorcester,52276
Baltimore, Maryland, MarylandBaltimore,593490
Barnstable, Massachusetts, MassachusettsBarnstable,212990
Berkshire, Massachusetts, MassachusettsBerkshire,124944
Bristol, Massachusetts, MassachusettsBristol,565217
Dukes, Massachusetts, MassachusettsDukes,17332
Essex, Massachusetts, MassachusettsEssex,789034
Franklin, Massachusetts, MassachusettsFranklin,70180
Hampden, Massachusetts, MassachusettsHampden,466372
Hampshire, Massachusetts, MassachusettsHampshire,160830
Middlesex, Massachusetts, MassachusettsMiddlesex,1611699
Nantucket, Massachusetts, MassachusettsNantucket,11399
Norfolk, Massachusetts, MassachusettsNorfolk,706775
Plymouth, Massachusetts, MassachusettsPlymouth,521202
Suffolk, Massachusetts, MassachusettsSuffolk,803907
Worcester, Massachusetts, MassachusettsWorcester,830622
Alcona, Michigan, MichiganAlcona,10405
Alger, Michigan, MichiganAlger,9108
Allegan, Michigan, MichiganAllegan,118081
Alpena, Michigan, MichiganAlpena,28405
Antrim, Michigan, MichiganAntrim,23324
Arenac, Michigan, MichiganArenac,14883
Baraga, Michigan, MichiganBaraga,8209
Barry, Michigan, MichiganBarry,61550
Bay, Michigan, MichiganBay,103126
Benzie, Michigan, MichiganBenzie,17766
Berrien, Michigan, MichiganBerrien,153401
Branch, Michigan, MichiganBranch,43517
Calhoun, Michigan, MichiganCalhoun,134159
Cass, Michigan, MichiganCass,51787
Charlevoix, Michigan, MichiganCharlevoix,26143
Cheboygan, Michigan, MichiganCheboygan,25276
Chippewa, Michigan, MichiganChippewa,37349
Clare, Michigan, MichiganClare,30950
Clinton, Michigan, MichiganClinton,79595
Crawford, Michigan, MichiganCrawford,14029
Delta, Michigan, MichiganDelta,35784
Dickinson, Michigan, MichiganDickinson,25239
Eaton, Michigan, MichiganEaton,110268
Emmet, Michigan, MichiganEmmet,33415
Genesee, Michigan, MichiganGenesee,405813
Gladwin, Michigan, MichiganGladwin,25449
Gogebic, Michigan, MichiganGogebic,13975
Grand, Michigan, MichiganGrand,93088
Gratiot, Michigan, MichiganGratiot,40711
Hillsdale, Michigan, MichiganHillsdale,45605
Houghton, Michigan, MichiganHoughton,35684
Huron, Michigan, MichiganHuron,30981
Ingham, Michigan, MichiganIngham,292406
