,county,state,Abbreviation,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,MeanCommute
222,Bollinger,Missouri,MissouriBollinger,5981,5162,749,40791,3471,24.4,17.5,19,16.8,22.3,4.1,32.6
223,Bon,South Dakota,South DakotaBon,3001,2235,721,52923,4051,40.5,18.2,14.9,9.1,17.2,11.2,19.6
224,Bond,Illinois,IllinoisBond,8109,5612,2275,54393,4323,24.5,18.5,26,11.6,19.3,4.5,24.5
225,Bonner,Idaho,IdahoBonner,27352,18369,8310,45607,2239,26.6,19.1,22,14.2,18.1,10.2,25.6
226,Bonneville,Idaho,IdahoBonneville,53995,37805,14254,54150,1580,35.8,16.8,24,10.3,13.1,4.5,19.2
227,Boone,Arkansas,ArkansasBoone,17103,13644,3061,40727,1497,29.8,19.5,24.8,9.7,16.2,3.8,19.4
228,Boone,Iowa,IowaBoone,15306,8695,6303,57906,3321,31.5,17.3,24.3,9.9,17,3.2,21.4
229,Boone,Illinois,IllinoisBoone,24672,13762,10372,62701,3159,29,15.5,23.1,11.6,20.8,5.3,29
230,Boone,Indiana,IndianaBoone,38500,22351,15244,75591,2282,48.2,12.4,20.8,7.1,11.6,5.4,24.9
231,Boone,Kentucky,KentuckyBoone,66953,44811,20897,72731,2787,39.4,13.2,27.8,6.7,12.8,4.4,24
232,Boone,Missouri,MissouriBoone,91004,38596,49999,52005,1208,44.8,17.9,23.1,6.3,7.9,4.2,17.9
233,Boone,Nebraska,NebraskaBoone,3217,2653,499,53854,2563,34.3,17.7,17.6,15.1,15.4,12.9,15.5
234,Boone,West Virginia ,West Virginia Boone,9012,6816,2041,37955,2690,24.4,22.3,22,18.5,12.8,2.3,32.9
235,Borden,Texas,TexasBorden,412,395,16,77708,14586,47.8,8.6,20.4,17.6,5.5,3.6,28.1
236,Bosque,Texas,TexasBosque,9094,7446,1552,48677,3108,29.3,16.6,21.7,16,16.4,5,29.6
237,Bossier,Lousiana,LousianaBossier,54655,38074,15662,52145,2315,37,17.5,24.1,11.4,9.9,3,21.7
238,Botetourt,Virginia,VirginiaBotetourt,21071,15102,5705,64733,3179,38.4,14.2,22.4,10.5,14.5,3.8,28.3
239,Bottineau,New Dakota,New DakotaBottineau,3471,2575,821,58767,4354,36.8,20,18.5,13.8,10.8,7.9,18.7
240,Boulder,Colorado,ColoradoBoulder,193656,39289,150247,75669,1234,53.2,15.6,19.4,5,6.7,11.8,22.7
241,Boundary,Idaho,IdahoBoundary,6313,4937,1220,39512,4414,26,22.4,20,14.9,16.7,8,23.7
242,Bourbon,Kansas,KansasBourbon,6550,4910,1505,39379,3355,29.5,20.1,22,10.6,17.7,5.6,17.1
243,Bourbon,Kentucky,KentuckyBourbon,9643,6190,3296,47886,5525,29.4,20.2,22.4,12.3,15.7,6,22.7
244,Bowie,Texas,TexasBowie,38194,27053,10692,46283,2652,31.9,18.8,24,11.2,14.2,2.5,17.9
245,Bowman,New Dakota,New DakotaBowman,1657,1395,228,65435,6252,36.7,18.8,14.6,17.3,12.5,8.1,14.3
246,Box,Nebraska,NebraskaBox,5181,4002,1051,56328,5202,30,12.1,19.4,15.3,23.4,3.7,10.8
247,Box,Utah,UtahBox,26312,20984,4362,58835,2580,31.5,14.4,21,10.2,22.9,4,23.5
248,Boyd,Kentucky,KentuckyBoyd,21741,14295,7083,45543,2616,36.3,17.9,23.7,8.9,13.3,1.5,21.6
249,Boyd,Nebraska,NebraskaBoyd,1153,1010,135,48750,7047,43.4,12,15.2,17.5,11.9,20.5,17.2
250,Boyle,Kentucky,KentuckyBoyle,14467,8872,5298,43076,3260,33,18.1,20.3,7.5,21,4.1,20.5
251,Bracken,Kentucky,KentuckyBracken,4244,3397,799,40458,3488,27,16.3,20.2,16,20.4,4,35.6
252,Bradford,Florida,FloridaBradford,13650,10334,3160,46106,5357,31.7,22.8,23.7,11,10.8,1.4,31.1
253,Bradford,Pennsylvania,PennsylvaniaBradford,30143,21586,8044,50900,1451,28.4,16.2,19.8,13.6,21.9,4.4,22.5
254,Bradley,Arkansas,ArkansasBradley,3644,2332,1208,36310,3985,25.9,16.6,13.8,18.4,25.3,4.5,22
255,Bradley,Tennessee,TennesseeBradley,45968,35194,9849,46381,2205,31.9,16.9,22.4,10.1,18.8,3.8,21.1
256,Branch,Michigan,MichiganBranch,20541,14067,6161,48192,1961,22.8,18.4,22.1,10.3,26.5,4.3,22.5
257,Brantley,Georgia,GeorgiaBrantley,7746,6991,699,36812,3685,24.4,18,20.8,20.7,16.1,3.7,30.8
258,Braxton,West Virginia ,West Virginia Braxton,5664,4120,1457,41266,3577,28.5,18.1,26.2,13.1,14.1,4.8,30.2
259,Brazoria,Texas,TexasBrazoria,154037,89939,61780,76426,2188,41.7,14,20.2,11.2,12.8,2.8,29.8
260,Brazos,Texas,TexasBrazos,84753,47456,35242,43907,1389,41.1,18,22.9,8.7,9.3,3.4,17
261,Breathitt,Kentucky,KentuckyBreathitt,5667,4265,1301,25861,2129,29.9,23.9,23.1,11.1,12,1,27.7
262,Breckinridge,Kentucky,KentuckyBreckinridge,10197,7701,2350,44057,4356,27.1,15.8,18.2,15.5,23.5,4.4,31.6
263,Bremer,Iowa,IowaBremer,14534,8287,5954,65440,2649,37.1,15.4,22.8,9.1,15.5,5.5,20.2
264,Brevard,Florida,FloridaBrevard,360666,207857,148479,51536,616,38.4,19.1,24.7,8.5,9.4,6,24.5
265,Brewster,Texas,TexasBrewster,4805,2451,2251,38906,3618,35.8,26.3,18,11.3,8.6,4.8,13.8
266,Briscoe,Texas,TexasBriscoe,724,639,77,42500,7062,31.4,15.1,23.6,19.8,10.2,11,20.9
267,Bristol,Massachusetts,MassachusettsBristol,,,,62514,883,36.2,18.8,23.2,9.5,12.3,3.4,28
268,Bristol,Rhode Island,Rhode IslandBristol,11557,4589,6779,74630,3265,47.2,18.3,20.9,5.5,8.1,5.3,25.9
269,Bristol,Virginia,VirginiaBristol,7785,5347,2313,37844,4812,35.6,18.6,24.5,7.3,14,2.9,21.1
270,Broadwater,Montana,MontanaBroadwater,4056,3139,830,55295,4990,36.4,17.6,15.4,18.7,11.8,8.2,26.5
271,Bronx,New York,New YorkBronx,329638,55849,271835,36593,389,25,33.4,23.5,7.1,11.1,3.1,44.2
272,Brooke,West Virginia ,West Virginia Brooke,10656,7545,2947,48835,2697,30.9,22.4,21.2,12.5,13,2.7,26.1
273,Brookings,South Dakota,South DakotaBrookings,14567,8000,6110,53473,2404,36.6,17.4,22.2,10.1,13.6,5.5,14.9
274,Brooks,Georgia,GeorgiaBrooks,7100,4260,2790,34890,5889,27.1,16.6,23.5,16.8,16.1,4.7,24.2
275,Brooks,Texas,TexasBrooks,2484,998,1470,24794,3253,25.1,28.8,22.1,12,12,1.8,21.6
276,Broome,New York,New YorkBroome,72376,38351,32275,49064,1113,37.7,19.5,24.5,6.9,11.4,3.1,19.7
277,Broomfield,Colorado,ColoradoBroomfield,46297,16188,28871,85639,2394,53.3,12,22,5.9,6.8,9.3,27.9
278,Broward,Florida,FloridaBroward,959418,333346,618597,54895,644,35.6,19.9,27.5,8.4,8.6,4.9,28.2
279,Brown,Illinois,IllinoisBrown,2523,1930,485,56289,3862,27.4,17,28.1,7.9,19.6,7.7,16.6
280,Brown,Indiana,IndianaBrown,8886,5725,2996,59292,5009,33.3,15.2,24.5,11.5,15.4,4.5,33.3
281,Brown,Kansas,KansasBrown,4396,3206,1088,46964,2694,30.4,21.6,20.3,7.9,19.8,7.1,18.2
282,Brown,Minnesota,MinnesotaBrown,14630,9550,4750,55764,1955,30.1,17.2,21.2,11.4,20,7,15.1
283,Brown,Nebraska,NebraskaBrown,1676,1468,190,42773,6964,40.2,19.2,18.7,12,9.9,8.4,14.5
284,Brown,Ohio,OhioBrown,20586,16032,4326,49188,2984,25.6,20.7,21.8,12.1,19.9,5.3,36.5
285,Brown,South Dakota,South DakotaBrown,17547,10580,6538,53807,2779,33.2,15.9,24,10.2,16.6,3.9,12.9
286,Brown,Texas,TexasBrown,15940,13681,2103,43062,1925,33.5,17.7,22,10.8,16.1,2.3,17.3
287,Brown,Wisconsin,WisconsinBrown,144011,75865,65509,56775,1211,34.3,16.1,24.9,8.3,16.4,4,19.1
288,Brule,South Dakota,South DakotaBrule,2490,1750,673,50870,3978,37.9,20.3,20.5,12.4,8.8,8.2,13.4
289,Brunswick,North Carolina,North CarolinaBrunswick,89183,55373,32984,51164,1371,29,21.5,25.3,13.4,10.8,6.7,24.2
290,Brunswick,Virginia,VirginiaBrunswick,7948,3357,4552,40871,2708,26.3,22.2,22.9,13.6,15,2.3,29.2
291,Bryan,Georgia,GeorgiaBryan,21340,14244,6739,68589,5815,37.6,17,23.6,11.2,10.6,2.6,30
292,Bryan,Oklahoma,OklahomaBryan,15976,12344,3323,41197,1668,30.6,20.3,22,10.4,16.7,3.6,20.2
293,Buchanan,Iowa,IowaBuchanan,10764,6420,4169,59348,3103,30.5,16.6,19.8,12.5,20.6,5.8,22.4
294,Buchanan,Missouri,MissouriBuchanan,36713,22450,13445,48652,1906,28,19.5,23.5,8.1,21,2.3,17.4
295,Buchanan,Virginia,VirginiaBuchanan,9942,8311,1587,30828,1316,25.9,16,23.1,20.7,14.2,0.9,27.7
296,Buckingham,Virginia,VirginiaBuckingham,8108,4544,3471,46610,5105,27.8,22.8,20,16.6,12.7,3.6,35.5
297,Bucks,Pennsylvania,PennsylvaniaBucks,389093,184149,200854,82031,1010,43.1,13.9,25.2,7.8,9.9,5.1,29.8
298,Buena,Iowa,IowaBuena,8072,5004,2919,52784,1870,26.3,17.1,18,8.6,29.9,5.5,13.9
299,Buena,Virginia,VirginiaBuena,2815,1863,825,33672,2993,22.8,26.4,15,9.4,26.5,1.4,18.3
300,Buffalo,Nebraska,NebraskaBuffalo,23589,16640,6350,55053,2413,33.4,18.2,25.4,9.6,13.4,3.5,14.6
301,Buffalo,South Dakota,South DakotaBuffalo,549,183,352,30500,6450,31.5,30,21.7,9.6,7.2,5.3,13
302,Buffalo,Wisconsin,WisconsinBuffalo,7816,4834,2860,54753,1560,30.5,14.8,19.7,14.3,20.7,6.4,25.1
303,Bullitt,Kentucky,KentuckyBullitt,41964,30708,10551,59917,1921,27.3,13,26.9,11.1,21.7,3,28.1
304,Bulloch,Georgia,GeorgiaBulloch,30084,18386,11243,39305,2425,32.9,21.8,21.8,9.5,14.1,4.5,21.6
305,Bullock,Alabama,AlabamaBullock,4603,1143,3439,29655,5376,19.7,17.1,18.6,14,30.6,3,29.8
306,Buncombe,North Carolina,North CarolinaBuncombe,160855,62253,96383,48464,1288,39.6,18.9,22.8,8.7,10.1,8.5,20.1
307,Bureau,Illinois,IllinoisBureau,17182,10296,6545,54271,1910,28,19.1,22.7,10,20.2,4.2,20.6
308,Burke,Georgia,GeorgiaBurke,10684,5400,5209,38707,5008,28,18.1,19.8,14.8,19.4,2.7,26.4
309,Burke,North Carolina,North CarolinaBurke,44182,30814,12985,40854,1572,28.3,21.5,19.1,9,22.1,2.9,21.5
310,Burke,New Dakota,New DakotaBurke,1144,984,136,71667,4852,35.2,14.6,15.7,21.8,12.8,7.8,23.9
311,Burleigh,New Dakota,New DakotaBurleigh,50753,34744,14348,67308,1651,39.6,16,23.3,11.7,9.4,3.7,17.2
312,Burleson,Texas,TexasBurleson,8604,6740,1786,52510,4429,25.6,19.3,19.1,17.2,18.9,2.6,27.4
313,Burlington,New Jersey,New JerseyBurlington,242911,94755,144154,82839,930,43.8,14.6,25.3,6.6,9.7,3.8,29.3
314,Burnet,Texas,TexasBurnet,24646,18721,5615,57173,3823,30.2,18.8,22.4,14.9,13.6,6.6,26.2
315,Burnett,Wisconsin,WisconsinBurnett,10141,6462,3569,45891,1629,29.1,20.4,19.9,13.6,16.9,7,27
316,Burt,Nebraska,NebraskaBurt,3731,2580,1063,50174,2762,33.2,16,23.4,16.4,11,6.1,22.4
317,Butler,Alabama,AlabamaButler,9466,5448,3953,36326,2701,26.9,17.3,18.5,11.6,25.7,2,23.2
318,Butler,Iowa,IowaButler,8084,5542,2424,53937,1971,29.9,14.1,23.9,11.3,20.8,5.2,24
319,Butler,Kansas,KansasButler,31946,22250,9003,62324,2317,40,15.2,21.4,11.6,11.8,4.2,22.7
320,Butler,Kentucky,KentuckyButler,6125,4960,1078,39362,2505,26.8,11.3,21,12.7,28.2,4.4,26
321,Butler,Missouri,MissouriButler,18165,14599,3301,37878,2668,29.2,18,24.8,8.4,19.6,3.3,18
322,Butler,Nebraska,NebraskaButler,4478,3526,869,52448,3123,27.8,17,18.2,14,23,7.6,22
323,Butler,Ohio,OhioButler,182034,111722,67729,62188,1209,38.5,16.5,24.4,6.9,13.8,4.2,24.4
324,Butler,Pennsylvania,PennsylvaniaButler,110960,73023,36534,66037,1398,38.8,16.1,23.7,9.1,12.3,4.4,26.8
325,Butte,California,CaliforniaButte,99780,47568,49402,46516,1130,35.9,22.2,22.7,9.2,10.1,5.7,20.1
326,Butte,Idaho,IdahoButte,1415,1202,188,43207,7907,32.5,16.1,18.3,16.3,16.8,4.4,22.6
327,Butte,South Dakota,South DakotaButte,4802,3731,939,44786,4912,28.5,20.2,19.4,16.9,14.9,8.3,20.5
328,Butts,Georgia,GeorgiaButts,11789,8405,3272,39655,2735,27.3,16.3,25.3,14.4,16.7,4.6,30.8
329,Cabarrus,North Carolina,North CarolinaCabarrus,116396,62974,51943,60716,1429,37.4,16.9,24.6,9.7,11.3,4.7,27.8
330,Cabell,West Virginia ,West Virginia Cabell,37360,21721,14994,37816,1731,36.5,20.7,26.9,6.1,9.8,2.9,20.5
331,Cache,Utah,UtahCache,54646,36077,15859,53812,1423,37.9,15.6,22.8,7.8,16,5.2,17.3
332,Caddo,Oklahoma,OklahomaCaddo,9859,7013,2670,41626,1473,29.1,17.7,21.6,17,14.6,2.2,22.9
333,Caddo,Lousiana,LousianaCaddo,104912,48021,55110,40391,1046,33.1,21.5,24.4,8.9,12,2.4,20.9
334,Calaveras,California,CaliforniaCalaveras,26717,16287,9845,54800,3529,35.6,18.4,22.9,11.6,11.5,8.3,35.5
335,Calcasieu,Lousiana,LousianaCalcasieu,82663,55066,25982,48219,1329,30.6,21.1,22.5,12.6,13.2,2.1,20.5
336,Caldwell,Kentucky,KentuckyCaldwell,6436,4905,1432,46182,8251,29.2,13.2,21.2,11.7,24.7,1.2,22.4
337,Caldwell,Missouri,MissouriCaldwell,4696,3725,897,44975,2493,28.2,17.6,22.3,16.1,15.8,3.7,32.6
338,Caldwell,North Carolina,North CarolinaCaldwell,42438,31877,10105,40735,1356,24.5,17,22.7,11.6,24.2,3.7,23.4
339,Caldwell,Texas,TexasCaldwell,14775,7975,6536,51346,2389,25.3,20.2,23.5,17.4,13.7,4,30.6
340,Caldwell,Lousiana,LousianaCaldwell,4762,3976,745,31933,3546,23.8,25.4,24.3,14.8,11.7,1.7,23.7
341,Caledonia,Vermont,VermontCaledonia,,,,47371,1846,34.8,20.4,20,12.6,12.3,7.8,26
342,Calhoun,Alabama,AlabamaCalhoun,50743,34964,15118,43686,1491,29,17.5,23.7,10.4,19.4,3.2,24.8
343,Calhoun,Arkansas,ArkansasCalhoun,2143,1609,467,37225,5419,24.5,13.8,15.8,16.3,29.6,3.2,24.4
344,Calhoun,Florida,FloridaCalhoun,6537,5274,1209,36237,2312,23.9,29.4,19.1,18.2,9.4,1.7,26.8
345,Calhoun,Georgia,GeorgiaCalhoun,2194,923,1260,29617,2794,30.3,21.4,17.5,15,15.8,7.6,22.6
346,Calhoun,Iowa,IowaCalhoun,5249,3689,1470,46302,3680,33.3,18.5,19.7,14,14.3,6,20.4
347,Calhoun,Illinois,IllinoisCalhoun,2767,2043,674,53641,3602,31.2,21.5,16.9,17,13.4,5.6,39.6
348,Calhoun,Michigan,MichiganCalhoun,65568,35900,28417,46213,1008,29,19.6,21.4,7.5,22.5,3.2,20.2
349,Calhoun,Mississippi,MississippiCalhoun,6536,4592,1878,33370,2074,21.4,13.8,17.7,13.8,33.3,1.8,25.1
350,Calhoun,South Carolina,South CarolinaCalhoun,8291,4305,3905,44010,4891,28.5,15,23.2,12.7,20.6,3.1,28.1
351,Calhoun,Texas,TexasCalhoun,7853,5640,2146,58788,3841,24.8,16.4,19.5,17.3,21.9,3.2,20.9
352,Calhoun,West Virginia ,West Virginia Calhoun,2971,2364,568,36279,5907,31.6,12.8,20.9,21.2,13.6,1,33.1
353,Callahan,Texas,TexasCallahan,6826,6006,734,40945,2635,24.9,15.2,24.8,18.3,16.7,5.4,22.9
354,Callaway,Missouri,MissouriCallaway,21178,14812,5868,53180,2865,31.9,18.5,23.9,11.6,14.2,3.5,23.5
355,Calloway,Kentucky,KentuckyCalloway,17443,11351,5794,39269,2306,31.1,20,24.7,9.5,14.7,3.5,16.6
356,Calumet,Wisconsin,WisconsinCalumet,30774,18156,12116,70662,2590,34.9,12.4,23.9,8.5,20.2,4.2,20.2
357,Calvert,Maryland,MarylandCalvert,48023,24957,22185,100350,4007,41,15,23,13,8.1,5.3,41.9
358,Camas,Idaho,IdahoCamas,754,507,149,36667,9449,31.2,16.5,18.5,26.9,6.9,8.6,29.2
359,Cambria,Pennsylvania,PennsylvaniaCambria,70600,48092,21749,44943,969,33.1,19.8,22.9,9.8,14.3,2.8,24.1
360,Camden,Georgia,GeorgiaCamden,23688,15251,7967,53687,1418,33,19.6,23.8,12.1,11.5,1.8,22.8
361,Camden,Missouri,MissouriCamden,24774,18825,5640,50496,2115,29.1,21.9,27,11.1,10.9,5.2,22.4
362,Camden,North Carolina,North CarolinaCamden,5953,4312,1537,68327,5352,37.4,21.5,19.4,11.8,9.8,0.9,33.7
363,Camden,New Jersey,New JerseyCamden,243151,78600,160606,65037,975,39.3,17.9,25.2,6.8,10.8,3.4,28.3
364,Cameron,Pennsylvania,PennsylvaniaCameron,2434,1771,634,40402,3317,23.1,18.8,16.9,11.9,29.2,2.6,17.6
365,Cameron,Texas,TexasCameron,113789,48834,63732,36095,962,28.2,26.3,24.3,10.5,10.6,2.4,20.2
366,Cameron,Lousiana,LousianaCameron,4039,3671,324,60194,8102,24.9,12,26.8,17.8,18.5,0.9,33.6
367,Camp,Texas,TexasCamp,5057,3626,1392,41811,3097,22.5,18,22.4,14.3,22.7,3.6,26
368,Campbell,Kentucky,KentuckyCampbell,48833,28482,19373,57208,2586,39.1,15.3,25.8,7.9,11.8,3.6,22.4
369,Campbell,South Dakota,South DakotaCampbell,873,747,117,51548,8345,49.8,15.2,18.1,7.3,9.6,10,17.1
370,Campbell,Tennessee,TennesseeCampbell,14929,12330,2438,35377,1746,23.5,17,24.1,15.7,19.7,2.3,27.1
371,Campbell,Virginia,VirginiaCampbell,29813,21250,8073,48823,2634,32.6,16.5,23.8,10.8,16.3,4.2,25.3
372,Campbell,Wyoming,WyomingCampbell,19566,16975,1935,80178,3568,26.5,14.2,21.7,22.6,15,3.6,20.7
373,Canadian,Oklahoma,OklahomaCanadian,61940,43550,16742,69220,1481,36.7,15.4,25.3,10.5,12.1,3.6,23.8
374,Candler,Georgia,GeorgiaCandler,4432,3134,1269,33125,4183,25.8,16.8,26.7,14.6,16.1,2.1,22.2
375,Cannon,Tennessee,TennesseeCannon,6562,5190,1261,47457,3713,28.9,10.7,25.7,12.7,22,5.4,33.4
376,Canyon,Idaho,IdahoCanyon,90438,61759,25881,46426,1548,26.5,19.2,23.6,14.4,16.3,6.6,24.6
377,Cape,Missouri,MissouriCape,40252,28873,10738,49554,2174,34.4,20,23.8,8.9,12.9,2.9,19.6
378,Cape,New Jersey,New JerseyCape,56954,32770,23583,62332,1965,34.6,22.6,24.9,10.8,7,4.5,22.9
379,Carbon,Montana,MontanaCarbon,7045,4424,2412,56988,4501,38.5,18.6,19.5,15.1,8.3,12.9,27.5
380,Carbon,Pennsylvania,PennsylvaniaCarbon,33018,21607,10990,51236,1791,27.5,18.4,22.6,11.6,19.9,3.9,31.9
381,Carbon,Utah,UtahCarbon,8822,6255,2306,46994,2951,27.9,19.4,23.2,15,14.5,3.3,17.7
382,Carbon,Wyoming,WyomingCarbon,6664,5014,1427,57644,3404,30.7,19.4,16.6,16.6,16.7,4.1,16.3
383,Caribou,Idaho,IdahoCaribou,3416,2906,431,58750,5290,31.5,15.1,18.9,17.7,16.8,4.7,15.6
384,Carlisle,Kentucky,KentuckyCarlisle,2638,2159,463,38860,3262,27.9,20.8,23.2,10.6,17.6,5.4,26.2
385,Carlton,Minnesota,MinnesotaCarlton,20361,9787,10094,58874,2894,31.3,23.1,19.9,9.8,16,4.9,22.2
386,Caroline,Maryland,MarylandCaroline,14940,9899,4704,52469,2494,27.6,21.5,22,16.8,12.2,2.6,32.1
387,Caroline,Virginia,VirginiaCaroline,16288,8336,7657,60925,2456,28.8,18.1,26.4,12,14.7,2.9,35.6
388,Carroll,Arkansas,ArkansasCarroll,11639,7352,3941,39686,2195,27.5,18.5,20.1,11.2,22.7,5,19.8
389,Carroll,Georgia,GeorgiaCarroll,54474,37476,16238,46844,1697,27,18.7,22.6,11.6,20,2.4,27.8
390,Carroll,Iowa,IowaCarroll,11306,7737,3454,54563,2886,31.3,15.6,24.4,10.7,18.1,6.7,14
391,Carroll,Illinois,IllinoisCarroll,8006,5098,2737,50555,3103,31,16.2,19.6,9.9,23.2,5.2,24.7
392,Carroll,Indiana,IndianaCarroll,9514,7086,2224,56188,2345,26.3,14.7,19.6,13.1,26.3,4.1,28.4
393,Carroll,Kentucky,KentuckyCarroll,4135,2954,1116,43345,3306,20.1,17,22.2,13.4,27.4,3.1,18.5
394,Carroll,Maryland,MarylandCarroll,96848,58883,35316,90510,1770,44,15.5,22.3,10.6,7.7,4.7,35.6
395,Carroll,Missouri,MissouriCarroll,4531,3706,785,43583,7824,28.7,16.9,20.9,15.6,17.8,9.3,26
396,Carroll,Mississippi,MississippiCarroll,4509,3257,1203,43068,5973,33.9,12.4,20.3,14.7,18.6,1.6,28.8
397,Carroll,New Hampshire,New HampshireCarroll,538,267,266,58139,3515,32.5,21.3,23.6,12.7,9.9,6.2,26.2
398,Carroll,Ohio,OhioCarroll,13957,10525,3206,51748,3535,25.3,17.6,22.2,14.2,20.7,4.3,28.5
399,Carroll,Tennessee,TennesseeCarroll,11893,9194,2558,38201,2475,28,17.5,21,11.9,21.5,2.7,23.9
400,Carroll,Virginia,VirginiaCarroll,15619,12659,2842,41145,2793,27.1,16.8,23.3,14.1,18.8,4.1,25.8
401,Carson,Nevada,NevadaCarson,29126,15771,12485,49341,2023,30.3,22.4,23.6,10.2,13.5,2.8,18.5
402,Carson,Texas,TexasCarson,3081,2747,289,67010,6981,37.8,9.1,24.1,17.5,11.5,3.3,19.7
403,Carter,Kentucky,KentuckyCarter,11585,8775,2642,35095,2851,24.6,19.9,26.5,13.4,15.6,2.6,30.3
404,Carter,Missouri,MissouriCarter,2906,2451,418,37875,6982,29.8,22.2,15.2,13.4,19.4,7.7,24.6
405,Carter,Montana,MontanaCarter,864,775,74,45347,7344,49.8,12.4,13.2,18.1,6.6,24.5,18
406,Carter,Oklahoma,OklahomaCarter,19479,14699,4470,47754,1702,28.7,18.9,22.8,12.3,17.3,3,19.6
407,Carter,Tennessee,TennesseeCarter,24868,19873,4613,34625,1665,27.4,21.2,22.9,11.1,17.5,4.4,23.8
408,Carteret,North Carolina,North CarolinaCarteret,42367,29886,11999,51584,1561,35.1,20.3,22.7,12.9,9,5,23.2
409,Carver,Minnesota,MinnesotaCarver,66119,34012,30770,93095,2193,46.5,14.3,24.2,6.1,8.9,6.4,26.3
410,Cascade,Montana,MontanaCascade,39688,23199,15384,46827,1361,35.6,19.9,23.5,11.6,9.3,3.4,15.3
411,Casey,Kentucky,KentuckyCasey,7180,6179,918,33031,2686,28,14.9,19.9,14,23.2,5,28.9
412,Cass,Iowa,IowaCass,7266,4969,2201,45637,3680,29.4,16.7,22.4,13.2,18.3,4.8,18.4
413,Cass,Illinois,IllinoisCass,5325,3624,1615,50156,2767,23.8,16.4,21.1,11.1,27.6,4.2,20.5
414,Cass,Indiana,IndianaCass,15185,10551,4301,45558,2327,23.4,17.2,18.6,11,29.8,2.2,20.6
415,Cass,Michigan,MichiganCass,26221,16686,9122,50699,1402,28.6,15,21,11.6,23.7,4.6,25.1
416,Cass,Minnesota,MinnesotaCass,18256,11621,6342,50162,1142,29.2,20.1,24.3,13.2,13.2,8,23.8
417,Cass,Missouri,MissouriCass,57524,37172,19035,65352,1520,35.3,15.1,24.8,12,12.8,4.5,27.9
418,Cass,New Dakota,New DakotaCass,86053,42619,40311,58026,2291,38.7,17,23.7,8.6,12,3.3,16
419,Cass,Nebraska,NebraskaCass,15284,10121,4737,68284,2743,34.2,14.8,26.5,12.9,11.6,3.6,26.1
420,Cass,Texas,TexasCass,13856,10979,2777,41432,2577,22.9,19.3,24.6,14,19.2,2,24
421,Cassia,Idaho,IdahoCassia,9629,7907,1464,48162,2603,27.1,14.1,21,18.4,19.4,3.4,14.8
422,Castro,Texas,TexasCastro,2082,1601,466,44643,3842,24.7,14.4,26.6,18.2,16.2,4,16.1
423,Caswell,North Carolina,North CarolinaCaswell,11962,7040,4831,39428,2039,27.8,20.2,22.6,10.9,18.5,2.9,31
424,Catahoula,Lousiana,LousianaCatahoula,4858,3541,1269,34470,6967,32,19.4,20.6,18.2,9.9,0.6,23.3
425,Catawba,North Carolina,North CarolinaCatawba,82751,56203,25420,48649,1480,30.5,15.6,23.2,7.3,23.5,3.4,22.6
426,Catoosa,Georgia,GeorgiaCatoosa,32692,25167,6932,54537,1845,32.2,13.5,28.5,10.4,15.4,3.4,23.3
427,Catron,New Mexico,New MexicoCatron,2325,1698,594,42047,6181,39.2,12.5,29.6,17.4,1.3,15.9,14.6
428,Cattaraugus,New York,New YorkCattaraugus,30051,20295,9142,45571,1241,30.5,19.1,24.3,10.8,15.3,3,21.9
429,Cavalier,New Dakota,New DakotaCavalier,2020,1499,474,65505,7241,39.4,10.8,20.7,14.5,14.5,7.6,12.5
430,Cayuga,New York,New YorkCayuga,30296,17639,11993,54664,1603,33.8,18.8,22.2,11,14.2,3.4,23
431,Cecil,Maryland,MarylandCecil,45853,28797,16053,70516,2476,35.2,16.3,21.5,12.9,14.1,4.6,29.3
432,Cedar,Iowa,IowaCedar,10703,6161,4337,62555,1614,34.9,14.2,23,11.5,16.4,7.2,25.3
433,Cedar,Missouri,MissouriCedar,7039,5786,1143,35930,3245,29,21.8,19.7,14.2,15.3,3.8,25.5
434,Cedar,Nebraska,NebraskaCedar,4996,4174,725,57208,2946,34.9,15.7,21.2,14.1,14,9.8,16.4
435,Centre,Pennsylvania,PennsylvaniaCentre,77490,36371,40054,56466,1612,46.8,18.1,19.7,6.5,8.9,4.9,20.4
436,Cerro,Iowa,IowaCerro,23794,12435,10941,50569,2060,32.1,16.8,22.5,9.7,19,3.4,16.3
437,Chaffee,Colorado,ColoradoChaffee,13620,6180,7112,53762,2655,35.7,19.4,22.4,11.4,11,10.2,17.5
438,Chambers,Alabama,AlabamaChambers,15269,8748,6356,37342,2011,24.3,13.5,23,11.6,27.6,2,23.6
439,Chambers,Texas,TexasChambers,21641,17343,3997,74368,8078,36.1,9.5,19.7,15.8,18.9,2.1,27.8
440,Champaign,Illinois,IllinoisChampaign,93019,34774,55173,49586,1516,45.3,17.8,20.8,5.6,10.5,4.4,17.9
441,Champaign,Ohio,OhioChampaign,19369,14086,4946,54495,2126,24.5,15.8,21,9.7,28.9,2.6,25.9
442,Chariton,Missouri,MissouriChariton,4074,3109,916,43186,2008,29.6,16.6,21,12.1,20.7,8,23.2
443,Charles,Virginia,VirginiaCharles,4439,1761,2624,55069,4060,23,19.7,23.7,12.8,20.8,3.2,32.7
