County,State,Abbreviation,Male,Female,Median Age,Population (2014-2020)
Thayer,Nebraska,NebraskaThayer,2545,2553,47,5098
Thomas,Nebraska,NebraskaThomas,321,324,41.1,645
Thurston,Nebraska,NebraskaThurston,3545,3595,27.8,7140
Valley,Nebraska,NebraskaValley,2073,2151,45.5,4224
Washington,Nebraska,NebraskaWashington,9911,10308,41.4,20219
Wayne,Nebraska,NebraskaWayne,4716,4651,31.8,9367
Webster,Nebraska,NebraskaWebster,1769,1802,45.2,3571
Wheeler,Nebraska,NebraskaWheeler,435,387,49.8,822
York,Nebraska,NebraskaYork,6693,7106,40.2,13799
Churchill,Nevada,NevadaChurchill,12138,11872,39.5,24010
Clark,Nevada,NevadaClark,1069779,1071795,37.1,2141574
Douglas,Nevada,NevadaDouglas,24102,23726,51.5,47828
Elko,Nevada,NevadaElko,27199,25053,33.9,52252
Esmeralda,Nevada,NevadaEsmeralda,406,575,48.3,981
Eureka,Nevada,NevadaEureka,921,909,47.3,1830
Humboldt,Nevada,NevadaHumboldt,8779,8125,35.6,16904
Lander,Nevada,NevadaLander,3347,2399,37.2,5746
Lincoln,Nevada,NevadaLincoln,2673,2501,45.2,5174
Lyon,Nevada,NevadaLyon,26757,26398,44.1,53155
Mineral,Nevada,NevadaMineral,2205,2243,50.1,4448
Nye,Nevada,NevadaNye,22243,21462,52.7,43705
Pershing,Nevada,NevadaPershing,4286,2325,43.4,6611
Storey,Nevada,NevadaStorey,1963,1978,52.9,3941
Washoe,Nevada,NevadaWashoe,226751,223735,38.1,450486
White,Nevada,NevadaWhite,5704,4033,39.2,9737
Carson,Nevada,NevadaCarson,27912,26555,42.8,54467
Belknap,New Hampshire,New HampshireBelknap,29736,30904,47.1,60640
Carroll,New Hampshire,New HampshireCarroll,23845,23995,51.7,47840
Cheshire,New Hampshire,New HampshireCheshire,37221,39042,42.7,76263
Coos,New Hampshire,New HampshireCoos,16874,15164,48.1,32038
Grafton,New Hampshire,New HampshireGrafton,44161,45650,42.9,89811
Hillsborough,New Hampshire,New HampshireHillsborough,204293,206794,40.5,411087
Merrimack,New Hampshire,New HampshireMerrimack,73538,75914,42.8,149452
Rockingham,New Hampshire,New HampshireRockingham,151201,153928,44.3,305129
Strafford,New Hampshire,New HampshireStrafford,62703,65534,36.9,128237
Sullivan,New Hampshire,New HampshireSullivan,21411,21714,46.1,43125
Atlantic,New Jersey,New JerseyAtlantic,130026,138513,41.5,268539
Bergen,New Jersey,New JerseyBergen,450784,479215,41.8,929999
Burlington,New Jersey,New JerseyBurlington,219534,226833,41.5,446367
Camden,New Jersey,New JerseyCamden,245068,262299,38.7,507367
Cape,New Jersey,New JerseyCape,45829,47876,49.3,93705
Cumberland,New Jersey,New JerseyCumberland,78687,74713,37.2,153400
Essex,New Jersey,New JerseyEssex,381576,411979,37.5,793555
Gloucester,New Jersey,New JerseyGloucester,141229,149623,40.3,290852
Hudson,New Jersey,New JerseyHudson,332268,336363,35.1,668631
Hunterdon,New Jersey,New JerseyHunterdon,62447,62604,46.2,125051
Mercer,New Jersey,New JerseyMercer,180369,188393,38.7,368762
Middlesex,New Jersey,New JerseyMiddlesex,407247,419451,38.4,826698
Monmouth,New Jersey,New JerseyMonmouth,303154,320233,43.2,623387
Morris,New Jersey,New JerseyMorris,242484,251899,42.6,494383
Ocean,New Jersey,New JerseyOcean,285371,306568,42.9,591939
Passaic,New Jersey,New JerseyPassaic,245463,258578,37,504041
Salem,New Jersey,New JerseySalem,30982,32354,42,63336
Somerset,New Jersey,New JerseySomerset,161296,168880,41.6,330176
Sussex,New Jersey,New JerseySussex,70730,71568,44.5,142298
Union,New Jersey,New JerseyUnion,269450,283616,38.5,553066
Warren,New Jersey,New JerseyWarren,51936,54357,44,106293
Bernalillo,New Mexico,New MexicoBernalillo,332271,345421,37.3,677692
Catron,New Mexico,New MexicoCatron,1930,1609,59.1,3539
Chaves,New Mexico,New MexicoChaves,32600,32859,35.6,65459
Cibola,New Mexico,New MexicoCibola,13648,13330,36.8,26978
Colfax,New Mexico,New MexicoColfax,6309,6044,49,12353
Curry,New Mexico,New MexicoCurry,26109,24090,31.1,50199
De,New Mexico,New MexicoDe,1052,1008,37,2060
Do�a,New Mexico,New MexicoDo�a,105774,109564,32.9,215338
Eddy,New Mexico,New MexicoEddy,28989,28448,35.3,57437
Grant,New Mexico,New MexicoGrant,13869,14192,45.8,28061
Guadalupe,New Mexico,New MexicoGuadalupe,2507,1875,42.6,4382
Harding,New Mexico,New MexicoHarding,266,193,60.1,459
Hidalgo,New Mexico,New MexicoHidalgo,2149,2222,43.3,4371
Lea,New Mexico,New MexicoLea,36137,33989,31.7,70126
Lincoln,New Mexico,New MexicoLincoln,9228,10254,51,19482
Los,New Mexico,New MexicoLos,9353,9003,42.5,18356
Luna,New Mexico,New MexicoLuna,12020,12244,37.8,24264
McKinley,New Mexico,New MexicoMcKinley,35158,37691,32,72849
Mora,New Mexico,New MexicoMora,2230,2333,49.2,4563
Otero,New Mexico,New MexicoOtero,33886,31859,35.6,65745
Quay,New Mexico,New MexicoQuay,3881,4492,43.8,8373
Rio,New Mexico,New MexicoRio,19250,20057,40.6,39307
Roosevelt,New Mexico,New MexicoRoosevelt,9523,9594,29.8,19117
Sandoval,New Mexico,New MexicoSandoval,68955,71814,39.9,140769
SanJuan,New Mexico,New MexicoSanJuan,63123,64332,35,127455
SanMiguel,New Mexico,New MexicoSanMiguel,14108,13926,43.2,28034
Santa,New Mexico,New MexicoSanta,72344,76573,45.8,148917
Sierra,New Mexico,New MexicoSierra,5516,5619,56,11135
Socorro,New Mexico,New MexicoSocorro,8799,8201,39.2,17000
Taos,New Mexico,New MexicoTaos,16076,16812,48.2,32888
Torrance,New Mexico,New MexicoTorrance,8358,7237,43.6,15595
Union,New Mexico,New MexicoUnion,2302,1873,40.6,4175
Valencia,New Mexico,New MexicoValencia,38130,37826,39.1,75956
Albany,New York,New YorkAlbany,148910,158516,37.9,307426
Allegany,New York,New YorkAllegany,23755,23270,38.8,47025
Bronx,New York,New YorkBronx,676963,760909,33.9,1437872
Broome,New York,New YorkBroome,95608,98794,39.8,194402
Cattaraugus,New York,New YorkCattaraugus,38491,39195,42,77686
Cayuga,New York,New YorkCayuga,39982,37886,42.7,77868
Chautauqua,New York,New YorkChautauqua,63960,65696,42.5,129656
Chemung,New York,New YorkChemung,42556,43184,41.3,85740
Chenango,New York,New YorkChenango,24227,24121,44.7,48348
Clinton,New York,New YorkClinton,41499,39295,39.3,80794
Columbia,New York,New YorkColumbia,30495,30424,47.8,60919
Cortland,New York,New YorkCortland,23550,24573,36.4,48123
Delaware,New York,New YorkDelaware,22943,22559,47.5,45502
Dutchess,New York,New YorkDutchess,146174,147720,42,293894
Erie,New York,New YorkErie,444998,474868,40.4,919866
Essex,New York,New YorkEssex,19622,18129,47,37751
Franklin,New York,New YorkFranklin,27816,22876,40.6,50692
Fulton,New York,New YorkFulton,26847,26896,43.8,53743
Genesee,New York,New YorkGenesee,29022,29090,43.3,58112
Greene,New York,New YorkGreene,24903,22714,45.8,47617
Hamilton,New York,New YorkHamilton,2347,2228,54,4575
Herkimer,New York,New YorkHerkimer,30918,31587,44,62505
Jefferson,New York,New YorkJefferson,59931,54517,32.4,114448
Kings,New York,New YorkKings,1231912,1368835,35.1,2600747
Lewis,New York,New YorkLewis,13451,13268,42,26719
Livingston,New York,New YorkLivingston,32050,31857,40.8,63907
Madison,New York,New YorkMadison,35252,36107,41.7,71359
Monroe,New York,New YorkMonroe,359374,384874,38.9,744248
Montgomery,New York,New YorkMontgomery,24265,25161,41.4,49426
Nassau,New York,New YorkNassau,659405,697159,41.6,1356564
New,New York,New YorkNew,772144,860336,37.3,1632480
Niagara,New York,New YorkNiagara,103127,108577,43.2,211704
Oneida,New York,New YorkOneida,115089,115693,41.2,230782
Onondaga,New York,New YorkOnondaga,223995,240247,39,464242
Ontario,New York,New YorkOntario,53704,55768,43.5,109472
Orange,New York,New YorkOrange,189484,188743,36.9,378227
Orleans,New York,New YorkOrleans,20539,20636,43.2,41175
Oswego,New York,New YorkOswego,59648,59456,40,119104
Otsego,New York,New YorkOtsego,29127,31117,42,60244
Putnam,New York,New YorkPutnam,49296,49774,44.1,99070
Queens,New York,New YorkQueens,1114654,1183859,38.7,2298513
Rensselaer,New York,New YorkRensselaer,78611,80820,39.9,159431
Richmond,New York,New YorkRichmond,229424,244677,40,474101
Rockland,New York,New YorkRockland,158667,165019,36.1,323686
St.,New York,New YorkSt.,55780,53778,38.9,109558
Saratoga,New York,New YorkSaratoga,112468,114909,42.6,227377
Schenectady,New York,New YorkSchenectady,75453,79430,39.9,154883
Schoharie,New York,New YorkSchoharie,15620,15744,45.1,31364
Schuyler,New York,New YorkSchuyler,8979,9013,46.2,17992
Seneca,New York,New YorkSeneca,18096,16516,42.2,34612
Steuben,New York,New YorkSteuben,48397,48530,42.6,96927
Suffolk,New York,New YorkSuffolk,732269,755632,41.3,1487901
Sullivan,New York,New YorkSullivan,38595,36616,42.9,75211
Tioga,New York,New YorkTioga,24264,24781,44,49045
Tompkins,New York,New YorkTompkins,50823,52139,30.9,102962
Ulster,New York,New YorkUlster,88774,90529,43.7,179303
Warren,New York,New YorkWarren,31698,32782,46.4,64480
Washington,New York,New YorkWashington,32002,29826,44,61828
Wayne,New York,New YorkWayne,44971,45885,43.6,90856
Westchester,New York,New YorkWestchester,468898,499917,40.8,968815
Wyoming,New York,New YorkWyoming,21734,18831,41.9,40565
Yates,New York,New YorkYates,11999,13010,41.3,25009
Alamance,North Carolina,North CarolinaAlamance,76259,84317,39.5,160576
Alexander,North Carolina,North CarolinaAlexander,18942,18177,43.4,37119
Alleghany,North Carolina,North CarolinaAlleghany,5386,5587,49.5,10973
Anson,North Carolina,North CarolinaAnson,13285,12021,40.5,25306
Ashe,North Carolina,North CarolinaAshe,13168,13618,47.7,26786
Avery,North Carolina,North CarolinaAvery,9488,8013,44.4,17501
Beaufort,North Carolina,North CarolinaBeaufort,22709,24534,45.7,47243
Bertie,North Carolina,North CarolinaBertie,9895,9749,45.2,19644
Bladen,North Carolina,North CarolinaBladen,16054,17724,43.6,33778
Brunswick,North Carolina,North CarolinaBrunswick,61281,65579,52.8,126860
Buncombe,North Carolina,North CarolinaBuncombe,122297,132177,42.1,254474
Burke,North Carolina,North CarolinaBurke,44798,44914,43.6,89712
Cabarrus,North Carolina,North CarolinaCabarrus,98094,103354,37.9,201448
Caldwell,North Carolina,North CarolinaCaldwell,40354,41425,44.1,81779
Camden,North Carolina,North CarolinaCamden,5263,5184,40.7,10447
Carteret,North Carolina,North CarolinaCarteret,33839,35081,47.9,68920
Caswell,North Carolina,North CarolinaCaswell,11393,11353,45.6,22746
Catawba,North Carolina,North CarolinaCatawba,76703,80026,41.4,156729
Chatham,North Carolina,North CarolinaChatham,33477,36314,46.7,69791
Cherokee,North Carolina,North CarolinaCherokee,13583,14085,50.9,27668
Chowan,North Carolina,North CarolinaChowan,6653,7552,44.7,14205
Clay,North Carolina,North CarolinaClay,5125,5688,52,10813
Cleveland,North Carolina,North CarolinaCleveland,46856,50303,41.9,97159
Columbus,North Carolina,North CarolinaColumbus,27981,28312,42,56293
Craven,North Carolina,North CarolinaCraven,52246,50836,36.6,103082
Cumberland,North Carolina,North CarolinaCumberland,165152,166954,31.2,332106
Currituck,North Carolina,North CarolinaCurrituck,12822,12974,42.9,25796
Dare,North Carolina,North CarolinaDare,17614,18127,46.1,35741
Davidson,North Carolina,North CarolinaDavidson,80508,84156,42.3,164664
Davie,North Carolina,North CarolinaDavie,20374,21617,45,41991
Duplin,North Carolina,North CarolinaDuplin,28780,30282,40.6,59062
Durham,North Carolina,North CarolinaDurham,146535,159922,35.2,306457
Edgecombe,North Carolina,North CarolinaEdgecombe,24856,28476,41,53332
Forsyth,North Carolina,North CarolinaForsyth,176337,195236,38.3,371573
Franklin,North Carolina,North CarolinaFranklin,32281,32621,41.3,64902
Gaston,North Carolina,North CarolinaGaston,104371,112214,40.1,216585
Gates,North Carolina,North CarolinaGates,5627,5936,45.7,11563
Graham,North Carolina,North CarolinaGraham,4210,4347,46,8557
Granville,North Carolina,North CarolinaGranville,30046,28828,42.6,58874
Greene,North Carolina,North CarolinaGreene,11593,9415,41.2,21008
Guilford,North Carolina,North CarolinaGuilford,248019,275563,37.1,523582
Halifax,North Carolina,North CarolinaHalifax,24959,26778,43.1,51737
Harnett,North Carolina,North CarolinaHarnett,64574,65787,34.2,130361
Haywood,North Carolina,North CarolinaHaywood,29220,31213,47.6,60433
Henderson,North Carolina,North CarolinaHenderson,54724,58901,47.1,113625
Hertford,North Carolina,North CarolinaHertford,11947,12206,42.1,24153
Hoke,North Carolina,North CarolinaHoke,26320,26919,32.5,53239
Hyde,North Carolina,North CarolinaHyde,2832,2561,40,5393
Iredell,North Carolina,North CarolinaIredell,84936,87589,40.4,172525
Jackson,North Carolina,North CarolinaJackson,20838,21418,37.5,42256
Johnston,North Carolina,North CarolinaJohnston,93865,97307,38.1,191172
Jones,North Carolina,North CarolinaJones,4828,4867,47.2,9695
Lee,North Carolina,North CarolinaLee,29225,30900,38.2,60125
Lenoir,North Carolina,North CarolinaLenoir,27391,29836,42.2,57227
Lincoln,North Carolina,North CarolinaLincoln,40372,41069,43.2,81441
McDowell,North Carolina,North CarolinaMcDowell,22833,22276,43.6,45109
Macon,North Carolina,North CarolinaMacon,16630,17780,49.8,34410
Madison,North Carolina,North CarolinaMadison,10502,10903,44,21405
Martin,North Carolina,North CarolinaMartin,10805,12249,46.1,23054
Mecklenburg,North Carolina,North CarolinaMecklenburg,506721,547593,35,1054314
Mitchell,North Carolina,North CarolinaMitchell,7400,7640,47.1,15040
Montgomery,North Carolina,North CarolinaMontgomery,13546,13792,43.3,27338
Moore,North Carolina,North CarolinaMoore,46002,49627,44.5,95629
Nash,North Carolina,North CarolinaNash,45125,48878,41.4,94003
New,North Carolina,North CarolinaNew,107274,116957,38.7,224231
Northampton,North Carolina,North CarolinaNorthampton,9845,10341,49,20186
Onslow,North Carolina,North CarolinaOnslow,107681,86231,26.2,193912
Orange,North Carolina,North CarolinaOrange,68187,74751,34.7,142938
Pamlico,North Carolina,North CarolinaPamlico,6563,6179,52.1,12742
Pasquotank,North Carolina,North CarolinaPasquotank,19146,20333,38.2,39479
Pender,North Carolina,North CarolinaPender,29239,29781,42.9,59020
Perquimans,North Carolina,North CarolinaPerquimans,6493,6966,49.6,13459
Person,North Carolina,North CarolinaPerson,18989,20316,43.2,39305
Pitt,North Carolina,North CarolinaPitt,83620,93752,32.2,177372
Polk,North Carolina,North CarolinaPolk,9682,10776,52.4,20458
Randolph,North Carolina,North CarolinaRandolph,70428,72530,41.5,142958
Richmond,North Carolina,North CarolinaRichmond,22124,23065,40.5,45189
Robeson,North Carolina,North CarolinaRobeson,64365,69077,36.4,133442
Rockingham,North Carolina,North CarolinaRockingham,43989,47281,44.5,91270
Rowan,North Carolina,North CarolinaRowan,69165,70440,40.2,139605
Rutherford,North Carolina,North CarolinaRutherford,32258,34274,44.7,66532
Sampson,North Carolina,North CarolinaSampson,31231,32330,40.3,63561
Scotland,North Carolina,North CarolinaScotland,17398,17864,39.4,35262
Stanly,North Carolina,North CarolinaStanly,30445,30669,42.3,61114
Stokes,North Carolina,North CarolinaStokes,22483,23422,46,45905
Surry,North Carolina,North CarolinaSurry,34858,37241,43.8,72099
Swain,North Carolina,North CarolinaSwain,6799,7455,41.4,14254
Transylvania,North Carolina,North CarolinaTransylvania,16045,17468,50.7,33513
Tyrrell,North Carolina,North CarolinaTyrrell,2365,1754,49.2,4119
Union,North Carolina,North CarolinaUnion,111658,115036,38,226694
Vance,North Carolina,North CarolinaVance,20823,23659,40.7,44482
Wake,North Carolina,North CarolinaWake,508866,537692,36,1046558
Warren,North Carolina,North CarolinaWarren,9985,10048,47.6,20033
Washington,North Carolina,North CarolinaWashington,5726,6430,45.5,12156
Watauga,North Carolina,North CarolinaWatauga,27145,26972,31.2,54117
Wayne,North Carolina,North CarolinaWayne,60640,63362,37.6,124002
Wilkes,North Carolina,North CarolinaWilkes,33719,34741,44.5,68460
Wilson,North Carolina,North CarolinaWilson,38362,42974,40.6,81336
Yadkin,North Carolina,North CarolinaYadkin,18666,18999,44.1,37665
Yancey,North Carolina,North CarolinaYancey,8648,9019,47.4,17667
Adams,North Dakota,North DakotaAdams,1115,1236,46.1,2351
Barnes,North Dakota,North DakotaBarnes,5430,5406,44.9,10836
Benson,North Dakota,North DakotaBenson,3529,3357,30.5,6886
Billings,North Dakota,North DakotaBillings,556,390,40.6,946
Bottineau,North Dakota,North DakotaBottineau,3457,3132,45.1,6589
Bowman,North Dakota,North DakotaBowman,1590,1605,41.4,3195
Burke,North Dakota,North DakotaBurke,1183,1030,34.6,2213
Burleigh,North Dakota,North DakotaBurleigh,47152,46585,36.9,93737
Cass,North Dakota,North DakotaCass,88346,85856,32.2,174202
Cavalier,North Dakota,North DakotaCavalier,1959,1865,49.9,3824
Dickey,North Dakota,North DakotaDickey,2450,2520,43.1,4970
Divide,North Dakota,North DakotaDivide,1174,1195,54,2369
Dunn,North Dakota,North DakotaDunn,2298,2089,38.8,4387
Eddy,North Dakota,North DakotaEddy,1085,1228,44,2313
Emmons,North Dakota,North DakotaEmmons,1704,1648,52.6,3352
Foster,North Dakota,North DakotaFoster,1616,1674,45.6,3290
Golden,North Dakota,North DakotaGolden,892,990,44.6,1882
Grand,North Dakota,North DakotaGrand,36536,33864,29.5,70400
Grant,North Dakota,North DakotaGrant,1205,1175,51.9,2380
Griggs,North Dakota,North DakotaGriggs,1142,1124,50.2,2266
Hettinger,North Dakota,North DakotaHettinger,1250,1326,45.1,2576
Kidder,North Dakota,North DakotaKidder,1301,1159,45.2,2460
LaMoure,North Dakota,North DakotaLaMoure,2148,1952,48.4,4100
Logan,North Dakota,North DakotaLogan,1000,927,52.6,1927
McHenry,North Dakota,North DakotaMcHenry,3034,2893,42.8,5927
McIntosh,North Dakota,North DakotaMcIntosh,1323,1331,53.5,2654
McKenzie,North Dakota,North DakotaMcKenzie,6822,5714,30.7,12536
McLean,North Dakota,North DakotaMcLean,4958,4650,46.1,9608
Mercer,North Dakota,North DakotaMercer,4406,4164,43.9,8570
Morton,North Dakota,North DakotaMorton,15753,14791,37.7,30544
Mountrail,North Dakota,North DakotaMountrail,5489,4663,33.5,10152
Nelson,North Dakota,North DakotaNelson,1485,1435,52.9,2920
Oliver,North Dakota,North DakotaOliver,935,902,50,1837
Pembina,North Dakota,North DakotaPembina,3649,3367,47.9,7016
Pierce,North Dakota,North DakotaPierce,2115,2095,45.8,4210
Ramsey,North Dakota,North DakotaRamsey,5886,5671,41.6,11557
Ransom,North Dakota,North DakotaRansom,2677,2684,46.4,5361
Renville,North Dakota,North DakotaRenville,1258,1237,41,2495
Richland,North Dakota,North DakotaRichland,8528,7760,37.8,16288
Rolette,North Dakota,North DakotaRolette,7218,7385,30.8,14603
Sargent,North Dakota,North DakotaSargent,2052,1831,45.1,3883
Sheridan,North Dakota,North DakotaSheridan,723,682,51.5,1405
Sioux,North Dakota,North DakotaSioux,2209,2204,28.2,4413
Slope,North Dakota,North DakotaSlope,353,351,50.8,704
Stark,North Dakota,North DakotaStark,15864,15012,33.9,30876
Steele,North Dakota,North DakotaSteele,1001,909,50.5,1910
Stutsman,North Dakota,North DakotaStutsman,10875,10189,40.2,21064
Towner,North Dakota,North DakotaTowner,1197,1049,47.8,2246
Traill,North Dakota,North DakotaTraill,4077,3942,41.3,8019
Walsh,North Dakota,North DakotaWalsh,5543,5259,44.4,10802
Ward,North Dakota,North DakotaWard,35881,33153,31.4,69034
Wells,North Dakota,North DakotaWells,2003,2052,52.1,4055
Williams,North Dakota,North DakotaWilliams,18751,15310,31.5,34061
Adams,Ohio,OhioAdams,13950,13928,42,27878
Allen,Ohio,OhioAllen,52371,51271,39,103642
Ashland,Ohio,OhioAshland,26101,27376,40.3,53477
Ashtabula,Ohio,OhioAshtabula,49335,48801,42.4,98136
Athens,Ohio,OhioAthens,32846,33090,28.9,65936
Auglaize,Ohio,OhioAuglaize,22705,23079,41.3,45784
Belmont,Ohio,OhioBelmont,34995,33477,44.5,68472
Brown,Ohio,OhioBrown,21649,22030,41.8,43679
Butler,Ohio,OhioButler,185536,192758,36.5,378294
Carroll,Ohio,OhioCarroll,13752,13826,45.3,27578
Champaign,Ohio,OhioChampaign,19366,19498,42.4,38864
Clark,Ohio,OhioClark,65405,69793,41.1,135198
Clermont,Ohio,OhioClermont,100124,103092,39.8,203216
Clinton,Ohio,OhioClinton,20769,21127,39.9,41896
Columbiana,Ohio,OhioColumbiana,52418,51585,44,104003
Coshocton,Ohio,OhioCoshocton,18108,18466,41.4,36574
Crawford,Ohio,OhioCrawford,20612,21409,43,42021
Cuyahoga,Ohio,OhioCuyahoga,597647,656136,40.3,1253783
Darke,Ohio,OhioDarke,25557,26177,41.8,51734
Defiance,Ohio,OhioDefiance,19019,19260,40.6,38279
Delaware,Ohio,OhioDelaware,97504,99504,38.6,197008
Erie,Ohio,OhioErie,36863,38273,44.8,75136
Fairfield,Ohio,OhioFairfield,76254,76656,39.3,152910
Fayette,Ohio,OhioFayette,13960,14685,40.7,28645
Franklin,Ohio,OhioFranklin,622353,652980,34,1275333
Fulton,Ohio,OhioFulton,20940,21365,40.8,42305
Gallia,Ohio,OhioGallia,14802,15393,40.6,30195
Geauga,Ohio,OhioGeauga,46425,47536,44.6,93961
Greene,Ohio,OhioGreene,81592,84219,38.1,165811
Guernsey,Ohio,OhioGuernsey,19522,19752,42.5,39274
Hamilton,Ohio,OhioHamilton,391728,420309,36.8,812037
Hancock,Ohio,OhioHancock,37306,38384,39.2,75690
Hardin,Ohio,OhioHardin,15639,15903,35.5,31542
Harrison,Ohio,OhioHarrison,7566,7741,46,15307
Henry,Ohio,OhioHenry,13440,13876,41.3,27316
Highland,Ohio,OhioHighland,21136,21871,40.4,43007
Hocking,Ohio,OhioHocking,14129,14366,42.9,28495
Holmes,Ohio,OhioHolmes,21874,21985,31.3,43859
Huron,Ohio,OhioHuron,28770,29687,39.6,58457
Jackson,Ohio,OhioJackson,15885,16639,40.1,32524
Jefferson,Ohio,OhioJefferson,32489,34397,44.8,66886
Knox,Ohio,OhioKnox,29959,31256,38.9,61215
Lake,Ohio,OhioLake,112379,117673,43.7,230052
Lawrence,Ohio,OhioLawrence,29728,30894,41.6,60622
Licking,Ohio,OhioLicking,84398,87895,39.7,172293
Logan,Ohio,OhioLogan,22336,22971,40.8,45307
Lorain,Ohio,OhioLorain,151054,155659,41.8,306713
Lucas,Ohio,OhioLucas,209580,222799,37.9,432379
Madison,Ohio,OhioMadison,24041,19947,40.7,43988
Mahoning,Ohio,OhioMahoning,112742,118322,43.5,231064
Marion,Ohio,OhioMarion,34700,30644,41.3,65344
Medina,Ohio,OhioMedina,87695,89562,41.9,177257
Meigs,Ohio,OhioMeigs,11474,11686,43.6,23160
Mercer,Ohio,OhioMercer,20578,20228,39.9,40806
Miami,Ohio,OhioMiami,51847,52953,41.6,104800
Monroe,Ohio,OhioMonroe,7012,7078,46.3,14090
Montgomery,Ohio,OhioMontgomery,256154,275880,39.3,532034
Morgan,Ohio,OhioMorgan,7349,7353,44.3,14702
Morrow,Ohio,OhioMorrow,17461,17515,41.7,34976
Muskingum,Ohio,OhioMuskingum,41719,44357,40.2,86076
Noble,Ohio,OhioNoble,8616,5827,49.7,14443
Ottawa,Ohio,OhioOttawa,20215,20494,49,40709
Paulding,Ohio,OhioPaulding,9413,9459,42,18872
Perry,Ohio,OhioPerry,18019,17966,39.9,35985
Pickaway,Ohio,OhioPickaway,30202,27218,39.4,57420
Pike,Ohio,OhioPike,13945,14269,40.8,28214
Portage,Ohio,OhioPortage,79741,82903,37.9,162644
Preble,Ohio,OhioPreble,20397,20810,42.6,41207
Putnam,Ohio,OhioPutnam,16960,17009,40,33969
Richland,Ohio,OhioRichland,61593,59731,41.3,121324
Ross,Ohio,OhioRoss,40551,36500,40.9,77051
Sandusky,Ohio,OhioSandusky,29394,29905,41.8,59299
Scioto,Ohio,OhioScioto,37604,38773,39.9,76377
Seneca,Ohio,OhioSeneca,27649,27826,39.4,55475
Shelby,Ohio,OhioShelby,24657,24140,39.4,48797
Stark,Ohio,OhioStark,181448,192027,41.9,373475
Summit,Ohio,OhioSummit,262858,278952,40.9,541810
Trumbull,Ohio,OhioTrumbull,98467,103327,44.2,201794
Tuscarawas,Ohio,OhioTuscarawas,45411,47115,41,92526
Union,Ohio,OhioUnion,26847,28807,38.4,55654
Van,Ohio,OhioVan,13891,14390,40.9,28281
Vinton,Ohio,OhioVinton,6584,6527,42.2,13111
Warren,Ohio,OhioWarren,114030,112534,39.3,226564
Washington,Ohio,OhioWashington,29953,30718,44.1,60671
Wayne,Ohio,OhioWayne,57690,58518,38.5,116208
Williams,Ohio,OhioWilliams,18266,18670,41.2,36936
Wood,Ohio,OhioWood,63995,65941,34.8,129936
Wyandot,Ohio,OhioWyandot,10923,11184,42.1,22107
Adair,Oklahoma,OklahomaAdair,10969,11144,37.6,22113
Alfalfa,Oklahoma,OklahomaAlfalfa,3477,2380,42.9,5857
Atoka,Oklahoma,OklahomaAtoka,7306,6568,40.6,13874
Beaver,Oklahoma,OklahomaBeaver,2756,2659,40.3,5415
Beckham,Oklahoma,OklahomaBeckham,12222,10399,35.7,22621
Blaine,Oklahoma,OklahomaBlaine,5038,4596,42.4,9634
Bryan,Oklahoma,OklahomaBryan,22228,23531,37.5,45759
Caddo,Oklahoma,OklahomaCaddo,15361,13981,37.3,29342
Canadian,Oklahoma,OklahomaCanadian,67922,68788,35.9,136710
Carter,Oklahoma,OklahomaCarter,23494,24912,38.2,48406
Cherokee,Oklahoma,OklahomaCherokee,23863,24736,35.1,48599
Choctaw,Oklahoma,OklahomaChoctaw,7170,7716,42,14886
Cimarron,Oklahoma,OklahomaCimarron,1095,1094,43,2189
Cleveland,Oklahoma,OklahomaCleveland,138143,138590,33.9,276733
Coal,Oklahoma,OklahomaCoal,2818,2800,41.6,5618
Comanche,Oklahoma,OklahomaComanche,63585,58976,33,122561
Cotton,Oklahoma,OklahomaCotton,2984,2945,42.9,5929
Craig,Oklahoma,OklahomaCraig,7394,7099,42.3,14493
Creek,Oklahoma,OklahomaCreek,35189,35971,40.2,71160
Custer,Oklahoma,OklahomaCuster,14413,14796,31,29209
Delaware,Oklahoma,OklahomaDelaware,20756,21356,46.7,42112
Dewey,Oklahoma,OklahomaDewey,2449,2469,40.2,4918
Ellis,Oklahoma,OklahomaEllis,1954,2118,44.1,4072
Garfield,Oklahoma,OklahomaGarfield,31003,31187,36,62190
Garvin,Oklahoma,OklahomaGarvin,13807,14016,39.2,27823
Grady,Oklahoma,OklahomaGrady,27348,27385,38.9,54733
Grant,Oklahoma,OklahomaGrant,2240,2178,43.3,4418
Greer,Oklahoma,OklahomaGreer,3419,2524,41.2,5943
Harmon,Oklahoma,OklahomaHarmon,1299,1422,41,2721
Harper,Oklahoma,OklahomaHarper,1887,1960,38,3847
Haskell,Oklahoma,OklahomaHaskell,6311,6393,40.6,12704
Hughes,Oklahoma,OklahomaHughes,7184,6276,39,13460
Jackson,Oklahoma,OklahomaJackson,12579,12805,34.2,25384
Jefferson,Oklahoma,OklahomaJefferson,3104,3119,41.9,6223
Johnston,Oklahoma,OklahomaJohnston,5458,5583,39.8,11041
Kay,Oklahoma,OklahomaKay,22275,22605,38.6,44880
Kingfisher,Oklahoma,OklahomaKingfisher,7800,7818,36.2,15618
Kiowa,Oklahoma,OklahomaKiowa,4463,4538,43.1,9001
Latimer,Oklahoma,OklahomaLatimer,5312,5183,41.3,10495
Le,Oklahoma,OklahomaLe,25067,24842,39.4,49909
