,State_x,Area_name,First Word of Each County,# Employed,State_y,# Unemployed
1275,MI,"Crawford County, MI",Crawford,5070.0,MI,590.0
1276,MI,"Delta County, MI",Delta,15466.0,MI,1482.0
1277,MI,"Dickinson County, MI",Dickinson,11347.0,MI,859.0
1278,MI,"Eaton County, MI",Eaton,51803.0,MI,4309.0
1279,MI,"Emmet County, MI",Emmet,15415.0,MI,1804.0
1280,MI,"Genesee County, MI",Genesee,159859.0,MI,20074.0
1281,MI,"Gladwin County, MI",Gladwin,8915.0,MI,961.0
1282,MI,"Gogebic County, MI",Gogebic,5402.0,MI,450.0
1283,MI,"Grand Traverse County, MI",Grand,44869.0,MI,4105.0
1284,MI,"Gratiot County, MI",Gratiot,16497.0,MI,1430.0
1285,MI,"Hillsdale County, MI",Hillsdale,18261.0,MI,1827.0
1286,MI,"Houghton County, MI",Houghton,14789.0,MI,1156.0
1287,MI,"Huron County, MI",Huron,14231.0,MI,1323.0
1288,MI,"Ingham County, MI",Ingham,136006.0,MI,10954.0
1289,MI,"Ionia County, MI",Ionia,28000.0,MI,2414.0
1290,MI,"Iosco County, MI",Iosco,9089.0,MI,1063.0
1291,MI,"Iron County, MI",Iron,4581.0,MI,404.0
1292,MI,"Isabella County, MI",Isabella,30354.0,MI,2768.0
1293,MI,"Jackson County, MI",Jackson,67407.0,MI,6668.0
1294,MI,"Kalamazoo County, MI",Kalamazoo,122130.0,MI,9488.0
1295,MI,"Kalkaska County, MI",Kalkaska,7029.0,MI,875.0
1296,MI,"Kent County, MI",Kent,330032.0,MI,27091.0
1297,MI,"Keweenaw County, MI",Keweenaw,805.0,MI,79.0
1298,MI,"Lake County, MI",Lake,3560.0,MI,429.0
1299,MI,"Lapeer County, MI",Lapeer,35123.0,MI,5015.0
1300,MI,"Leelanau County, MI",Leelanau,9445.0,MI,816.0
1301,MI,"Lenawee County, MI",Lenawee,41492.0,MI,4105.0
1302,MI,"Livingston County, MI",Livingston,90819.0,MI,8779.0
1303,MI,"Luce County, MI",Luce,2063.0,MI,194.0
1304,MI,"Mackinac County, MI",Mackinac,4335.0,MI,668.0
1305,MI,"Macomb County, MI",Macomb,386942.0,MI,52568.0
1306,MI,"Manistee County, MI",Manistee,9164.0,MI,1106.0
1307,MI,"Marquette County, MI",Marquette,29121.0,MI,2637.0
1308,MI,"Mason County, MI",Mason,12142.0,MI,1232.0
1309,MI,"Mecosta County, MI",Mecosta,16740.0,MI,1675.0
1310,MI,"Menominee County, MI",Menominee,10008.0,MI,686.0
1311,MI,"Midland County, MI",Midland,36742.0,MI,2964.0
1312,MI,"Missaukee County, MI",Missaukee,6291.0,MI,632.0
1313,MI,"Monroe County, MI",Monroe,67764.0,MI,6633.0
1314,MI,"Montcalm County, MI",Montcalm,25578.0,MI,2555.0
1315,MI,"Montmorency County, MI",Montmorency,2624.0,MI,397.0
1316,MI,"Muskegon County, MI",Muskegon,68681.0,MI,8859.0
1317,MI,"Newaygo County, MI",Newaygo,21319.0,MI,2021.0
1318,MI,"Oakland County, MI",Oakland,588572.0,MI,60170.0
1319,MI,"Oceana County, MI",Oceana,10783.0,MI,1241.0
1320,MI,"Ogemaw County, MI",Ogemaw,7167.0,MI,881.0
1321,MI,"Ontonagon County, MI",Ontonagon,1841.0,MI,212.0
1322,MI,"Osceola County, MI",Osceola,10641.0,MI,965.0
1323,MI,"Oscoda County, MI",Oscoda,2563.0,MI,347.0
1324,MI,"Otsego County, MI",Otsego,10455.0,MI,1196.0
1325,MI,"Ottawa County, MI",Ottawa,148077.0,MI,10859.0
1326,MI,"Presque Isle County, MI",Presque,4402.0,MI,549.0
1327,MI,"Roscommon County, MI",Roscommon,6885.0,MI,950.0
1328,MI,"Saginaw County, MI",Saginaw,76397.0,MI,8410.0
1329,MI,"St. Clair County, MI",St.,65042.0,MI,8855.0
1330,MI,"St. Joseph County, MI",St.,26418.0,MI,2634.0
1331,MI,"Sanilac County, MI",Sanilac,17641.0,MI,1900.0
1332,MI,"Schoolcraft County, MI",Schoolcraft,2934.0,MI,314.0
1333,MI,"Shiawassee County, MI",Shiawassee,29839.0,MI,3020.0
1334,MI,"Tuscola County, MI",Tuscola,21344.0,MI,2395.0
1335,MI,"Van Buren County, MI",Van,31932.0,MI,2903.0
1336,MI,"Washtenaw County, MI",Washtenaw,181294.0,MI,12365.0
1337,MI,"Wayne County, MI",Wayne,686888.0,MI,110086.0
1338,MI,"Wexford County, MI",Wexford,13402.0,MI,1516.0
1339,MN,Minnesota,Minnesota,2903562.0,MN,191140.0
1340,MN,"Aitkin County, MN",Aitkin,6884.0,MN,603.0
1341,MN,"Anoka County, MN",Anoka,185714.0,MN,12590.0
1342,MN,"Becker County, MN",Becker,17644.0,MN,1173.0
1343,MN,"Beltrami County, MN",Beltrami,23306.0,MN,1559.0
1344,MN,"Benton County, MN",Benton,20597.0,MN,1465.0
1345,MN,"Big Stone County, MN",Big,2398.0,MN,119.0
1346,MN,"Blue Earth County, MN",Blue,38182.0,MN,2181.0
1347,MN,"Brown County, MN",Brown,13539.0,MN,731.0
1348,MN,"Carlton County, MN",Carlton,16435.0,MN,1280.0
1349,MN,"Carver County, MN",Carver,55626.0,MN,3047.0
1350,MN,"Cass County, MN",Cass,12905.0,MN,1301.0
1351,MN,"Chippewa County, MN",Chippewa,6435.0,MN,344.0
1352,MN,"Chisago County, MN",Chisago,28103.0,MN,1980.0
1353,MN,"Clay County, MN",Clay,34762.0,MN,1561.0
1354,MN,"Clearwater County, MN",Clearwater,4084.0,MN,423.0
1355,MN,"Cook County, MN",Cook,2699.0,MN,249.0
1356,MN,"Cottonwood County, MN",Cottonwood,5974.0,MN,291.0
1357,MN,"Crow Wing County, MN",Crow,29954.0,MN,2337.0
1358,MN,"Dakota County, MN",Dakota,227375.0,MN,15019.0
1359,MN,"Dodge County, MN",Dodge,11395.0,MN,647.0
1360,MN,"Douglas County, MN",Douglas,20252.0,MN,1019.0
1361,MN,"Faribault County, MN",Faribault,6651.0,MN,436.0
1362,MN,"Fillmore County, MN",Fillmore,11069.0,MN,585.0
1363,MN,"Freeborn County, MN",Freeborn,15344.0,MN,914.0
1364,MN,"Goodhue County, MN",Goodhue,25099.0,MN,1560.0
1365,MN,"Grant County, MN",Grant,3161.0,MN,176.0
1366,MN,"Hennepin County, MN",Hennepin,663738.0,MN,46532.0
1367,MN,"Houston County, MN",Houston,9869.0,MN,442.0
1368,MN,"Hubbard County, MN",Hubbard,9207.0,MN,700.0
1369,MN,"Isanti County, MN",Isanti,19976.0,MN,1454.0
1370,MN,"Itasca County, MN",Itasca,20240.0,MN,1860.0
1371,MN,"Jackson County, MN",Jackson,5493.0,MN,279.0
1372,MN,"Kanabec County, MN",Kanabec,8380.0,MN,729.0
1373,MN,"Kandiyohi County, MN",Kandiyohi,23512.0,MN,1184.0
1374,MN,"Kittson County, MN",Kittson,2300.0,MN,111.0
1375,MN,"Koochiching County, MN",Koochiching,5367.0,MN,429.0
1376,MN,"Lac qui Parle County, MN",Lac,3363.0,MN,166.0
1377,MN,"Lake County, MN",Lake,4889.0,MN,384.0
1378,MN,"Lake of the Woods County, MN",Lake,2292.0,MN,150.0
1379,MN,"Le Sueur County, MN",Le,15092.0,MN,1094.0
1380,MN,"Lincoln County, MN",Lincoln,2986.0,MN,139.0
1381,MN,"Lyon County, MN",Lyon,13719.0,MN,645.0
1382,MN,"McLeod County, MN",McLeod,18145.0,MN,1091.0
1383,MN,"Mahnomen County, MN",Mahnomen,1912.0,MN,286.0
1384,MN,"Marshall County, MN",Marshall,5098.0,MN,353.0
1385,MN,"Martin County, MN",Martin,9474.0,MN,520.0
1386,MN,"Meeker County, MN",Meeker,12567.0,MN,684.0
1387,MN,"Mille Lacs County, MN",Mille,11847.0,MN,1090.0
1388,MN,"Morrison County, MN",Morrison,16724.0,MN,1212.0
1389,MN,"Mower County, MN",Mower,19889.0,MN,1040.0
1390,MN,"Murray County, MN",Murray,4589.0,MN,245.0
1391,MN,"Nicollet County, MN",Nicollet,19755.0,MN,997.0
1392,MN,"Nobles County, MN",Nobles,11114.0,MN,488.0
1393,MN,"Norman County, MN",Norman,3079.0,MN,208.0
1394,MN,"Olmsted County, MN",Olmsted,86093.0,MN,4937.0
1395,MN,"Otter Tail County, MN",Otter,29790.0,MN,1698.0
1396,MN,"Pennington County, MN",Pennington,8130.0,MN,533.0
1397,MN,"Pine County, MN",Pine,13326.0,MN,1255.0
1398,MN,"Pipestone County, MN",Pipestone,4481.0,MN,189.0
1399,MN,"Polk County, MN",Polk,15485.0,MN,918.0
1400,MN,"Pope County, MN",Pope,6222.0,MN,290.0
1401,MN,"Ramsey County, MN",Ramsey,270117.0,MN,20064.0
1402,MN,"Red Lake County, MN",Red,2087.0,MN,143.0
1403,MN,"Redwood County, MN",Redwood,7352.0,MN,430.0
1404,MN,"Renville County, MN",Renville,8122.0,MN,476.0
1405,MN,"Rice County, MN",Rice,35242.0,MN,1951.0
1406,MN,"Rock County, MN",Rock,5632.0,MN,176.0
1407,MN,"Roseau County, MN",Roseau,7462.0,MN,455.0
1408,MN,"St. Louis County, MN",St.,93824.0,MN,7286.0
1409,MN,"Scott County, MN",Scott,78940.0,MN,4957.0
1410,MN,"Sherburne County, MN",Sherburne,49247.0,MN,3187.0
1411,MN,"Sibley County, MN",Sibley,7912.0,MN,461.0
1412,MN,"Stearns County, MN",Stearns,85650.0,MN,5213.0
1413,MN,"Steele County, MN",Steele,19218.0,MN,1112.0
1414,MN,"Stevens County, MN",Stevens,5269.0,MN,177.0
1415,MN,"Swift County, MN",Swift,4599.0,MN,282.0
1416,MN,"Todd County, MN",Todd,13057.0,MN,729.0
1417,MN,"Traverse County, MN",Traverse,1676.0,MN,77.0
1418,MN,"Wabasha County, MN",Wabasha,11780.0,MN,659.0
1419,MN,"Wadena County, MN",Wadena,5564.0,MN,460.0
1420,MN,"Waseca County, MN",Waseca,8515.0,MN,566.0
1421,MN,"Washington County, MN",Washington,135509.0,MN,8074.0
1422,MN,"Watonwan County, MN",Watonwan,6356.0,MN,308.0
1423,MN,"Wilkin County, MN",Wilkin,3316.0,MN,142.0
1424,MN,"Winona County, MN",Winona,26800.0,MN,1393.0
1425,MN,"Wright County, MN",Wright,71523.0,MN,4198.0
1426,MN,"Yellow Medicine County, MN",Yellow,5069.0,MN,245.0
1427,MS,Mississippi,Mississippi,1157546.0,MS,101801.0
1428,MS,"Adams County, MS",Adams,9441.0,MS,1168.0
1429,MS,"Alcorn County, MS",Alcorn,14458.0,MS,961.0
1430,MS,"Amite County, MS",Amite,4084.0,MS,376.0
1431,MS,"Attala County, MS",Attala,6397.0,MS,580.0
1432,MS,"Benton County, MS",Benton,2745.0,MS,250.0
1433,MS,"Bolivar County, MS",Bolivar,10531.0,MS,1006.0
1434,MS,"Calhoun County, MS",Calhoun,5146.0,MS,452.0
1435,MS,"Carroll County, MS",Carroll,3195.0,MS,267.0
1436,MS,"Chickasaw County, MS",Chickasaw,6207.0,MS,757.0
1437,MS,"Choctaw County, MS",Choctaw,3370.0,MS,231.0
1438,MS,"Claiborne County, MS",Claiborne,2657.0,MS,448.0
1439,MS,"Clarke County, MS",Clarke,5355.0,MS,491.0
1440,MS,"Clay County, MS",Clay,7021.0,MS,925.0
1441,MS,"Coahoma County, MS",Coahoma,7314.0,MS,1048.0
1442,MS,"Copiah County, MS",Copiah,9871.0,MS,888.0
1443,MS,"Covington County, MS",Covington,7803.0,MS,576.0
1444,MS,"DeSoto County, MS",DeSoto,85029.0,MS,5469.0
1445,MS,"Forrest County, MS",Forrest,30328.0,MS,2655.0
1446,MS,"Franklin County, MS",Franklin,2541.0,MS,229.0
1447,MS,"George County, MS",George,8195.0,MS,818.0
1448,MS,"Greene County, MS",Greene,3917.0,MS,420.0
1449,MS,"Grenada County, MS",Grenada,8638.0,MS,667.0
1450,MS,"Hancock County, MS",Hancock,17106.0,MS,1586.0
1451,MS,"Harrison County, MS",Harrison,79148.0,MS,8262.0
1452,MS,"Hinds County, MS",Hinds,94636.0,MS,9755.0
1453,MS,"Holmes County, MS",Holmes,4634.0,MS,896.0
1454,MS,"Humphreys County, MS",Humphreys,1897.0,MS,328.0
1455,MS,"Issaquena County, MS",Issaquena,307.0,MS,31.0
1456,MS,"Itawamba County, MS",Itawamba,9621.0,MS,722.0
1457,MS,"Jackson County, MS",Jackson,52868.0,MS,5567.0
1458,MS,"Jasper County, MS",Jasper,5551.0,MS,543.0
1459,MS,"Jefferson County, MS",Jefferson,1623.0,MS,366.0
1460,MS,"Jefferson Davis County, MS",Jefferson,3636.0,MS,386.0
1461,MS,"Jones County, MS",Jones,23813.0,MS,1808.0
1462,MS,"Kemper County, MS",Kemper,3093.0,MS,330.0
1463,MS,"Lafayette County, MS",Lafayette,24955.0,MS,1615.0
1464,MS,"Lamar County, MS",Lamar,28709.0,MS,1835.0
1465,MS,"Lauderdale County, MS",Lauderdale,27416.0,MS,2222.0
1466,MS,"Lawrence County, MS",Lawrence,4276.0,MS,407.0
1467,MS,"Leake County, MS",Leake,7424.0,MS,634.0
1468,MS,"Lee County, MS",Lee,37985.0,MS,3362.0
1469,MS,"Leflore County, MS",Leflore,8816.0,MS,1057.0
1470,MS,"Lincoln County, MS",Lincoln,13484.0,MS,1069.0
1471,MS,"Lowndes County, MS",Lowndes,23038.0,MS,2085.0
1472,MS,"Madison County, MS",Madison,48927.0,MS,3449.0
1473,MS,"Marion County, MS",Marion,9459.0,MS,719.0
1474,MS,"Marshall County, MS",Marshall,13053.0,MS,1066.0
1475,MS,"Monroe County, MS",Monroe,14297.0,MS,1395.0
1476,MS,"Montgomery County, MS",Montgomery,3610.0,MS,316.0
1477,MS,"Neshoba County, MS",Neshoba,9415.0,MS,967.0
1478,MS,"Newton County, MS",Newton,7374.0,MS,636.0
1479,MS,"Noxubee County, MS",Noxubee,3459.0,MS,429.0
1480,MS,"Oktibbeha County, MS",Oktibbeha,20414.0,MS,1682.0
1481,MS,"Panola County, MS",Panola,11488.0,MS,1251.0
1482,MS,"Pearl River County, MS",Pearl,21502.0,MS,1698.0
1483,MS,"Perry County, MS",Perry,3876.0,MS,369.0
1484,MS,"Pike County, MS",Pike,13366.0,MS,1308.0
1485,MS,"Pontotoc County, MS",Pontotoc,13755.0,MS,1156.0
1486,MS,"Prentiss County, MS",Prentiss,10428.0,MS,779.0
1487,MS,"Quitman County, MS",Quitman,2099.0,MS,256.0
1488,MS,"Rankin County, MS",Rankin,70428.0,MS,3949.0
1489,MS,"Scott County, MS",Scott,11942.0,MS,739.0
1490,MS,"Sharkey County, MS",Sharkey,1314.0,MS,161.0
1491,MS,"Simpson County, MS",Simpson,9730.0,MS,715.0
1492,MS,"Smith County, MS",Smith,6248.0,MS,383.0
1493,MS,"Stone County, MS",Stone,6483.0,MS,529.0
1494,MS,"Sunflower County, MS",Sunflower,6651.0,MS,840.0
1495,MS,"Tallahatchie County, MS",Tallahatchie,4810.0,MS,387.0
1496,MS,"Tate County, MS",Tate,11070.0,MS,920.0
1497,MS,"Tippah County, MS",Tippah,8739.0,MS,655.0
1498,MS,"Tishomingo County, MS",Tishomingo,7849.0,MS,550.0
1499,MS,"Tunica County, MS",Tunica,3908.0,MS,682.0
1500,MS,"Union County, MS",Union,13150.0,MS,1006.0
1501,MS,"Walthall County, MS",Walthall,4575.0,MS,422.0
1502,MS,"Warren County, MS",Warren,18448.0,MS,1767.0
1503,MS,"Washington County, MS",Washington,14397.0,MS,1785.0
1504,MS,"Wayne County, MS",Wayne,6843.0,MS,651.0
1505,MS,"Webster County, MS",Webster,3603.0,MS,288.0
1506,MS,"Wilkinson County, MS",Wilkinson,2406.0,MS,371.0
1507,MS,"Winston County, MS",Winston,6723.0,MS,637.0
1508,MS,"Yalobusha County, MS",Yalobusha,4513.0,MS,387.0
1509,MS,"Yazoo County, MS",Yazoo,8917.0,MS,960.0
1510,MO,Missouri,Missouri,2867162.0,MO,185538.0
1511,MO,"Adair County, MO",Adair,9572.0,MO,514.0
1512,MO,"Andrew County, MO",Andrew,9355.0,MO,394.0
1513,MO,"Atchison County, MO",Atchison,2634.0,MO,110.0
1514,MO,"Audrain County, MO",Audrain,9728.0,MO,611.0
1515,MO,"Barry County, MO",Barry,14673.0,MO,1019.0
1516,MO,"Barton County, MO",Barton,4931.0,MO,256.0
1517,MO,"Bates County, MO",Bates,7255.0,MO,407.0
1518,MO,"Benton County, MO",Benton,6709.0,MO,526.0
1519,MO,"Bollinger County, MO",Bollinger,5105.0,MO,304.0
1520,MO,"Boone County, MO",Boone,92311.0,MO,4070.0
1521,MO,"Buchanan County, MO",Buchanan,41667.0,MO,2160.0
1522,MO,"Butler County, MO",Butler,17032.0,MO,1151.0
1523,MO,"Caldwell County, MO",Caldwell,4050.0,MO,229.0
1524,MO,"Callaway County, MO",Callaway,20410.0,MO,956.0
1525,MO,"Camden County, MO",Camden,17502.0,MO,1327.0
1526,MO,"Cape Girardeau County, MO",Cape,38254.0,MO,2079.0
1527,MO,"Carroll County, MO",Carroll,4397.0,MO,283.0
1528,MO,"Carter County, MO",Carter,2359.0,MO,165.0
1529,MO,"Cass County, MO",Cass,51203.0,MO,2876.0
1530,MO,"Cedar County, MO",Cedar,5478.0,MO,256.0
1531,MO,"Chariton County, MO",Chariton,3628.0,MO,153.0
1532,MO,"Christian County, MO",Christian,43008.0,MO,2233.0
1533,MO,"Clark County, MO",Clark,2979.0,MO,190.0
1534,MO,"Clay County, MO",Clay,128194.0,MO,8374.0
1535,MO,"Clinton County, MO",Clinton,9936.0,MO,628.0
1536,MO,"Cole County, MO",Cole,37432.0,MO,1719.0
1537,MO,"Cooper County, MO",Cooper,6818.0,MO,401.0
1538,MO,"Crawford County, MO",Crawford,10157.0,MO,695.0
1539,MO,"Dade County, MO",Dade,3405.0,MO,155.0
1540,MO,"Dallas County, MO",Dallas,6620.0,MO,414.0
1541,MO,"Daviess County, MO",Daviess,3948.0,MO,175.0
1542,MO,"DeKalb County, MO",DeKalb,4585.0,MO,206.0
1543,MO,"Dent County, MO",Dent,6045.0,MO,306.0
1544,MO,"Douglas County, MO",Douglas,4768.0,MO,399.0
1545,MO,"Dunklin County, MO",Dunklin,10718.0,MO,844.0
1546,MO,"Franklin County, MO",Franklin,49396.0,MO,3265.0
1547,MO,"Gasconade County, MO",Gasconade,7168.0,MO,438.0
1548,MO,"Gentry County, MO",Gentry,3289.0,MO,116.0
1549,MO,"Greene County, MO",Greene,142704.0,MO,8062.0
1550,MO,"Grundy County, MO",Grundy,4134.0,MO,199.0
1551,MO,"Harrison County, MO",Harrison,3639.0,MO,172.0
1552,MO,"Henry County, MO",Henry,9106.0,MO,567.0
1553,MO,"Hickory County, MO",Hickory,3683.0,MO,196.0
1554,MO,"Holt County, MO",Holt,2491.0,MO,87.0
1555,MO,"Howard County, MO",Howard,4622.0,MO,200.0
1556,MO,"Howell County, MO",Howell,15118.0,MO,1083.0
1557,MO,"Iron County, MO",Iron,3254.0,MO,246.0
1558,MO,"Jackson County, MO",Jackson,334471.0,MO,25742.0
1559,MO,"Jasper County, MO",Jasper,52968.0,MO,3186.0
1560,MO,"Jefferson County, MO",Jefferson,109655.0,MO,7119.0
1561,MO,"Johnson County, MO",Johnson,21796.0,MO,1312.0
1562,MO,"Knox County, MO",Knox,1686.0,MO,71.0
1563,MO,"Laclede County, MO",Laclede,15343.0,MO,1388.0
1564,MO,"Lafayette County, MO",Lafayette,15711.0,MO,871.0
1565,MO,"Lawrence County, MO",Lawrence,16599.0,MO,1073.0
1566,MO,"Lewis County, MO",Lewis,4723.0,MO,243.0
1567,MO,"Lincoln County, MO",Lincoln,26926.0,MO,1797.0
1568,MO,"Linn County, MO",Linn,4781.0,MO,312.0
1569,MO,"Livingston County, MO",Livingston,7107.0,MO,282.0
1570,MO,"McDonald County, MO",McDonald,10052.0,MO,526.0
1571,MO,"Macon County, MO",Macon,7079.0,MO,356.0
1572,MO,"Madison County, MO",Madison,5117.0,MO,358.0
1573,MO,"Maries County, MO",Maries,3720.0,MO,189.0
1574,MO,"Marion County, MO",Marion,13612.0,MO,687.0
1575,MO,"Mercer County, MO",Mercer,1821.0,MO,68.0
1576,MO,"Miller County, MO",Miller,11547.0,MO,761.0
1577,MO,"Mississippi County, MO",Mississippi,5396.0,MO,305.0
1578,MO,"Moniteau County, MO",Moniteau,7055.0,MO,313.0
1579,MO,"Monroe County, MO",Monroe,3564.0,MO,225.0
1580,MO,"Montgomery County, MO",Montgomery,5464.0,MO,286.0
1581,MO,"Morgan County, MO",Morgan,7755.0,MO,518.0
1582,MO,"New Madrid County, MO",New,7991.0,MO,492.0
1583,MO,"Newton County, MO",Newton,25179.0,MO,1553.0
1584,MO,"Nodaway County, MO",Nodaway,10232.0,MO,490.0
1585,MO,"Oregon County, MO",Oregon,3673.0,MO,265.0
1586,MO,"Osage County, MO",Osage,6824.0,MO,254.0
1587,MO,"Ozark County, MO",Ozark,3216.0,MO,251.0
1588,MO,"Pemiscot County, MO",Pemiscot,5770.0,MO,501.0
1589,MO,"Perry County, MO",Perry,9264.0,MO,562.0
1590,MO,"Pettis County, MO",Pettis,19218.0,MO,1408.0
1591,MO,"Phelps County, MO",Phelps,18833.0,MO,943.0
1592,MO,"Pike County, MO",Pike,7137.0,MO,412.0
1593,MO,"Platte County, MO",Platte,55275.0,MO,3183.0
1594,MO,"Polk County, MO",Polk,13661.0,MO,670.0
1595,MO,"Pulaski County, MO",Pulaski,13761.0,MO,822.0
1596,MO,"Putnam County, MO",Putnam,2175.0,MO,100.0
1597,MO,"Ralls County, MO",Ralls,5376.0,MO,251.0
1598,MO,"Randolph County, MO",Randolph,9605.0,MO,605.0
1599,MO,"Ray County, MO",Ray,10213.0,MO,753.0
1600,MO,"Reynolds County, MO",Reynolds,2756.0,MO,166.0
1601,MO,"Ripley County, MO",Ripley,4593.0,MO,394.0
1602,MO,"St. Charles County, MO",St.,212786.0,MO,11735.0
1603,MO,"St. Clair County, MO",St.,3534.0,MO,230.0
1604,MO,"Ste. Genevieve County, MO",Ste.,8782.0,MO,457.0
1605,MO,"St. Francois County, MO",St.,24562.0,MO,1852.0
1606,MO,"St. Louis County, MO",St.,491901.0,MO,32820.0
1607,MO,"Saline County, MO",Saline,10118.0,MO,479.0
1608,MO,"Schuyler County, MO",Schuyler,1849.0,MO,112.0
1609,MO,"Scotland County, MO",Scotland,2315.0,MO,78.0
1610,MO,"Scott County, MO",Scott,18814.0,MO,1058.0
1611,MO,"Shannon County, MO",Shannon,3098.0,MO,245.0
1612,MO,"Shelby County, MO",Shelby,2911.0,MO,136.0
1613,MO,"Stoddard County, MO",Stoddard,12450.0,MO,788.0
1614,MO,"Stone County, MO",Stone,11836.0,MO,1284.0
1615,MO,"Sullivan County, MO",Sullivan,2664.0,MO,121.0
1616,MO,"Taney County, MO",Taney,22866.0,MO,3393.0
1617,MO,"Texas County, MO",Texas,8434.0,MO,519.0
1618,MO,"Vernon County, MO",Vernon,9025.0,MO,411.0
1619,MO,"Warren County, MO",Warren,17150.0,MO,1057.0
1620,MO,"Washington County, MO",Washington,9415.0,MO,728.0
1621,MO,"Wayne County, MO",Wayne,4775.0,MO,310.0
1622,MO,"Webster County, MO",Webster,16396.0,MO,926.0
1623,MO,"Worth County, MO",Worth,1131.0,MO,49.0
1624,MO,"Wright County, MO",Wright,6851.0,MO,518.0
1625,MO,"St. Louis city, MO",St.,139334.0,MO,12958.0
1626,MT,Montana,Montana,508095.0,MT,31788.0
1627,MT,"Beaverhead County, MT",Beaverhead,4847.0,MT,203.0
1628,MT,"Big Horn County, MT",Big,4517.0,MT,357.0
1629,MT,"Blaine County, MT",Blaine,2169.0,MT,109.0
1630,MT,"Broadwater County, MT",Broadwater,2442.0,MT,163.0
1631,MT,"Carbon County, MT",Carbon,5233.0,MT,334.0
1632,MT,"Carter County, MT",Carter,630.0,MT,19.0
1633,MT,"Cascade County, MT",Cascade,35561.0,MT,2236.0
1634,MT,"Chouteau County, MT",Chouteau,2359.0,MT,95.0
1635,MT,"Custer County, MT",Custer,5930.0,MT,300.0
1636,MT,"Daniels County, MT",Daniels,873.0,MT,25.0
1637,MT,"Dawson County, MT",Dawson,4408.0,MT,260.0
1638,MT,"Deer Lodge County, MT",Deer,4779.0,MT,256.0
1639,MT,"Fallon County, MT",Fallon,1582.0,MT,66.0
1640,MT,"Fergus County, MT",Fergus,5578.0,MT,266.0
1641,MT,"Flathead County, MT",Flathead,45499.0,MT,3858.0
1642,MT,"Gallatin County, MT",Gallatin,66898.0,MT,3536.0
1643,MT,"Garfield County, MT",Garfield,721.0,MT,20.0
1644,MT,"Glacier County, MT",Glacier,4907.0,MT,536.0
1645,MT,"Golden Valley County, MT",Golden,346.0,MT,17.0
1646,MT,"Granite County, MT",Granite,1475.0,MT,131.0
1647,MT,"Hill County, MT",Hill,7229.0,MT,379.0
1648,MT,"Jefferson County, MT",Jefferson,5492.0,MT,297.0
1649,MT,"Judith Basin County, MT",Judith,939.0,MT,48.0
1650,MT,"Lake County, MT",Lake,12815.0,MT,844.0
1651,MT,"Lewis and Clark County, MT",Lewis,34666.0,MT,1813.0
1652,MT,"Liberty County, MT",Liberty,942.0,MT,27.0
1653,MT,"Lincoln County, MT",Lincoln,7278.0,MT,819.0
1654,MT,"McCone County, MT",McCone,933.0,MT,28.0
1655,MT,"Madison County, MT",Madison,4319.0,MT,232.0
1656,MT,"Meagher County, MT",Meagher,921.0,MT,45.0
1657,MT,"Mineral County, MT",Mineral,1597.0,MT,181.0
1658,MT,"Missoula County, MT",Missoula,60106.0,MT,4017.0
1659,MT,"Musselshell County, MT",Musselshell,2185.0,MT,143.0
1660,MT,"Park County, MT",Park,8273.0,MT,665.0
1661,MT,"Petroleum County, MT",Petroleum,255.0,MT,9.0
1662,MT,"Phillips County, MT",Phillips,1798.0,MT,93.0
1663,MT,"Pondera County, MT",Pondera,2553.0,MT,132.0
1664,MT,"Powder River County, MT",Powder,946.0,MT,30.0
1665,MT,"Powell County, MT",Powell,2819.0,MT,137.0
1666,MT,"Prairie County, MT",Prairie,439.0,MT,32.0
1667,MT,"Ravalli County, MT",Ravalli,19493.0,MT,1191.0
1668,MT,"Richland County, MT",Richland,5556.0,MT,382.0
1669,MT,"Roosevelt County, MT",Roosevelt,4185.0,MT,266.0
1670,MT,"Rosebud County, MT",Rosebud,3530.0,MT,212.0
1671,MT,"Sanders County, MT",Sanders,4691.0,MT,395.0
1672,MT,"Sheridan County, MT",Sheridan,1684.0,MT,85.0
1673,MT,"Silver Bow County, MT",Silver,16153.0,MT,1142.0
1674,MT,"Stillwater County, MT",Stillwater,5062.0,MT,270.0
1675,MT,"Sweet Grass County, MT",Sweet,1794.0,MT,67.0
1676,MT,"Teton County, MT",Teton,2644.0,MT,121.0
1677,MT,"Toole County, MT",Toole,2034.0,MT,107.0
1678,MT,"Treasure County, MT",Treasure,326.0,MT,12.0
1679,MT,"Valley County, MT",Valley,3880.0,MT,176.0
1680,MT,"Wheatland County, MT",Wheatland,699.0,MT,55.0
1681,MT,"Wibaux County, MT",Wibaux,431.0,MT,23.0
1682,MT,"Yellowstone County, MT",Yellowstone,78676.0,MT,4527.0
1683,NE,Nebraska,Nebraska,991388.0,NE,43787.0
1684,NE,"Adams County, NE",Adams,16169.0,NE,670.0
1685,NE,"Antelope County, NE",Antelope,3821.0,NE,88.0
1686,NE,"Arthur County, NE",Arthur,219.0,NE,12.0
1687,NE,"Banner County, NE",Banner,370.0,NE,10.0
1688,NE,"Blaine County, NE",Blaine,246.0,NE,9.0
1689,NE,"Boone County, NE",Boone,2864.0,NE,73.0
1690,NE,"Box Butte County, NE",Box,5148.0,NE,257.0
1691,NE,"Boyd County, NE",Boyd,1027.0,NE,30.0
